((((3*7)+8)+(2+(3*1)))/(4*(4*4)))	37*8+231*++444**/
(5*((0/(7/(8+(0/1))))*(5+(9*9))))	507801/+//599*+**
((7*(8/6))-(1*((8/(0/5))*(9/0))))	786/*1805//90/**-
((0*(0+(7-7)))-(2-((9-(0-7))-1)))	0077-+*2907--1---
(((((1/4)+(2-5))+(1*1))/(3-6))-6)	14/25-+11*+36-/6-
(((6+(9+4))*(2/0))*(8+(2+(8+8))))	694++20/*8288+++*
((8*(4/3))*(5*(6-(6/(5/(8+3))))))	843/*566583+//-**
((5+(0/((8+(1/2))*(9+9))))/(2/1))	50812/+99+*/+21//
((7+(5-5))/(6/(5/(4/(9-(5+0))))))	755-+654950+-////
(1/(4*(((3/0)/1)/(3-(8+(2+4))))))	1430/1/3824++-/*/
(((9-(8-(9/0)))/5)-(3*(1-(8+9))))	9890/--5/3189+-*-
(((4*4)*(7-(7+1)))/(3/(8-(1*1))))	44*771+-*3811*-//
(1+((3-((0*3)/(6-(2/(0+7)))))/1))	1303*6207+/-/-1/+
((((7-(3/5))/(8+9))-(6+(6-9)))+6)	735/-89+/669-+-6+
((0+(((4-(4-1))/(2/2))/2))*(3+1))	0441--22//2/+31+*
((((6*2)+5)-((4-(7*7))+(3*1)))+0)	62*5+477*-31*+-0+
((2+(4+(2/9)))/((8-(6-(3+9)))+8))	2429/++8639+--8+/
(((5/(5+9))*(9/(3+1)))-(5+(5-9)))	559+/931+/*559-+-
((7-(0-(6-7)))/(0*(1-(2-(6-6)))))	7067---01266---*/
(((1+(0*9))/(1/(5*1)))/(0+(9+4)))	109*+151*//094++/
((7*((6+(6-4))+(9/(6+4))))+(0+8))	7664-+964+/+*08++
(((7+(1+9))/(8-(1/2)))-(8-(3*9)))	719++812/-/839*--
((3+(9+6))+(4-(((5+4)+(2*5))-8)))	396++454+25*+8--+
((7/8)/(9*((9-(0*(8/2)))/(6*3))))	78/99082/*-63*/*/
((3*((5-2)-(7*(3+(9-6)))))-(9-3))	352-7396-+*-*93--
((((1*6)-(0+6))*(8-8))/(8/(9-2)))	16*06+-88-*892-//
(((9+(6/2))/(6*(6+(1/2))))+(0*0))	962/+6612/+*/00*+
((5/(0-(1/(5/2))))*(2+((8*2)-7)))	50152//-/282*7-+*
(5+((8-(5*(6-(1*(6/(2+0))))))-4))	58561620+/*-*-4-+
((((5+(9+9))/(1*(1-4)))*(1+5))/2)	599++114-*/15+*2/
(((3-2)*(9-(7/(8*7))))-(7/(0*0)))	32-9787*/-*700*/-
(((((4-2)+4)*8)-(1+4))/(4-(3/0)))	42-4+8*14+-430/-/
(((0*1)/((0/(8*9))*8))+(0+(1/5)))	01*089*/8*/015/++
(((5+(8+6))-(0-(6*(5*(8*4)))))+9)	586++06584***--9+
(((6-0)*(7-(7*0)))+(7*(3/(5-3))))	60-770*-*7353-/*+
(((9-7)/(9+(4/(9/6))))+(2-(6*6)))	97-9496//+/266*-+
(((3/(3+(2*1)))+(4*0))*(0+(6+2)))	3321*+/40*+062++*
(((((0-7)/4)-(1-2))*(8-1))/(9*2))	07-4/12--81-*92*/
((2+(8*(2/5)))-(5/(3-(5-(3*8)))))	2825/*+53538*--/-
((2+6)+((6+(8-(7-(4/6))))+(5+5)))	26+68746/--+55+++
((((1/(6*5))+(4*4))*8)-(8/(2*8)))	165*/44*+8*828*/-
(9-((((2-(8/5))*(2*0))*(9/8))-6))	9285/-20**98/*6--
((1-5)/((7*(8*(3*(0*(1-0)))))-6))	15-783010-****6-/
((8/(0/3))+(5/(4-(9/(1+(3*8))))))	803//549138*+/-/+
((6*9)+((5*(5+(4+(2*4))))-(8-3)))	69*55424*++*83--+
((((7+1)+(3-9))*(8*(0*7)))-(1*2))	71+39-+807***12*-
(((2/(5*(9+(2/(7/6)))))/(0/8))*9)	259276//+*/08//9*
(((4*(8*(9+9)))/(1+(5*7)))/(9/4))	4899+**157*+/94//
(((2+7)+((3-3)*(0+(3+(1+9)))))+0)	27+33-0319+++*+0+
(((6*7)-(0-(4-8)))*((6/5)-(2+3)))	67*048---65/23+-*
(((4*(8/(2+(5/0))))+(3-8))-(4/4))	48250/+/*38-+44/-
((9+(9+4))+((4-9)+(4/(0/(3-1)))))	994++49-4031-//++
(4-((4+((0*7)+(3*5)))-(8*(3*8))))	4407*35*++838**--
(((4*(0+0))/(0/1))-(0-(2+(4-5))))	400+*01//0245-+--
((((5/2)-((8*(1*5))/5))+(3+3))+8)	52/815**5/-33++8+
(((6-(2*6))-(6*(3*7)))+(4-(3+0)))	626*-637**-430+-+
(((4/(6-7))-0)/(2*(5/(3+(4-8)))))	467-/0-25348-+/*/
((9+(3*(2-(4*(9-6)))))-(6+(6*1)))	932496-*-*+661*+-
(((6+0)-(2+(0/(8+2))))/(1+(7+2)))	60+2082+/+-172++/
((8+((6+(8-5))*(2*1)))/(4+(7-5)))	8685-+21**+475-+/
((5+0)-(6/((6-((7/7)*(3*4)))-2)))	50+6677/34**-2-/-
((((6-2)*0)-(2-6))*(0-((8/3)/7)))	62-0*26--083/7/-*
((1-2)*(8+((6-(1/3))+(6-(8-2)))))	12-8613/-682--++*
(((6-((9-5)+(8/4)))*(6*(3-0)))-8)	695-84/+-630-**8-
(((3-(3+(0-(1+0))))+(0+5))+(0/0))	33010+-+-05++00/+
((((4-8)/1)/(2+0))/(6/(6+(9*5))))	48-1/20+/6695*+//
((((4+8)/7)/(4-(7*4)))+(9+(9/3)))	48+7/474*-/993/++
((3*5)+(4*(6+(9-(1+(7/(7+3)))))))	35*4691773+/+-+*+
((6-1)+((8+(7*0))/(1-(9*(7-3)))))	61-870*+1973-*-/+
((1*((5+8)-(9+7)))*(1-(0+(3-2))))	158+97+-*1032-+-*
((9*(6*(4/(5*(3/6)))))*(1-(2-2)))	964536/*/**122--*
((((6*9)*7)/(6*(1-8)))*(3*(5+8)))	69*7*618-*/358+**
((((9-4)*((9+7)+(1+3)))/7)*(4-9))	94-97+13++*7/49-*
(((3+(5-(0-7)))/(4+5))-(2/(2*3)))	3507--+45+/223*/-
(6-(((6-(5/9))*8)-(1/(2/(5-5)))))	6659/-8*1255-//--
(((4-1)-(3/5))/(7/(2/(7+(0/9)))))	41-35/-72709/+///
((7-8)+(((5*(8*9))*9)/(5*(0-6))))	78-589**9*506-*/+
((3*2)+(4/((3+(9+6))-(4*(1*9)))))	32*4396++419**-/+
(((((7+3)*7)-(2-(9/9)))*(3+3))*8)	73+7*299/--33+*8*
((((0+(4*7))*5)+(1+1))*(4+(1-1)))	047*+5*11++411-+*
((((9+7)*(6-3))*(3+(4+(0/4))))/7)	97+63-*3404/++*7/
(((2+(8/(3*3)))/(8-2))+(4*(4*9)))	2833*/+82-/449**+
(((1*8)+9)+((4-(3/5))+(5/(2+4))))	18*9+435/-524+/++
((2*(7-2))-((0-8)*(6*(4/(1-1)))))	272-*08-6411-/**-
((4/(5-5))+((4*6)-(2+(4+(8/2)))))	455-/46*2482/++-+
((5-2)-((6*(2*3))*(5+(8/(9*6)))))	52-623**5896*/+*-
(((2*((9-4)/3))/(3+1))+(3*(3-2)))	294-3/*31+/332-*+
((((0/(0*3))/6)-(3+(0-7)))*(7/3))	003*/6/307-+-73/*
((((7-(4/3))+(5-(2+1)))+5)/(1+8))	743/-521+-+5+18+/
((((4-2)-(9*4))+(7+(0-6)))-(9-9))	42-94*-706-++99--
(7-((7*(2-(7-2)))/(1-(8/(1*5)))))	77272--*1815*/-/-
(((2/0)+(5*(9+(9-(5/1)))))*(9-8))	20/59951/-+*+98-*
(((6*0)*((7+9)+(9/(5/(5*0)))))*5)	60*79+9550*//+*5*
(((5-(5-(1+7)))*8)*(1+(5/(4-1))))	5517+--8*1541-/+*
((((7*(0/5))-(6+0))+(5*(3/6)))+4)	705/*60+-536/*+4+
(((0/1)/7)+(4*(9-(9+(0*(2+8))))))	01/7/499028+*+-*+
(((0-(5+6))*(7/3))*(0*(9+(3/6))))	056+-73/*0936/+**
(5-((3+(9/5))/(7-(0-(9*(7*2))))))	5395/+70972**--/-
((((4-(0/4))+(6/3))/(5-1))/(0-8))	404/-63/+51-/08-/
(((7*9)*(6*7))-(5-(4+(8-(1*3)))))	79*67**54813*-+--
(4/(((2-6)-6)*(0-((4-(3-7))/3))))	426-6-0437--3/-*/
((3-5)/(8/(3*(2-(3/(6+(9/3)))))))	35-8323693/+/-*//
((9/(1*7))-(3+((5*(1+9))/(1/4))))	917*/3519+*14//+-
(((0-0)+(4*0))-(7+(1-(7*(9-5)))))	00-40*+71795-*-+-
(((5-(6/(6*1)))*(4-(9/4)))/(6-7))	5661*/-494/-*67-/
(((6/(9*(0-5)))/(5*(1-4)))*(5/8))	6905-*/514-*/58/*
(((8+(1*(8+0)))+(2-2))+(3+(6-3)))	8180+*+22-+363-++
((1/6)+(3*((9-6)-(1*(2/(2+4))))))	16/396-1224+/*-*+
((5/(1*(0/((3*1)+6))))-(8-(0/5)))	51031*6+/*/805/--
((7/(4/(0*9)))-(9/(7*(6/(5/1)))))	7409*//97651//*/-
((3-(3/(2/1)))+((5+6)-(3*(4+1))))	3321//-56+341+*-+
(((5/(4/(8/7)))*(2/(1/(0/4))))/3)	5487///2104///*3/
((6*(9-3))/(9+(9/(7/(9-(0*6))))))	693-*997906*-//+/
((((4-(8-9))/(3/5))*(6-6))+(2+7))	489--35//66-*27++
(((7+(8*(0+1)))+(5/(1-1)))-(5*0))	7801+*+511-/+50*-
((((4-3)/3)*(4*6))/(9-(6/(5/2))))	43-3/46**9652//-/
((6+2)/((5*9)/(3+((5-8)+(9+1)))))	62+59*358-91+++//
((9-(8*(7-(8/6))))-(5-(0+(8/3))))	98786/-*-5083/+--
((5*8)/(5*(3*(1/((8+(2-6))/3)))))	58*531826-+3//**/
(((3-8)+(5+(4+(2-6))))+(1-(5-5)))	38-5426-+++155--+
((((((4+0)*3)+(8/3))/4)/(1+1))*7)	40+3*83/+4/11+/7*
(((3/(4*(6+(3*8))))/(9*9))*(8*4))	34638*+*/99*/84**
((8/((3-(3+4))+(8+(9-(6/5)))))/1)	8334+-8965/-++/1/
(8*((2+(7/(9+1)))*(3/(1-(1/0)))))	82791+/+3110/-/**
((5-(9*((4/5)*(3-8))))*(8+(6/1)))	5945/38-**-861/+*
((((0-3)+(3-(3*9)))-(1*4))+(0*9))	03-339*-+14*-09*+
((9-(5+(7*(2+(9-((6+5)/6))))))/8)	9572965+6/-+*+-8/
(((8-(8*7))+0)*(6/((2+3)-(2+6))))	887*-0+623+26+-/*
((((3/3)+(5-4))*(7+(3+9)))/(0/4))	33/54-+739++*04//
((6+((1*4)+(1-3)))/(6+(8+(2+1))))	614*13-++6821+++/
(((2*(5-(2-9)))/(0-4))+(2*(2/1)))	2529--*04-/221/*+
(4-(4/((9/(9+(2-(9/3))))+(3/0))))	4499293/-+/30/+/-
(3/(((0+2)*(6+(6-5)))-(1/(4*3))))	302+665-+*143*/-/
(((8/(5+(5*0)))/(4*3))/(1/(4+8)))	8550*+/43*/148+//
((4+(1+((0/4)+(7/(8*4)))))-(7/3))	4104/784*/+++73/-
(((4+4)+(6*(0-0)))*(1-(4*(0+4))))	44+600-*+1404+*-*
(((2*((7/7)+((1-(9*2))+8)))+0)/6)	277/192*-8++*0+6/
((((8/1)+(6/8))*1)-(0/(7-(8+4))))	81/68/+1*0784+-/-
(((2-8)*(0+(((5+1)-(1-1))*0)))/9)	28-051+11--0*+*9/
((2*(9-8))-(6-(5-((8/4)-(0*5)))))	298-*6584/05*----
(6-(((1*(5-(3/8)))+(8+4))+(2-7)))	61538/-*84++27-+-
(((5/((0*(0-9))/0))-(4*(6+6)))*3)	5009-*0//466+*-3*
((2-5)+(2*(((5+4)-(9+1))+(4+0))))	25-254+91+-40++*+
((3*(2/(0*(0/8))))+(9-(5-(4/8))))	32008/*/*9548/--+
((6-(4*(5/6)))-((4/(6/(3/0)))+5))	6456/*-4630///5+-
(6-((5/(7+(0*8)))/(9-((2+7)*0))))	65708*+/927+0*-/-
(((0-4)-(1-2))/(0*(5-(6+(0+1)))))	04-12--05601++-*/
(7/(1-(7-(5/((2/(3-8))-(6+8))))))	7175238-/68+-/--/
(((9*(3/0))*(3-7))*(2/(7+(5+6))))	930/*37-*2756++/*
((4/(8/((0-(8+8))-(2/0))))/(3+2))	48088+-20/-//32+/
(((2*9)-(2*(5*(1+9))))-(5*(7+5)))	29*2519+**-575+*-
(((6*((7*8)/(0/1)))-7)-(4*(2/2)))	678*01//*7-422/*-
((5+(8/6))*(4/(9-(5*(2*(3*2))))))	586/+495232***-/*
((5/(4*3))/(((7/(2-8))/(4-9))-3))	543*/728-/49-/3-/
((((6*(7/3))*(6/(3-8)))*(5-5))-3)	673/*638-/*55-*3-
(((3*0)/((6*(6+9))-9))/(4/(9+0)))	30*669+*9-/490+//
((1*(1-0))+((4*(4-8))*(9+(1+4))))	110-*448-*914++*+
(((7*(7+3))*(0+(6+(2+6))))*(2*5))	773+*0626+++*25**
((7/(3+(3+(6+(8/(6-6))))))*(4/9))	7336866-/+++/49/*
(((3/4)*(2+(4*2)))+(7+(4-(1*8))))	34/242*+*7418*-++
((9/(((8-5)*6)/(7+(5*(6*4)))))/6)	985-6*7564**+//6/
((5+((((5-(3/8))*6)+3)*(5-2)))*9)	5538/-6*3+52-*+9*
(((((0-(2*0))/2)-(0-7))/2)/(7-6))	020*-2/07--2/76-/
((7/(4-(4/5)))-((2-2)+(5-(6+9))))	7445/-/22-569+-+-
((((6/0)-5)*(5+6))-(8*(1+(7+4))))	60/5-56+*8174++*-
((8-(9+8))+(0/(3-(4/(1/(2/2))))))	898+-034122///-/+
((2*9)-(9+(0-((7+(3-(4-9)))/2))))	29*907349--+2/-+-
(((7+1)*(8/7))*((2+3)-(3+(4+5))))	71+87/*23+345++-*
(((3+(3*(2+(0/0))))+(8/6))/(0/3))	33200/+*+86/+03//
((8-2)*((0-((0*0)/6))/(7/(2-0))))	82-000*6/-720-//*
(((8+1)/(0/0))*(0/(8+(3-(9/6)))))	81+00//08396/-+/*
((5-1)+((1+(6+7))-(1*(3-(8-9)))))	51-167++1389--*-+
((3+8)+((6-(8-(4+3)))+(7*(8+2))))	38+6843+--782+*++
(((4-(0/8))-(1-9))*(5*(4/(8+1))))	408/-19--5481+/**
(((7-3)+(8-(1+(7+(4-0)))))*(3/7))	73-81740-++-+37/*
((((9/(2+8))-(1/7))-9)-(4/(4-2)))	928+/17/-9-442-/-
(1-(((8*8)/(9+9))-(1-(8*(8+8)))))	188*99+/1888+*---
(((8*3)+(5+(2-3)))+(6-(7-(2-8))))	83*523-++6728---+
((((((9-3)*5)*3)*(4/0))/(2+4))-4)	93-5*3*40/*24+/4-
(((5+9)/8)+(6-(1-(5-(5*(9/7))))))	59+8/615597/*---+
((((8/(8-9))+(1+(9+(9+8))))*7)+3)	889-/1998++++7*3+
(((7-(0*1))*(9/(7+6)))/(8-(5-9)))	701*-976+/*859--/
((((1*8)-(5*(7/6)))-(0+7))+(5*6))	18*576/*-07+-56*+
(8*(((0+(9*4))+(6*5))*(8-(7/6))))	8094*+65*+876/-**
(((3*(0/0))-(4*(3-4)))/(9+(9/7)))	300/*434-*-997/+/
(((8+(3*3))/(7+6))*(9-(4*(0-6))))	833*+76+/9406-*-*
(((6+(6/6))*(7+(6*(7/3))))+(1+1))	666/+7673/*+*11++
((6+((8+(0*9))*(3+2)))/(5-(8*9)))	6809*+32+*+589*-/
((7/(2*5))/(7*(8-(5/(7+(4/5))))))	725*/785745/+/-*/
(((0/4)-3)+(1-(8/(3+(7*(8-0))))))	04/3-183780-*+/-+
(((5+3)+((6+8)*9))+(2/(5/(6/2))))	53+68+9*+2562///+
(((((7-8)-5)/(3+2))+8)+(1*(3*2)))	78-5-32+/8+132**+
(((7-0)/(7*(8-1)))-(0/(3-(8+8))))	70-781-*/0388+-/-
(((2-5)/(9-(4+(1*6))))/(4/(7+2)))	25-9416*+-/472+//
((((8+7)/(5/(2+(8-6))))-2)-(3-3))	87+5286-+//2-33--
((4+((0-(8/9))/(6-(7/(7+8)))))/6)	4089/-6778+/-/+6/
((1-(3*(3+(1+0))))+(2/(8+(0*7))))	13310++*-2807*+/+
(((5/9)-(4/0))-(7/(0-(0+(9/1)))))	59/40/-70091/+-/-
((1*5)-(9*(4+(6-(3+(6/(4-2)))))))	15*9463642-/+-+*-
(((0/6)*(6+(0*(6*(9-8)))))+(2+6))	06/60698-**+*26++
((6*(1-7))-((1*1)+(4-(9/(7+6)))))	617-*11*4976+/-+-
(((1+(4-2))+1)/(2-((3*6)+(1/7))))	142-+1+236*17/+-/
((1/(7-3))*(4+((1*(6/5))-(9-9))))	173-/4165/*99--+*
(((3-1)-(2/2))*(8/(6+(8/(0*1)))))	31-22/-86801*/+/*
(((7+(1+6))+(5*(1+1)))+(0*(8+4)))	716++511+*+084+*+
((9*1)/((8*(1+(4/(1*(2-2)))))*7))	91*814122-*/+*7*/
((((2*4)/8)*(3/(0*(2/(8/3)))))/7)	24*8/30283//*/*7/
((8-(7/(3*3)))-(2*(7+(0+(0-7)))))	8733*/-27007-++*-
(((2*4)/((2+(7+0))*(4+8)))*(9-0))	24*270++48+*/90-*
((8/(((8/(5*4))-1)-(8/4)))*(4-4))	8854*/1-84/-/44-*
((((6+8)-4)*(0-3))/(8+(6*(2*6))))	68+4-03-*8626**+/
(((1/3)+(2-(6/(4-(5-4)))))/(0*9))	13/26454--/-+09*/
((6*(7-8))*(8-(2+(7+(9-(8*6))))))	678-*827986*-++-*
((((7-(2/(6+1)))-(7*1))/(3+3))/4)	7261+/-71*-33+/4/
(((4-1)-8)*(0+(6/(1*(1+(6+5))))))	41-8-061165++*/+*
(((8+(2/7))-(1*(2/1)))+(4/(6/0)))	827/+121/*-460//+
(((1-8)*(2+(0+(3*7))))+(0+(9*1)))	18-2037*++*091*++
(2/(((5*(3-9))*8)*(0-(4*(7+5)))))	2539-*8*0475+*-*/
((5/(3-(0-5)))/(5*(0/(8-(6+5)))))	5305--/50865+-/*/
((((5+(4/5))-3)-8)*(8-(1*(8+2))))	545/+3-8-8182+*-*
(5-((2*((7*5)/(3-9)))*(3*(9/7))))	5275*39-/*397/**-
((5/(9+(3*(6*(8+0)))))-(5/(0/2)))	593680+**+/502//-
((1+7)*(2+((7/(2/6))*(7+(0+4)))))	17+2726//704++*+*
((4-(0+1))+((4/(4/(5*6)))-(4+8)))	401+-4456*//48+-+
(8+((4+(4+(1-3)))/(8*(6-(8*1)))))	84413-++8681*-*/+
(4/(7+((4/(5*5))+((1/6)*(8/3)))))	47455*/16/83/*++/
(0*(6-((3-(4+(9+(2+(3*4)))))-4)))	06349234*+++-4--*
((8*(7+(3-9)))*(2*(3-(3*(0*4)))))	8739-+*23304**-**
((((4/1)/(7-(6-(9/8))))*(2*1))+7)	41/7698/--/21**7+
(((8-((3/7)-(6/6)))-(0-(4*3)))-9)	837/66/--043*--9-
((((8*2)+(8*4))/(7-1))/(8*(7*0)))	82*84*+71-/870**/
((7/(((2/7)/2)+(9+7)))*(7*(5-8)))	727/2/97++/758-**
(((9/(1/(5+7)))+(3+(6*4)))+(9/6))	9157+//364*++96/+
((((7/6)*(3-2))/6)-(5/(4/(1-5))))	76/32-*6/5415-//-
(7*(6-(((0+(2+4))-5)/(1-(4/2)))))	76024++5-142/-/-*
(((1+1)/(6*(3/(1+8))))*(1/(4-7)))	11+6318+/*/147-/*
(((5*(2/5))-(6*(5*0)))/(9/(3+1)))	525/*650**-931+//
((9+(2*(7*6)))-((4*(2+0))/(5+1)))	9276**+420+*51+/-
(3/(2*((5/(3+((1+7)+(0+4))))*1)))	325317+04+++/1**/
((2-(2*(6-4)))-((7*(7*(6+2)))*9))	2264-*-7762+**9*-
(((1-(4-(3+0)))-(3/6))*(3*(2*2)))	1430+--36/-322***
(((0+(7+0))*(6*2))/(3*(2*(6*7))))	070++62**3267***/
((8*9)+(6-(5+(8/((9*5)*(2+2))))))	89*65895*22+*/+-+
((3-(4+(8/4)))*(3-(9-(7+(6+6)))))	3484/+-39766++--*
(7/((1*(1+(0-7)))-(2-(7+(0/3)))))	71107-+*2703/+--/
(8/((((0*8)+(9+3))/(1*(6*3)))+6))	808*93++163**/6+/
(((5/6)/(6*(9*2)))/(1/(9*(4+9))))	56/692**/1949+*//
((9+(9/(7-8)))*(3/(5+(0/(2/5)))))	9978-/+35025//+/*
(((6+(6*7))/(9*(8+(9+(4-3)))))*9)	667*+98943-++*/9*
((4*(3-(9-(0*4))))*(5*(3*(3/6))))	43904*--*5336/***
((((4+6)/(4*(1*7)))/(5-9))/(7-3))	46+417**/59-/73-/
((1+(2-(7+5)))+(7*(1-(3*(3*6)))))	1275+-+71336**-*+
(4*(((0+0)/1)-(0*(2+(0+(7*6))))))	400+1/02076*++*-*
((7-(1+1))*(((9+4)+1)-(0*(7/4))))	711+-94+1+074/*-*
((((9/6)*5)-(0-(7+(8*2))))-(2*9))	96/5*0782*+--29*-
(((8/(6+3))/(9/(1-3)))/(4*(6-5)))	863+/913-//465-*/
((8*7)+(((6-(3+1))*1)-(7-(1+1))))	87*631+-1*711+--+
(((((7+3)+3)*3)-(5/6))/(0/(7-1)))	73+3+3*56/-071-//
((((2+(2/7))+(9/1))/((4-2)*6))+7)	227/+91/+42-6*/7+
((((3+5)/(6*3))-(6/(7/9)))/(2*3))	35+63*/679//-23*/
(5*((3/(6/(9/(5/5))))-(6/(1+0))))	536955////610+/-*
(((8-(3*3))*(6/(3-6)))-(7+(0-0)))	833*-636-/*700-+-
((((2+(8/2))/(2-1))-(2+(7+7)))*8)	282/+21-/277++-8*
(((3+(1-(0/9)))*(7/2))+(5*(1-7)))	3109/-+72/*517-*+
((((1*4)*1)*(0+(6*(9+(2+9)))))*0)	14*1*06929++*+*0*
((((1/2)-3)*(3-7))/(9*(3-(4*9))))	12/3-37-*9349*-*/
((1-(2/(4-(9+(9-5)))))*(0/(7-0)))	124995-+-/-070-/*
((((2-5)/6)-(6+(8/(5-9))))-(1-8))	25-6/6859-/+-18--
(((2+(5*(6-(2/8))))-(6*1))-(2/9))	25628/-*+61*-29/-
(8+((((1/(7*2))/8)/(1/(4-2)))-8))	8172*/8/142-//8-+
((1+(2/((0*2)+(9+(6*6)))))+(0*7))	1202*966*++/+07*+
(((0+(7+6))-(3+(2*0)))+(4*(9/9)))	076++320*+-499/*+
(((((3*4)+4)-(3*(4/(9-1))))-9)/6)	34*4+3491-/*-9-6/
(((8+9)*(6+(8*(1-(6+(1/8))))))-6)	89+681618/+-*+*6-
(3+((4/(7*(8-3)))-(4-(3*(3/0)))))	34783-*/4330/*--+
((3-(((2-5)-(7-(8+6)))*9))-(4*5))	325-786+--9*-45*-
(((4-0)-(5-6))+(5-(8/(2/(3/9)))))	40-56--58239///-+
(((5-(0-7))+(0+3))/(8+(1*(2+3))))	507--03++8123+*+/
(((5*6)/(1/(6-(0-7))))+(9+(5-7)))	56*1607--//957-++
(((0*(6+7))/(7+(0/(6-1))))+(5-1))	067+*7061-/+/51-+
(((0*(1*2))/(1/(6*3)))*(7-(8+0)))	012**163*//780+-*
(((5+(7*0))-(3+(3+(1+(3-0)))))*4)	570*+33130-+++-4*
((2-((0+((4*4)+(1*(0-2))))+1))/3)	2044*102-*++1+-3/
((8+(7-9))/(5/(0*((2-7)/(4*6)))))	879-+5027-46*/*//
((1/8)*((2/(7*(7/(4/3))))-(0+8)))	18/27743//*/08+-*
(((((7/5)-1)*(1*(2+(9+0))))-8)-4)	75/1-1290++**8-4-
((2/3)/(6+((0+0)+(5+(0+(3+3))))))	23/600+5033+++++/
((((7/1)+8)-(0+(9+(8*8))))/(2/2))	71/8+0988*++-22//
((((7-1)+(8*1))*3)-(6-(7*(7*7))))	71-81*+3*6777**--
(((3*9)/9)/(0+(6+(2-(3*(1-5))))))	39*9/062315-*-++/
((((7+3)+5)-(1*(9*3)))*(9+(1*9)))	73+5+193**-919*+*
((3/(9+3))-((1*(4-3))/(2*(4+0))))	393+/143-*240+*/-
((0-6)/(0/((8+(9/(2*(0+7))))*9)))	06-089207+*/+9*//
((1+((2*(8+(2-4)))/(2*9)))/(2*2))	12824-+*29*/+22*/
(((6/(1/(7*3)))-(6*(9*1)))*(8-2))	6173*//691**-82-*
((((9/5)-8)*(5+(5-7)))/(0+(4-0)))	95/8-557-+*040-+/
(((1/3)-(3-(8*7)))-(6-(7+(1+1))))	13/387*--6711++--
((8*(4*(2*6)))*(0+(9+(8-(4-9)))))	8426***09849--++*
((0/(3+3))+((4*5)*(9+(5*(5-2)))))	033+/45*9552-*+*+
(((0-(3/3))+(7/8))-(1+(9*(6*3))))	033/-78/+1963**+-
((1*((1*(5*1))/7))/(9+(9/(8+2))))	1151**7/*9982+/+/
(((4/2)*(6+(4*(1+5))))-(8-(4*6)))	42/6415+*+*846*--
((((8-(8/(2+4)))-(2*3))+2)+(0*4))	8824+/-23*-2+04*+
(((3/0)+(7-(6/4)))-(5/(9-(1/4))))	30/764/-+5914/-/-
((9-(0*3))+((5-(1/7))+(3-(2-3))))	903*-517/-323--++
(((9-1)+(4*(6*(2+2))))+(9*(0+4)))	91-4622+**+904+*+
(((9*(4-3))*(0-(9/(0-9))))+(4*9))	943-*0909-/-*49*+
(((2*(4+5))/((4-(6/1))+(2/8)))-4)	245+*461/-28/+/4-
(((1-(1/(1*9)))-(7/(9+5)))-(1*6))	1119*/-795+/-16*-
((((9*1)/(1/2))-(4-(2-9)))*(5*8))	91*12//429---58**
((5*0)+((5/(3/(6*3)))*(2+(7*9))))	50*5363*//279*+*+
(3*(9*((8*(5-(2-8)))*(6-(9+4)))))	398528--*694+-***
((4+(8+((3+9)+(7/(4-(0-6))))))+5)	4839+7406--/+++5+
((0/(2*((2/(6-7))+(8+(8*4)))))/2)	02267-/884*++*/2/
((((2-9)*(5*0))+(7*3))+(2+(4/2)))	29-50**73*+242/++
(((4+((8+9)-(3*5)))/6)+(8-(8/5)))	489+35*-+6/885/-+
((((0*(2+5))-(9*0))/4)/(8-(2*1)))	025+*90*-4/821*-/
((0/2)/(((0-2)-4)*(5+(0+(2-1)))))	02/02-4-5021-++*/
((6-(5-(8*(0/4))))+(3/(0-(2+9))))	65804/*--3029+-/+
((8*(8+7))-((5-(5*8))*(5/(6+7))))	887+*558*-567+/*-
(((4*(3+5))/(7*(2-6)))-(6+(3+0)))	435+*726-*/630++-
(((9+(5-5))-(2/0))/(5-(7*(3/5))))	955-+20/-5735/*-/
((((8*(4/7))/(5/(1*2)))-(7-0))*0)	847/*512*//70--0*
(((9*8)*(0-(8/((5+5)/2))))-(7*5))	98*0855+2//-*75*-
((9/(6-7))-(3-((6*(8*0))*(0-9))))	967-/3680**09-*--
(((5*(5/(6+4)))+(3-(1-8)))*(5/0))	5564+/*318--+50/*
((9/((5*7)-5))*(0/(2/(1+(0+6)))))	957*5-/02106++//*
((((9/(9/9))+5)*(5/(4*7)))-(3-9))	999//5+547*/*39--
(((4/(0/(2-(7*4))))*9)*(6-(9/1)))	40274*-//9*691/-*
((2*(0-4))*(8*(6/((5+5)/(3+8)))))	204-*8655+38+//**
(((8+(4/6))/(3/(0-(9-0))))/(6-0))	846/+3090--//60-/
(((3+8)/(8*(5+(7*0))))-(9/(5-5)))	38+8570*+*/955-/-
((5*((9/(3*1))-(9*6)))/(4/(5*2)))	5931*/96*-*452*//
(((5+((3-8)+(6*(3-0))))-(9*0))*7)	538-630-*++90*-7*
((((0*(8-4))+(1/4))*9)+(0/(2/5)))	084-*14/+9*025//+
(((4+6)-((5*(3/9))*2))*(5+(8-8)))	46+539/*2*-588-+*
(((4+(2/(0/0)))*(6/5))-(5*(5-2)))	4200//+65/*552-*-
(8-((5-4)/(3*((8-(7-(0+0)))-1))))	854-38700+--1-*/-
