(((8+0)-(6-(5*(5+6))))+8)	80+6556+*--8+
(((6/7)+(5*(0*8)))+(2/(2-2)))	67/508**+222-/+
((7*(3/((7/3)*(9-5))))-(0+2))	7373/95-*/*02+-
((6*((7-1)+2))+(2/(7-8)))	671-2+*278-/+
(((5+(4-1))-(8/4))/(8+(8-4)))	541-+84/-884-+/
((7+8)-(2+(9-(0/(9/(3-2))))))	78+290932-//-+-
((5+(6/((5-3)-((0*9)+3))))+2)	5653-09*3+-/+2+
(3*((6/(9+0))+(4+(9/9))))	3690+/499/++*
(((3-8)+2)-(0+(8+(8/(3+1)))))	38-2+08831+/++-
((0/(8-(3+5)))-(2/(6-6)))	0835+-/266-/-
(((2-4)/(6+1))-((4/9)/(1+6)))	24-61+/49/16+/-
((1+(9-3))-(1-(2+((6/9)+7))))	193-+1269/7++--
((5/(8/8))/((0+1)-(4/3)))	588//01+43/-/
(((0*1)-3)/((6-(9+0))+(5+5)))	01*3-690+-55++/
(((1*1)-2)+(6+(8+(3*(7+8)))))	11*2-68378+*+++
(((2+5)*(8*(6*8)))-(2/(5+9)))	25+868***259+/-
(4*((5*(6-6))+(5*(7+(2+3)))))	4566-*5723++*+*
(6/((0/(7+4))-(5+(5*(0/1)))))	6074+/5501/*+-/
((0+(7/(3-7)))*(4/(4+2)))	0737-/+442+/*
((8/(5/(4/(3+5))))-(4*(3+2)))	85435+///432+*-
(((1-7)-(2*(1+(4-0))))-(4+8))	17-2140-+*-48+-
(((9*9)/9)+(1+(8-(2+8))))	99*9/1828+-++
(0-((0+(1+(7+6)))-(5-8)))	00176+++58---
(((2-9)*4)/(6-(7/(1+(0-1)))))	29-4*67101-+/-/
(8+((4/(1*(6/2)))+(0+(7+5))))	84162/*/075++++
(5-(1-((6*(9+(1-2)))*(6+0))))	516912-+*60+*--
(((8/2)+(9-6))-(8+(1-8)))	82/96-+818-+-
((8+(((2/3)/(7/9))/4))*(4-8))	823/79//4/+48-*
((3/3)-(4-(9-((4-(0/0))-3))))	33/49400/-3----
((1+3)*((6+(0+(8*2)))*(4*5)))	13+6082*++45***
(1/(((2-(0*0))+(5-(7/5)))*2))	1200*-575/-+2*/
((3/6)-(((9-(3+1))+4)-(2/9)))	36/931+-4+29/--
((0/2)*(((4-(8/5))-4)+(7+2)))	02/485/-4-72++*
(((0+1)*(2/9))*(2/(0-(4/7))))	01+29/*2047/-/*
((6*(5*1))-((9+(8/1))+5))	651**981/+5+-
((4/(4+9))+(5*(9-(9+4))))	449+/5994+-*+
((2-(8+(1+2)))+(0/(2-6)))	2812++-026-/+
(((2+(6-1))-(8*(6-3)))-(8+0))	261-+863-*-80+-
((6*(4*9))*(5/(7*(8/3))))	649**5783/*/*
((7/7)+((1+(5-4))+(2-8)))	77/154-+28-++
(4/((5+(7-8))-(5/(1/5))))	4578-+515//-/
((((6-2)/(9*1))/9)-(3/3))	62-91*/9/33/-
(6*(0+(5*(6-(6+(4+(6+7)))))))	60566467+++-*+*
((((8+6)*(2-(3+2)))-9)*0)	86+232+-*9-0*
((1+(6-3))+((3+9)+(5/4)))	163-+39+54/++
((0/(5*(7-4)))*(3+(1/7)))	0574-*/317/+*
((3+3)+((7-6)*(5/(3-(8*8)))))	33+76-5388*-/*+
(((1*3)/(3/(1/3)))/(6*(3*3)))	13*313///633**/
(((0-8)+6)+(8*(9-(3/5))))	08-6+8935/-*+
(2+((5+(5+(2-8)))-(8/(9*3))))	25528-++893*/-+
(((2*3)*(4+6))*(1+(7-3)))	23*46+*173-+*
((2+(2*1))/((8*9)*(8*(0+5))))	221*+89*805+**/
((8+(4-(9+(3+6))))-(9*(6+0)))	84936++-+960+*-
((3/(9+(4*1)))*(1*(0*(8-3))))	3941*+/1083-***
(6*(1-((2*(9*(9+5)))+(6-3))))	612995+**63-+-*
((9*((7-9)+(0*(9-(0/4)))))/6)	979-0904/-*+*6/
(((0+(9+9))*(6-(8/0)))*8)	099++680/-*8*
(((3/(8*(1/6)))/8)/(6+(7-0)))	3816/*/8/670-+/
(((0-(6-7))/8)/(9+(6-(7/1))))	067--8/9671/-+/
(3+(2+((6-(0+3))-(4*4))))	32603+-44*-++
((3-8)*((1-(0+1))/(0-(0*9))))	38-101+-009*-/*
(((0*(2+1))*6)/(4*(2-7)))	021+*6*427-*/
(((6-1)-(0-(0-1)))+(6+(3*1)))	61-001---631*++
(((8+(8+(4*(2*5))))-1)-5)	88425**++1-5-
((((0+2)*2)/(1+8))*(3-2))	02+2*18+/32-*
(((7*(4/4))*(9-2))+(4*1))	744/*92-*41*+
(((1+5)+((3/3)*(2/(8*9))))*3)	15+33/289*/*+3*
(((3-7)-(8/4))/(6+(8/5)))	37-84/-685/+/
((6*(6/(1+(8+1))))*(1-(5*7)))	66181++/*157*-*
(((7/9)+(3/5))*(2-(7*(1/4))))	79/35/+2714/*-*
((((9-7)/6)+(9-2))+(1+(6+9)))	97-6/92-+169+++
((5+(0/(8/(9+7))))+(8*(9+8)))	50897+//+898+*+
((6-1)-((6*(4-8))*(2+3)))	61-648-*23+*-
((9/6)/(4+(3*(2*((6+1)+1)))))	96/43261+1+**+/
(6+(9-((4-5)*(4*(8/(2*2))))))	6945-4822*/**-+
(((1*9)*(4+2))*(5*(3-5)))	19*42+*535-**
((4*0)-(8-((1/1)*(4/(0*0)))))	40*811/400*/*--
(((1+7)*(0*1))*(1+(5+2)))	17+01**152++*
(((3+(7+3))/(8-6))-(7/(7*2)))	373++86-/772*/-
((7/(1-8))/(1*(8+(8-5))))	718-/1885-+*/
(2/((1/(9*8))-(6-(2/(6+0)))))	2198*/6260+/--/
(((4*((0/5)*8))-(3+4))+2)	405/8**34+-2+
(((0-3)/(3*0))*((5+8)+(4+3)))	03-30*/58+43++*
(((4-3)+(7*8))+(9-(0+3)))	43-78*+903+-+
((0+((0-6)/(5-9)))/(9*7))	006-59-/+97*/
((2/(8-(0-5)))*(4*(1/6)))	2805--/416/**
((8-(1-(3-7)))*(7+(5*(9-0))))	8137---7590-*+*
((9*5)-(0*((5*(7*2))/3)))	95*0572**3/*-
((6*(0-(3-(7*2))))-(8/(7+9)))	60372*--*879+/-
((8-(0*5))/((8-(0+8))+(2/9)))	805*-808+-29/+/
((9-(1/8))/(0-(7+(0+6))))	918/-0706++-/
((((0*3)/(8-9))+(4-6))/5)	03*89-/46-+5/
((8+(9/(1-(3+(6*0)))))-(7/3))	891360*+-/+73/-
(((3+2)-(5*(9/0)))*(1/(9-5)))	32+590/*-195-/*
(((7*(0/4))-(1*2))*(3+1))	704/*12*-31+*
(((((4/6)/6)+2)+(7/5))*(4-9))	46/6/2+75/+49-*
(((9*2)+(0/(1+(4-7))))+(7-3))	92*0147-+/+73-+
(((8-8)*(4/1))+((0-(5-2))+8))	88-41/*052--8++
(((9/8)+(0-8))*(7-(8*2)))	98/08-+782*-*
(4/(4+((9-(9/6))+(0-6))))	44996/-06-++/
(1/((1-(3+8))+(0+(9*(2*0)))))	1138+-0920**++/
((((8+0)+6)-7)/(3+(6/7)))	80+6+7-367/+/
((((9/(6/4))/1)+9)-(0-9))	964//1/9+09--
((9+(6-0))-(3-(4+(4*8))))	960-+3448*+--
(((8*7)*(4/(3/8)))/(0*(7+5)))	87*438//*075+*/
((1*(5+(8/(2*5))))+(0-(0/7)))	15825*/+*007/-+
((2/(7-0))/(9-(0+(1+(6*1)))))	270-/90161*++-/
((7-(8/(7-9)))+(4/(3+0)))	7879-/-430+/+
((8-8)+((9-(9+(7*(0+8))))-5))	88-99708+*+-5-+
(((4-0)+(3/2))+((0*0)-(2-5)))	40-32/+00*25--+
((2/(5+1))*(0-((0*(8+4))/8)))	251+/0084+*8/-*
((2/((5*4)*(8*(6/0))))+9)	254*860/**/9+
(((7/5)*8)-((2-(7-1))+(4*7)))	75/8*271--47*+-
(((7+(3+8))+4)*(2-(1*(4-7))))	738++4+2147-*-*
(4+((8-(1-2))/(6+(8*(6+6)))))	4812--6866+*+/+
((2/(7/0))+((0+0)+(7+6)))	270//00+76+++
((1+4)-(7-(6-((0/4)*3))))	14+7604/3*---
(0*((0*(0-9))-(1*(0-3))))	0009-*103-*-*
((8/0)-(5/(0*(1+(9+9)))))	80/50199++*/-
(((6+9)/(8/(7+9)))+(2-2))	69+879+//22-+
(((4-5)-3)*((1/6)-(5-(1*1))))	45-3-16/511*--*
((9/6)/((9/3)*(0/(3*(7-5)))))	96/93/0375-*/*/
(((4-(8+7))/(9*(6*7)))*(7*2))	487+-967**/72**
((4*(8*(2+7)))/(8/(6*(9-4))))	4827+**8694-*//
(((7-8)/(1/8))/(8-(9*(9+6))))	78-18//8996+*-/
(((1-0)-(1/5))*(3/(0-7)))	10-15/-307-/*
(((((5*1)*3)-1)/(6-3))*3)	51*3*1-63-/3*
((6+9)*((9*7)+(1*(2/4))))	69+97*124/*+*
(1+(7/(3-((6+(0/3))-6))))	173603/+6--/+
((2+((2-(7-(8-6)))-(7-0)))-1)	22786---70--+1-
((3+6)-(((4*7)+(2+3))*(8/1)))	36+47*23++81/*-
(((3/0)/(1*((5+4)-9)))*(7+1))	30/154+9-*/71+*
((4+(5/8))-(4*(4/(8-6))))	458/+4486-/*-
((5+(5*7))-(3*(3+(9/(8*3)))))	557*+33983*/+*-
((8*(3*(3-0)))-(0/(0*1)))	8330-**001*/-
(5/((9+5)-(5*((3+9)+(8-5)))))	595+539+85-+*-/
((3+(5-1))*(0+(2-(9*(7+2)))))	351-+02972+*-+*
(((7+5)-(0*9))/(7-(5+5)))	75+09*-755+-/
(((9*(6/2))*(5*(7+8)))*(3-1))	962/*578+**31-*
((2-(2*(2*0)))+(1*(4-5)))	2220**-145-*+
(7*(3+((2+(5-(0-5)))-(1*9))))	732505--+19*-+*
((9-(2/(3/(2/(2-2)))))-(3/0))	923222-///-30/-
((9*((3/8)+(6+4)))*(2*(6*7)))	938/64++*267***
(((8/(0/(1/6)))*(7*(7+7)))*8)	8016///777+**8*
(((5-(0+3))*6)+(0*(3-6)))	503+-6*036-*+
(0+(1*((3+0)-(1/(1+7)))))	0130+117+/-*+
(((3*(2-(4/6)))-(2+2))*(8/5))	3246/-*22+-85/*
((0*(9-0))-((7*(2*5))*(9*4)))	090-*725**94**-
((2+(9+8))+(2-(8+(6/(1-3)))))	298++28613-/+-+
((4-0)/((9/(9-(2/7)))+2))	40-9927/-/2+/
((3/9)+(5+((6*(6*3))/(3/0))))	39/5663**30//++
((0+(6*(8+(0/(7/(1+1))))))*5)	0680711+//+*+5*
((7-((8/(7-4))/(5*6)))/1)	7874-/56*/-1/
(((0-(5+8))+(2+(5/3)))-(6-3))	058+-253/++63--
(((7+(6/8))-(9*(3-(8*1))))+1)	768/+9381*-*-1+
(((3/5)+(3+8))-(1/(9-(5/3))))	35/38++1953/-/-
((5-(3/5))*(1+(8*(9/(5*7)))))	535/-18957*/*+*
((9-(1/0))/(3*(3-(0/(0-4)))))	910/-33004-/-*/
(((7+8)+(3/8))+(2-(2*1)))	78+38/+221*-+
(0+((9/8)-(2+(9*(9*6)))))	098/2996**+-+
((4+(3-1))+((3/2)/(0*1)))	431-+32/01*/+
((5*(4/(7*1)))+(0/(9+(4*3))))	5471*/*0943*+/+
(((0-7)/(((0+1)*0)+(6+0)))*6)	07-01+0*60++/6*
((6*(4*(5*(7/0))))/(7/3))	64570/***73//
((3+(4*(5/(0/9))))*(1+(0*5)))	34509//*+105*+*
((5/(2*(1-1)))+(2*(9/(6/7))))	5211-*/2967//*+
((4*(2-1))+(0/(5*(4*0))))	421-*0540**/+
(((6/(8/(2/4)))/(9*(8*1)))/3)	6824///981**/3/
(((8*(9*(4-(5-6))))+8)*(0+4))	89456--**8+04+*
((5+(9+(5/(5-5))))/(8/7))	59555-/++87//
(4/((((0-5)+2)*(2+8))*(5*8)))	405-2+28+*58**/
(6+(3/(2-((7*9)-(1-(1+5))))))	63279*115+---/+
(8*((((3*2)+(2-2))+(4/6))/6))	832*22-+46/+6/*
(((9-(0*(4*2)))*(2+7))-9)	9042**-27+*9-
((0+(4+(8*(1*4))))*(6+(1-5)))	04814**++615-+*
((3/(7+(8*1)))/((0*8)+(8/6)))	3781*+/08*86/+/
(((7-0)*2)/(7/(6/(7*6))))	70-2*7676*///
(((9+6)-(9*1))-(8/(4*2)))	96+91*-842*/-
(((3-9)*(9/(0*5)))+(7*(1/1)))	39-905*/*711/*+
((8-(8*1))+(7*((0/2)/7)))	881*-702/7/*+
((1/0)*(4+((9-9)+(1/2))))	10/499-12/++*
((8+(7+9))/(9-(6*(7+2))))	879++9672+*-/
(3-((4-(5*(9/3)))+(6*1)))	34593/*-61*+-
((6/5)/(6*(5-(1*(5-0)))))	65/65150-*-*/
(((8-(9/(1-(0*3))))+(7*0))/0)	89103*-/-70*+0/
((5*(3-(5+6)))-(1/(5*(1/0))))	5356+-*1510/*/-
(((6/7)-(2-1))-(5+(0*8)))	67/21--508*+-
((7/(4+(2+(8*(4+0)))))*5)	742840+*++/5*
((4-((6+9)*(7/(4*7))))/(5+5))	469+747*/*-55+/
(6/((5/(4*(6-8)))/(4-0)))	65468-*/40-//
((2/2)+(9/(1-(((4*1)-1)*1))))	22/9141*1-1*-/+
(4-((3/(9+1))+(5/(4-2))))	4391+/542-/+-
((3/(4+4))*(3+(6*(3-8))))	344+/3638-*+*
((7-(2+3))+(3/((2*5)-9)))	723+-325*9-/+
((7-(6*(6-7)))-((8*1)*0))	7667-*-81*0*-
(((8/(3-7))-(8-0))-(7*9))	837-/80--79*-
(((8/3)*(1+1))-(3+(8*2)))	83/11+*382*+-
(((6/3)/(1-4))/((0*9)*(0-3)))	63/14-/09*03-*/
(((9/(3-5))/0)*(3/(9*9)))	935-/0/399*/*
(4-(((6/(7*6))+(1+8))*(1*8)))	4676*/18++18**-
(2*((0/(4*5))/(8/(9*(6-5)))))	2045*/8965-*//*
(((8-6)+(7-4))/(1-(4*(8-7))))	86-74-+1487-*-/
((0+((1/6)-(7/(3*6))))-(4/8))	016/736*/-+48/-
((2*(1*(1-(2*(8-6)))))/(8*3))	211286-*-**83*/
(8*(4-(9*((3+(7/1))/5))))	849371/+5/*-*
((((9*7)*(1-9))+2)*(3/(5+1)))	97*19-*2+351+/*
(((5-3)-(8/9))-(6+(8-5)))	53-89/-685-+-
((5*(9+7))/(3/(4+(5-8))))	597+*3458-+//
((3*((5/(9+6))*4))+(3-2))	3596+/4**32-+
(((9/(2/6))/5)-(5*(6/5)))	926//5/565/*-
((6-(6-7))/((5/(4/0))+(3-4)))	667--540//34-+/
(((0-0)-((7/9)-(9+(3*9))))+1)	00-79/939*+--1+
((6+(7*(5+(7*5))))*(4+4))	67575*+*+44+*
((6-(7*(7/0)))*((9+3)*7))	6770/*-93+7**
((2*((2*(2/3))/9))-(0+7))	2223/*9/*07+-
((7-(3+4))*((2/5)-(8-9)))	734+-25/89--*
(((5*(3/(4+9)))-(9+5))/(3*1))	5349+/*95+-31*/
(2-((2*(8-9))/(5/(0-(5*7)))))	2289-*5057*-//-
(7-((3+8)*(1/(6*(8*1)))))	738+1681**/*-
(((6/(9/1))/(5/8))+(1-(4/9)))	691//58//149/-+
(((4/(8*(1/2)))*5)*(9*7))	4812/*/5*97**
(((7/8)+5)-((2*(6/7))-(0/7)))	78/5+267/*07/--
(((6+5)*(1-((5*5)/3)))*0)	65+155*3/-*0*
(((7-(6-1))+9)+(7+(4+(0+1))))	761--9+7401++++
(((2+(4-9))/3)-((4*9)+9))	249-+3/49*9+-
(((6-9)/(7/(7*7)))+(8+(4+4)))	69-777*//844+++
((6/8)-((7*(5*(0-9)))+4))	68/7509-**4+-
((0-(3+3))+((0*8)+(8/1)))	033+-08*81/++
(((7*(4/8))+(1/2))+(0+(7/9)))	748/*12/+079/++
((8/(4-0))+(3-(1-(7+(2+0)))))	840-/31720++--+
((2*((1/3)*(6/6)))/(7-(6-5)))	213/66/**765--/
((8*5)+((4-((3/(1/7))-1))+4))	85*4317//1--4++
((2*9)+((6*(6/(6*2)))-1))	29*6662*/*1-+
((8-(2+8))+(3+(2*(5*(9*9)))))	828+-32599***++
(6/(((5-6)*6)-(4+(9-4))))	656-6*494-+-/
(((9/(9/4))/4)/((7*7)+(9+4)))	994//4/77*94++/
(((((6-3)-7)*(1/0))*(8*1))+2)	63-7-10/*81**2+
(((3+1)-(3-6))+((2-0)+0))	31+36--20-0++
((((9*4)/(8-0))+(4/7))+1)	94*80-/47/+1+
(((7*(2/(7-8)))-(6/(7-2)))+8)	7278-/*672-/-8+
(((0-2)/(8/1))*((2-3)/3))	02-81//23-3/*
(((2-(1/8))*(8-2))*(5/(9/6)))	218/-82-*596//*
(7+((9-(6+4))+(2*(6-(3/9)))))	7964+-2639/-*++
(1*((3+(2/(8-9)))*(2-(4-9))))	13289-/+249--**
((6-5)/(4*(3/(3+(9-3)))))	65-43393-+/*/
(((2+6)*(8-3))+(9-(4-(9*2))))	26+83-*9492*--+
((2/(6-(6-4)))/(5*(5+1)))	2664--/551+*/
(4*((5/4)*(8-(8*(2*0)))))	454/8820**-**
(((1-7)+(8+8))+(6+(1-1)))	17-88++611-++
(((4/0)*(0+2))+(2*(5-(3-3))))	40/02+*2533--*+
(((2*8)/5)/(0/(8+(2-5))))	28*5/0825-+//
(((5+(5/1))-(5*2))/(1+3))	551/+52*-13+/
(((7/5)*(5*(2-(1+0))))-6)	75/5210+-**6-
(4*((9-(7-9))*(8/(7/9))))	4979--879//**
((6+((3/0)/(4/7)))*(0*2))	630/47//+02**
((9-(7+6))/(0-(2-(0/(9-2)))))	976+-02092-/--/
(5+(((3*6)/(9*9))+(2*(0-0))))	536*99*/200-*++
((((7*0)*(1*(7/1)))*7)/(6+7))	70*171/**7*67+/
(((3/5)-2)*(0/(4/(0*6))))	35/2-0406*//*
((1-(((0*9)/7)*3))*(9/9))	109*7/3*-99/*
(((5+(7-6))/(9-(9/3)))-(0*2))	576-+993/-/02*-
((7+((0-3)*2))/(5+(8*(0/4))))	703-2*+5804/*+/
(((0*(5-6))*(3+5))*(5+2))	056-*35+*52+*
(8/((7*4)-(3-(7-(4+(5-1))))))	874*37451-+---/
((6-(3/2))*((8-9)+(6+8)))	632/-89-68++*
(((6*8)*7)/(9-(7*(4+2))))	68*7*9742+*-/
(((4+4)-(6*(9-0)))-(1*6))	44+690-*-16*-
((1-3)-(2+((0-6)+(8*4))))	13-206-84*++-
((1*6)+(3/((4-7)+(7/(8-9)))))	16*347-789-/+/+
((1/(1-(5+0)))*(9/(6/9)))	1150+-/969//*
((6-(4-1))+(4/(2-(9*4))))	641--4294*-/+
(8+((6-(9/(8-(8*3))))-(4/4)))	869883*-/-44/-+
(((3-5)/(4*(6+3)))-(4+2))	35-463+*/42+-
((((7*(0*0))-(8+8))+(5+3))-0)	700**88+-53++0-
((((4*1)*7)+(5-(6+1)))+(4*6))	41*7*561+-+46*+
(((3*(3/(6+7)))-(4-(2/0)))/3)	3367+/*420/--3/
(((1/(1/5))/(9-(6-9)))/(3/7))	115//969--/37//
(((4/3)-3)+(4*((4/5)*(6/4))))	43/3-445/64/**+
((4-7)*((6-5)/(2/((4*5)+8))))	47-65-245*8+//*
((8+(2*1))+(2+(6/(1-(3+0)))))	821*+26130+-/++
((8*(4-(7*2)))+(9*(3-6)))	8472*-*936-*+
((8/(5-(6/(3/8))))+(0*5))	85638//-/05*+
(((6*3)+(4/1))*((2-3)/(8*7)))	63*41/+23-87*/*
((0-(6+(9/(3+3))))/(9-2))	06933+/+-92-/
((((4/6)*1)-(0+4))-(9-(3-4)))	46/1*04+-934---
((5-(2+(4+3)))*(5/(8+0)))	5243++-580+/*
((5/(1/3))+((4+1)-(9+0)))	513//41+90+-+
((1-((6-4)+(4+6)))*(2-(6/1)))	164-46++-261/-*
((5*(9*(4*(5*(5+2)))))-8)	594552+****8-
((6-(0-(8-1)))-(4-(2/(6+9))))	6081---4269+/--
(1-((1*(5-(7+4)))-(6/(7/8))))	11574+-*678//--
(((9+(3*5))*(7*(0+3)))-(2*2))	935*+703+**22*-
((((3*(0*4))*7)-(3/(6*0)))+8)	304**7*360*/-8+
((7*(5-(5+1)))/(2/(3*8)))	7551+-*238*//
(((9+2)+(6*(0+0)))/(2/7))	92+600+*+27//
((0/(6+(4*1)))+((8/3)+(7/5)))	0641*+/83/75/++
((((3*5)-(5/7))+(1*0))*5)	35*57/-10*+5*
((((9*(3*(4+0)))*2)-0)*(0+6))	9340+**2*0-06+*
(((3/1)/3)+(0*((4/5)-4)))	31/3/045/4-*+
((2/(3/(6-(2-(4-5)))))*1)	236245---//1*
(((8-7)*(2*9))-(7/(9/(2+8))))	87-29**7928+//-
(5-((8*9)-(7/((6/9)*3))))	589*769/3*/--
((7*0)+(5+((0*(9-(8/9)))-9)))	70*50989/-*9-++
(2-((2+7)/(5*(6+(8+8)))))	227+5688++*/-
((1-0)/((4+(3/9))/(9+1)))	10-439/+91+//
((((4-6)/2)*(6/1))-(4*(7*0)))	46-2/61/*470**-
(1-(((2+(9+(2-1)))/2)-6))	12921-++2/6--
((2+4)/((5-(1/5))/(7-0)))	24+515/-70-//
(((2+7)-(9+(1+(6-8))))-(3+6))	27+9168-++-36+-
(((7+(4+(0+7)))-4)-(4-5))	7407+++4-45--
(2+(4+(1/(2*(3+(1*(9-3)))))))	24123193-*+*/++
((0/(5-(4/1)))-(0+(3-(9/4))))	0541/-/0394/-+-
((2+(9/(8+(5*5))))+(6/3))	29855*+/+63/+
(((7-8)-(2-(9-4)))*(7+(1+7)))	78-294---717++*
((((0-3)*8)/(5-(6+(4+9))))*1)	03-8*5649++-/1*
(((7/0)-(8-9))+(4*(6-(2*9))))	70/89--4629*-*+
(5*((0+(1*8))-(8/(0+7))))	5018*+807+/-*
((3/0)+(3/(8-(3+(6/4)))))	30/38364/+-/+
((4+5)*(2-((5*0)*(9+(1+2)))))	45+250*912++*-*
(((8/1)-(1/(3-6)))+(6-(9+0)))	81/136-/-690+-+
(((8/(0/5))*(8-(7*1)))+(0+8))	805//871*-*08++
((4*9)*(0-(2*(0+(9-4)))))	49*02094-+*-*
((7*(1+4))-(8-(5*(7/(5/8)))))	714+*85758//*--
((((4/(1/7))-3)-7)-(3-(7/5)))	417//3-7-375/--
(((4-(4*2))*(3*8))-(6/6))	442*-38**66/-
((5-((0-0)*(9/(2-5))))*7)	500-925-/*-7*
((1-(3-(7*(9*(1-2)))))-(3/7))	137912-**--37/-
((1+(9+9))-(4*(7/(3+(2+5)))))	199++47325++/*-
(((7+5)-(2/(7/(9-2))))+(0*2))	75+2792-//-02*+
((((6*(2/4))*(2+8))-4)/(9+3))	624/*28+*4-93+/
((7/(8-7))+(0*(0+(0/0))))	787-/0000/+*+
((7-(9/2))/(5*((4-2)-3)))	792/-542-3-*/
(((2/6)-8)*((6/4)+(9*(4+0))))	26/8-64/940+*+*
((1-4)*(8-(8-(7*(7/7)))))	14-88777/*--*
(((9+2)/(1/3))-(8/((7*5)/4)))	92+13//875*4//-
((((1-9)/7)*(3-2))-(5/(6+4)))	19-7/32-*564+/-
((6+0)*(8/(5/(8/(8-6)))))	60+85886-///*
((2-2)/((1*3)-((7-5)/5)))	22-13*75-5/-/
(2*(3+((5*(9/7))-(6-(6/3)))))	23597/*663/--+*
((4/(1+(9/8)))*(4-(3+(3/8))))	4198/+/4338/+-*
((9+((2*(7+4))+2))+(4-4))	9274+*2++44-+
(0+((3+(8/(1*6)))*(2-5)))	03816*/+25-*+
((((9*(6*(9*2)))+0)+(8*9))/1)	9692***0+89*+1/
(3+((0/(0+(8/8)))+(2-(1/5))))	30088/+/215/-++
((9-(1-4))+(2+(9*(2*(9+9)))))	914--29299+**++
(((2*7)/(4*(6*(3-6))))-(3+7))	27*4636-**/37+-
(8*(5/(7*(9+(0*(2+4))))))	8579024+*+*/*
((((3+5)/1)-(5+(3+4)))*(4/8))	35+1/534++-48/*
((6-(7+(5/(4-9))))/(9+1))	67549-/+-91+/
((1-(3/(6+7)))+(9*((7-0)+1)))	1367+/-970-1+*+
(((7/(6+2))/((8+(8-4))/6))-5)	762+/884-+6//5-
(((6+9)/(2-(7+1)))*(5-(4+1)))	69+271+-/541+-*
(1*((2/(3*2))/(9+(1/1))))	1232*/911/+/*
((9*((1+6)-(0-9)))+((4*5)+5))	916+09--*45*5++
(((5/(9*5))*(1+(8/3)))*(6*5))	595*/183/+*65**
(((6-3)/7)*(7-(3/(1-(8+2)))))	63-7/73182+-/-*
(((5/5)+(4/(9/9)))-(0*(3/3)))	55/499//+033/*-
((8+(2/4))-(7-(2/(5+3))))	824/+7253+/--
((6-((2*(4+6))/(1+6)))*(0-3))	6246+*16+/-03-*
((7/1)/(0-(7+(6-(7/3)))))	71/07673/-+-/
((8-(9*6))/(1/(6-(2-(3*0)))))	896*-16230*--//
((((0+8)-(6/6))-(9+3))+(1/4))	08+66/-93+-14/+
((2/(6*(7/(9-(8*2)))))*(8/8))	267982*-/*/88/*
((7-(7+(1/4)))-(5*(6+(3-7))))	7714/+-5637-+*-
(((9/((3-0)/3))+(9-(1*3)))*5)	930-3//913*-+5*
(0/((6-(2/0))*(4+(8-5))))	0620/-485-+*/
((7-(6+(2-2)))-(6*(3+(5/9))))	7622-+-6359/+*-
((((2*8)/(0+7))*(1+(5+1)))*1)	28*07+/151++*1*
(((8-7)+(6+1))-(8*(0+7)))	87-61++807+*-
(((1/(4/4))-3)+(8+(4*7)))	144//3-847*++
(((0*1)-(8/(0+0)))*(2+(7*7)))	01*800+/-277*+*
(7/(0*((7+(0*1))-(4/(8*8)))))	70701*+488*/-*/
(((9/(9/3))-(0*0))+(4+(0*6)))	993//00*-406*++
(8/((0-5)+(2+(5-(1/5)))))	805-2515/-++/
(5/((7-1)*(0/(4/(1-(4+8))))))	571-04148+-//*/
((5*(3+(6-4)))/(2+(3*1)))	5364-+*231*+/
((0+(0-(6-(9-8))))-(0+(3-7)))	00698---+037-+-
((8-3)+(2+(1/(4*(6-(4/6))))))	83-214646/-*/++
((8*0)*(7-(1/(5+(5-(5-0))))))	80*715550--+/-*
(((3+5)+(6*1))/(4+(2/(0-3))))	35+61*+4203-/+/
((8-(6-9))/(5-((0/3)-6)))	869--503/6--/
((((1+1)+(0/2))*(1/8))+(3-5))	11+02/+18/*35-+
((8*(9*7))-((1+(9+8))*4))	897**198++4*-
((0/(4+(7+8)))/(0-(2*4)))	0478++/024*-/
(0/((5/3)-(5-(5-(0+2)))))	053/5502+---/
(5*(7-(7+(3-(4*(9-5))))))	5773495-*-+-*
(((3-0)-(7/2))-(1/(8*(6/8))))	30-72/-1868/*/-
((0+5)+(2*(7+((7/7)*4))))	05+2777/4*+*+
(((1-(3/3))-(6-0))*(1*(4/0)))	133/-60--140/**
((6-((9/(4+1))-(2-1)))-(1-4))	6941+/21---14--
((((2-7)*9)/(8*(3-6)))/(4+7))	27-9*836-*/47+/
((9-(4-0))/(1/(8*(2+(4+2)))))	940--18242++*//
((3/5)/((0*((3*1)-5))/1))	35/031*5-*1//
((5*(6+(9+2)))+(8/(1-9)))	5692++*819-/+
(((6+(0/3))+(9/(2*0)))+(7-9))	603/+920*/+79-+
((((4/5)-7)+(9/2))-(3-9))	45/7-92/+39--
(6/((3+7)/((9/(2*3))/9)))	637+923*/9///
((((2-2)+(6-5))/(4+4))+(9+5))	22-65-+44+/95++
((((1/6)-(7/0))-8)*(8/(0+7)))	16/70/-8-807+/*
(4-(((1+0)/(0-8))*(7*0)))	410+08-/70**-
(((7*(0-8))/1)+(3/(7-3)))	708-*1/373-/+
(((8*(3+3))/(9-8))/(4*(7+2)))	833+*98-/472+*/
(((5+3)*2)+(3+(5+(2-1))))	53+2*3521-+++
((((9-(1*2))*5)/(0/2))*(0+1))	912*-5*02//01+*
(((5/(1-9))+((1/1)*5))-(6*2))	519-/11/5*+62*-
