(((6+4)+6)/(2*2))	64+6+22*/
((6/(9-0))+(1/2))	690-/12/+
((2*(5*(3-9)))/4)	2539-**4/
(1+(4*(7*(0*7))))	14707***+
(((0*0)/4)*(4/5))	00*4/45/*
(2*((4+6)/(2-5)))	246+25-/*
((6-3)+(6-(0/9)))	63-609/-+
(((0*6)*0)+(6*3))	06*0*63*+
(((7-3)+(6-2))+2)	73-62-+2+
(8/((1+3)*(6+7)))	813+67+*/
((((9/9)+9)*4)-5)	99/9+4*5-
((0+(5-1))*(4-5))	051-+45-*
(6/(7+(8-(1/7))))	67817/-+/
((8+3)-(2/(0-7)))	83+207-/-
(5*((3-1)/(0/5)))	531-05//*
((8-9)/(3*(3/2)))	89-332/*/
((1/7)*(4/(8/7)))	17/487//*
((5+(6*(3*3)))/5)	5633**+5/
(((0*(6-3))-2)*1)	063-*2-1*
(((0/(8+3))+2)-1)	083+/2+1-
(2+((6/3)+(0+0)))	263/00+++
((((5*1)+0)+4)/0)	51*0+4+0/
(9+(7/(3-(8*8))))	97388*-/+
(((2-0)+7)*(5-5))	20-7+55-*
((7/(6/2))/(9+3))	762//93+/
((7-8)*(3*(9-9)))	78-399-**
(5*(1+(7*(2/3))))	51723/*+*
((8*(1-9))+(0+8))	819-*08++
((((5+8)*6)+2)+2)	58+6*2+2+
(5*(5*(8/(4-2))))	55842-/**
(((4/7)/(4/7))+5)	47/47//5+
((1-0)-(5-(5*4)))	10-554*--
(((6/5)+5)/(2*8))	65/5+28*/
((6/(0*7))-(1/7))	607*/17/-
((9+9)+(2+(8-9)))	99+289-++
((1*9)+(1/(4-7)))	19*147-/+
((8-(6+0))*(7-0))	860+-70-*
(0/(9*(0-(1*4))))	09014*-*/
(((7-3)*(8+0))*7)	73-80+*7*
((9-(4*9))+(3+3))	949*-33++
((1+0)-(1*(8+6)))	10+186+*-
(3+(8/(3/(9/6))))	38396///+
(0+(9+((9/1)*8)))	0991/8*++
(((6+2)*(4-8))-3)	62+48-*3-
(2*(4/(8*(5+3))))	24853+*/*
(((5*(4+9))/7)/6)	549+*7/6/
(((7-7)*(1+2))-3)	77-12+*3-
((9+8)+(6*(2-8)))	98+628-*+
(5/(0+(4/(4*4))))	50444*/+/
((3/(6/(9/1)))/9)	3691///9/
((3+9)-(4*(8/3)))	39+483/*-
((2-3)*(0/(7/8)))	23-078//*
(((0/2)-(1*5))+0)	02/15*-0+
((9*((1+8)-0))*0)	918+0-*0*
((7/6)/(2+(5-5)))	76/255-+/
((6*((6*7)+7))/7)	667*7+*7/
(5-(7-(2*(0/1))))	57201/*--
((7*(4*1))/(7+5))	741**75+/
((1*7)+(6/(1+8)))	17*618+/+
(0*(0-(0/(9-1))))	00091-/-*
((1/(3+2))*(4+9))	132+/49+*
((6-(4-7))/(7-5))	647--75-/
((0+(9/0))/(8-2))	090/+82-/
(6/((5*9)*(6*0)))	659*60**/
((6/(5-(8+4)))*2)	6584+-/2*
((7/(1/2))/(0-7))	712//07-/
((4+9)-(6/(0*9)))	49+609*/-
((2+((5/1)/6))/4)	251/6/+4/
(6*(7*(7/(9*4))))	67794*/**
((6*0)+(0-(6-9)))	60*069--+
(8+((2-1)-(2/3)))	821-23/-+
((9+(1-(5/2)))+7)	9152/-+7+
(2-(2-(4/(7*4))))	22474*/--
((6*8)+(9+(6*3)))	68*963*++
((7*4)-((3-0)+7))	74*30-7+-
(6-(9*(4/(5/2))))	69452//*-
(0+((9-5)*(2*7)))	095-27**+
(((7*7)-1)*(2*6))	77*1-26**
(((4+6)+(0*2))-3)	46+02*+3-
(8-(7-(1*(3-9))))	87139-*--
((4+4)/(2/(8-4)))	44+284-//
((5*(0+6))+(8-1))	506+*81-+
(5-(1/(6+(5*3))))	51653*+/-
((3*1)*((3+0)+4))	31*30+4+*
((3*(5/(3*1)))/3)	3531*/*3/
((6*(3+2))/(6-9))	632+*69-/
(((4+(4*7))/7)+9)	447*+7/9+
((6+(4-0))-(0+0))	640-+00+-
(0-(1/(2*(8*1))))	01281**/-
(3-(0/(2*(7*3))))	30273**/-
((9-(0/1))-(8+1))	901/-81+-
(4/((1*9)-(8/9)))	419*89/-/
(3/((1+(3+1))*5))	3131++5*/
(9*(6+(7-(6*8))))	96768*-+*
(3*(5*(9*(3*6))))	35936****
((5-(2-6))+(8*5))	526--85*+
(5/(4-(8*(7/7))))	54877/*-/
((8/4)/(0+(4*8)))	84/048*+/
((3-5)*(3*(4+8)))	35-348+**
((6+9)+(0+(8+5)))	69+085+++
(0*((3/3)-(3-1)))	033/31--*
(((5*3)-9)+(7*3))	53*9-73*+
((6/8)/(4-(2*9)))	68/429*-/
(9/((0-6)+(6-0)))	906-60-+/
(7-(7*(6-(8*1))))	77681*-*-
((8+(7-9))-(4+1))	879-+41+-
(0-((3*1)*(6-2)))	031*62-*-
(((3-8)-1)*(4-7))	38-1-47-*
(3-(1*(8-(8*0))))	31880*-*-
((4*5)+(6*(8/6)))	45*686/*+
((6*3)/(9-(2*5)))	63*925*-/
((5-9)+(7*(4*6)))	59-746**+
(6-((7/2)+(0-3)))	672/03-+-
((2*2)/((5/2)+6))	22*52/6+/
((2*(4*(8-7)))+3)	2487-**3+
(((1/1)-9)*(6*4))	11/9-64**
((0/(9-(6*8)))*4)	0968*-/4*
((((3+0)*2)+5)+0)	30+2*5+0+
(3*((6*4)/(2-3)))	364*23-/*
((5-7)+((7*5)+5))	57-75*5++
(6-(7*(1-(3/3))))	67133/-*-
((1/(0/5))/(8/3))	105//83//
((5+3)-(4*(0*2)))	53+402**-
((4/0)/(5/(1+6)))	40/516+//
((0/7)-(0-(0*3)))	07/003*--
((2/7)/(7*(9/6)))	27/796/*/
((9*(2*2))-(4/7))	922**47/-
((((8/5)-0)*7)-4)	85/0-7*4-
((8/(3-6))-(7*7))	836-/77*-
((2-(1-7))*(9-2))	217--92-*
(2+(4-((9/6)/0)))	2496/0/-+
((2-(6-(1-2)))*1)	2612---1*
((3-9)*(1+(0+8)))	39-108++*
(3*(9*(6/(3*3))))	39633*/**
(8-(8*(2+(7/9))))	88279/+*-
((7/(2-(3+0)))-4)	7230+-/4-
(2/((2-(3/6))/3))	2236/-3//
((8-(7-9))/(8-6))	879--86-/
(9+((5/1)*(4-6)))	951/46-*+
((8-0)+(1+(0+3)))	80-103+++
((3-9)+(5+(3+8)))	39-538+++
((6/(2/5))*(8-8))	625//88-*
(((2+4)/9)/(1+6))	24+9/16+/
((2+(8-8))*(0+5))	288-+05+*
((0-5)*(5/(9+1)))	05-591+/*
(7-((3+3)-(7/2)))	733+72/--
((9/2)*(3-(6*0)))	92/360*-*
((5+(9*9))*(8/1))	599*+81/*
((0*8)/((7*5)+3))	08*75*3+/
((((1/9)-7)/7)/9)	19/7-7/9/
((6/(5*6))+(5-6))	656*/56-+
((5/(3-4))+(9*7))	534-/97*+
((0-(7/(7/3)))*0)	0773//-0*
((0/(2+0))+(6-2))	020+/62-+
(((2+6)/7)*(5+1))	26+7/51+*
(0-((4*4)+(8+1)))	044*81++-
(4*(2-(4/(7*7))))	42477*/-*
((6+5)-(7/(3/9)))	65+739//-
((5*((0+1)+1))-7)	501+1+*7-
(3-(((3/3)/7)-7))	333/7/7--
((1+(2+5))+(5+8))	125++58++
(3+(((4*1)-6)-7))	341*6-7-+
((8*(4-(5+0)))/0)	8450+-*0/
((2/1)+(6*(4*7)))	21/647**+
((9*1)/((0/7)*8))	91*07/8*/
((4/1)/(4*(9-2)))	41/492-*/
((7/7)+(4-(9+9)))	77/499+-+
((8+2)+(7/(3*1)))	82+731*/+
((7+5)/(9-(7*3)))	75+973*-/
(1-((0+0)+(3-6)))	100+36-+-
(((7-6)/7)-(2*4))	76-7/24*-
(((9*2)*(2*7))/4)	92*27**4/
(((6/5)*(4*6))*9)	65/46**9*
(8-((5*6)*(4*6)))	856*46**-
((2/7)-(8+(4-9)))	27/849-+-
((6/1)+(3*(9+5)))	61/395+*+
((6+(4/8))/(6+1))	648/+61+/
((7*9)/(5+(4-0)))	79*540-+/
(9/((6/1)+(8/0)))	961/80/+/
(((9*1)-8)+(4/9))	91*8-49/+
((2-(0*9))/(8-7))	209*-87-/
((1+0)+(7+(3+5)))	10+735+++
(((2+0)*3)-(4*1))	20+3*41*-
(5-((5+5)/(0*6)))	555+06*/-
(4-(9-(6*(2-3))))	49623-*--
(((4/5)*2)*(3-9))	45/2*39-*
((7/1)/(3+(7/7)))	71/377/+/
((6-((8*3)-4))*3)	683*4--3*
(0+((8/0)/(8-2)))	080/82-/+
((7+(1*0))+(6*6))	710*+66*+
(0+(2*(7/(2+2))))	02722+/*+
((2/9)+(3+(9*0)))	29/390*++
(((5-8)-(8-4))-7)	58-84--7-
(5/(4*(4*(9*2))))	54492***/
(6/((7/9)+(9+2)))	679/92++/
(((3+8)/3)+(0*5))	38+3/05*+
((4*(3-9))+(1-9))	439-*19-+
((4*7)-(6-(2-6)))	47*626---
(5+(7+(9*(8*6))))	57986**++
((9/4)*(3-(4*4)))	94/344*-*
(1+(6/(0*(1*4))))	16014**/+
((3-(8-7))*(8*0))	387--80**
(((4*1)-(4+7))*8)	41*47+-8*
((3*7)*(1-(7*2)))	37*172*-*
((6*7)*(3+(8-1)))	67*381-+*
((6+5)/(7*(0-5)))	65+705-*/
(0+((4/(6+8))-9))	0468+/9-+
((8+8)+(0*(2/5)))	88+025/*+
(((0+6)-(3+9))/4)	06+39+-4/
(((3+4)*2)+(6/9))	34+2*69/+
((9/2)-((2/6)+4))	92/26/4+-
(4*((3-9)/(7*8)))	439-78*/*
(((8/5)*4)+(0/1))	85/4*01/+
(0*(4/(1+(5/0))))	04150/+/*
((7/5)/(1/(6/1)))	75/161///
((3/7)*(6+(2+5)))	37/625++*
(5/(7/(2-(8/9))))	57289/-//
(((5/1)*7)-(6/1))	51/7*61/-
(((6*0)+9)-(2-2))	60*9+22--
((1-3)+(9-(9*2)))	13-992*-+
((1+(4/9))-(5/3))	149/+53/-
((6-(7-6))+(6/7))	676--67/+
((7+3)/(1/(0-5)))	73+105-//
((5/8)-(8+(1*2)))	58/812*+-
((1/5)/(9+(5-8)))	15/958-+/
(((8-4)-7)-(2/2))	84-7-22/-
(((3-0)*6)/(5-0))	30-6*50-/
(3-(6*(7+(0*5))))	36705*+*-
((3/0)-(7*(9*5)))	30/795**-
(((7*(5*4))+6)*5)	754**6+5*
(1/(9+(8-(1*4))))	19814*-+/
(((2+(7/0))-9)+5)	270/+9-5+
(4+(8/(6+(7*2))))	48672*+/+
((1/0)-(8/(2+7)))	10/827+/-
(9-((1+(7+1))-2))	9171++2--
((3-0)*(7*(3+2)))	30-732+**
((4-7)*(9-(3*9)))	47-939*-*
(0/((3+7)*(9-6)))	037+96-*/
(0*((4+1)+(2*2)))	041+22*+*
((7/5)-(1/(7/9)))	75/179//-
(((0-5)/1)*(7*9))	05-1/79**
((4*(0+0))*(1+2))	400+*12+*
(1-(4-(3/(9/2))))	14392//--
(5/(3/((3+9)+3)))	5339+3+//
((0/(7/6))+(8*6))	076//86*+
(((9*1)-4)+(9*7))	91*4-97*+
(9/((9/(4-1))+4))	9941-/4+/
(3-((0*0)/(0+8)))	300*08+/-
((4*(2-2))+(3/9))	422-*39/+
((0*2)*(7-(2-4)))	02*724--*
(7+(1+(2-(9/3))))	71293/-++
(0-((2/(5+7))-5))	0257+/5--
((9-8)*(9-(9+2)))	98-992+-*
((1/0)*(4-(1*3)))	10/413*-*
((5*(2+8))+(1*3))	528+*13*+
((4-8)+(4*(9-7)))	48-497-*+
((5/8)/(6-(5-5)))	58/655--/
((3/(6*2))+(1-1))	362*/11-+
((3*8)/(3*(7/8)))	38*378/*/
((3/(8-(6/1)))-1)	3861/-/1-
(1-(4*(7*(1*4))))	14714***-
(((7-1)+(9+1))-0)	71-91++0-
((((4*2)-4)/8)-7)	42*4-8/7-
((0/(3+(3+0)))/1)	0330++/1/
(7+((6*5)*(7+8)))	765*78+*+
(9/((2-9)*(8/2)))	929-82/*/
((7*(8-8))*(7*3))	788-*73**
((4-(7/9))+(8+6))	479/-86++
(6+((3-4)/(5/6)))	634-56//+
(4-((6+7)-(9/6)))	467+96/--
((0/2)-(1-(8+5)))	02/185+--
((3+8)+((4*3)-8))	38+43*8-+
((4*((3+8)/2))*0)	438+2/*0*
((1+(1-6))*(0+4))	116-+04+*
(((4/1)-2)*(7/3))	41/2-73/*
((4/7)+(7+(9+6)))	47/796+++
(6-((9/8)/(7+9)))	698/79+/-
((4*(1-7))/(3*2))	417-*32*/
((1-3)/(7-(4*1)))	13-741*-/
((9*4)+(5+(6/5)))	94*565/++
((0-4)-(1+(8/7)))	04-187/+-
((7*(6-4))-(9*9))	764-*99*-
(((5+3)*(5-6))*7)	53+56-*7*
((((2/3)*8)+1)/5)	23/8*1+5/
((1/9)/(9-(0*5)))	19/905*-/
(3-((8+5)+(7/2)))	385+72/+-
((0*(0*4))/(8-7))	004**87-/
((5-(5*8))*(2*1))	558*-21**
(((8+2)*1)/(2/8))	82+1*28//
(7/(6*(6+(8+1))))	76681++*/
(1*(3/(8+(2/1))))	13821/+/*
((5+1)/(8/(0-9)))	51+809-//
((3-(6+9))/(0+9))	369+-09+/
(((1+9)+(6-7))*0)	19+67-+0*
((2-8)/(0/(2/6)))	28-026///
(((6-6)-(0*1))*5)	66-01*-5*
((0+4)/(9-(9*7)))	04+997*-/
((7/(4*3))+(6/8))	743*/68/+
(1/(5-(8*(9/1))))	15891/*-/
((5-7)/(7-(4*9)))	57-749*-/
((9+8)+(7/(6+7)))	98+767+/+
((7*(3/8))-(0+6))	738/*06+-
((2*9)+(2/(5+8)))	29*258+/+
(0/(((8-7)+0)/9))	087-0+9//
((5*(2-6))/(7-7))	526-*77-/
((0*7)+(6+(6-0)))	07*660-++
((9*1)/(8*(3/3)))	91*833/*/
(6/((7*0)/(4-6)))	670*46-//
((1*0)+(8/(2+4)))	10*824+/+
(7/(0-(6*(5+4))))	70654+*-/
((9+(7*(3*8)))*6)	9738**+6*
((4/(1-(5/9)))+3)	4159/-/3+
((2*5)+(3/(5-3)))	25*353-/+
(9*(3+(2-(0/3))))	93203/-+*
(((1*2)-9)-(9/1))	12*9-91/-
((2/1)*(2/(0/3)))	21/203//*
((3+(5/8))+(1*3))	358/+13*+
((7-6)-(3-(4/4)))	76-344/--
((1*5)+(2-(4*6)))	15*246*-+
((1+8)+(9+(1/7)))	18+917/++
(((9*9)+(5/0))/8)	99*50/+8/
(8*((9/3)/(5*2)))	893/52*/*
(((9*0)-5)+(5-3))	90*5-53-+
(((6-(8+4))-5)+5)	684+-5-5+
(6/((3+(8*0))*7))	6380*+7*/
((9-(2*2))-(3/0))	922*-30/-
(0/((1/5)/(5+7)))	015/57+//
(1/(6-(3*(6-9))))	16369-*-/
((5/3)/(0/(7-4)))	53/074-//
(((6/2)-7)*(4*8))	62/7-48**
(((0/2)-9)+(9-7))	02/9-97-+
((3-8)/(8/(6+8)))	38-868+//
(0+(9-(6*(4+7))))	09647+*-+
(3-(6+(2-(6-1))))	36261--+-
(((9-8)+9)-(1*3))	98-9+13*-
((3/3)/((1/0)*4))	33/10/4*/
(5/(0-(6-(7+5))))	50675+--/
(((4-3)+2)+(8+4))	43-2+84++
((3*(2*5))/(7+2))	325**72+/
((8/(9-3))-(1+8))	893-/18+-
(9+(0*(1+(0*6))))	90106*+*+
((1+(5/(9+2)))+9)	1592+/+9+
((7/4)*(1+(6/4)))	74/164/+*
((2*(5/0))+(2/2))	250/*22/+
(((9+1)/9)*(8+0))	91+9/80+*
(((8/6)/0)*(6/3))	86/0/63/*
(((2/7)-(9-6))-4)	27/96--4-
((0+8)*(6*(1*0)))	08+610***
(6/((2/(5-7))*9))	6257-/9*/
((9/(3-0))/(5*5))	930-/55*/
(6+(7-(8+(3+5))))	67835++-+
(((6/0)*(4*0))/9)	60/40**9/
(((3-9)-0)/(4/6))	39-0-46//
(2-(6+(6*(9-9))))	26699-*+-
((9+5)+(5-(2-4)))	95+524--+
((3+(5-4))/(9+0))	354-+90+/
(5-((6*7)-(9*6)))	567*96*--
((5*(2*(7-2)))+0)	5272-**0+
((6-1)/(1/(4/1)))	61-141///
(8*(6+(7+(0/6))))	86706/++*
(((7*6)-1)/(1-8))	76*1-18-/
((6*(8-0))/(5-2))	680-*52-/
((3-7)*(3/(8-4)))	37-384-/*
((3*7)*(9+(0/2)))	37*902/+*
(1-(9/((5*7)+9)))	1957*9+/-
((0/9)+(1-(7/5)))	09/175/-+
((6+9)/((9-9)*0))	69+99-0*/
(5-(8+((5+9)/5)))	5859+5/+-
((6+(6/5))-(4-6))	665/+46--
(7-(0*(1*(6/7))))	70167/**-
((2*7)/((6/3)/9))	27*63/9//
((3+3)/(5/(9*6)))	33+596*//
((0-5)/((4/9)-7))	05-49/7-/
((9+(7-(1*2)))+3)	9712*-+3+
((5+8)/(9-(7+5)))	58+975+-/
((8+1)/(8-(7/8)))	81+878/-/
(8-(3/(4*(5+2))))	83452+*/-
(((4*9)-6)*(6*0))	49*6-60**
((((7/6)/1)*2)-8)	76/1/2*8-
((9+2)/(3-(1+6)))	92+316+-/
(((3/4)*(4-9))+9)	34/49-*9+
(((5*6)-4)+(8-0))	56*4-80-+
(1/(6+(3-(8-9))))	16389--+/
(((3+1)+(4/0))+1)	31+40/+1+
((3-9)*(9*(3+5)))	39-935+**
((9*1)+(6-(0/5)))	91*605/-+
(0/(2-((2/1)-8)))	0221/8--/
(8-((6-4)/(3*5)))	864-35*/-
(8-((9-3)/(7*4)))	893-74*/-
((3/7)*(9+(6+4)))	37/964++*
(2/(8/(8*(2+2))))	28822+*//
(5*(4-(3+(7+5))))	54375++-*
((0/(5+4))-(1/8))	054+/18/-
((3+6)+(4+(3+0)))	36+430+++
(0*((5*4)-(0+0)))	054*00+-*
((2*(0/(0*5)))*8)	2005*/*8*
((((8-3)*2)-8)/4)	83-2*8-4/
((3-(2*5))/(6+3))	325*-63+/
(((0/0)-6)*(3+0))	00/6-30+*
((3*(0-7))-(5/8))	307-*58/-
(((8/1)*8)-(6-1))	81/8*61--
(4/(1+(6*(0+5))))	41605+*+/
((3+9)/(6/(9+2)))	39+692+//
((3*(5-(4+0)))+6)	3540+-*6+
((3/(4+7))-(7/8))	347+/78/-
((9/(7/8))/(0*1))	978//01*/
((3/3)*(4*(9+1)))	33/491+**
(5/(6*(7*(0+9))))	56709+**/
((0/(0-8))*(5-8))	008-/58-*
((((7*3)+1)*6)+2)	73*1+6*2+
((1+(0+(6+6)))/5)	1066+++5/
(((4-8)/7)*(1/4))	48-7/14/*
(((6/9)/(5*7))/6)	69/57*/6/
((4*(7/(3*2)))-5)	4732*/*5-
((8-(3/4))/(7/2))	834/-72//
((2-8)*(1-(0*9)))	28-109*-*
((6-(4/5))-(8+0))	645/-80+-
((7/8)*(6+(2+3)))	78/623++*
((2-(4+7))*(5+5))	247+-55+*
(((2-0)-(1/3))+9)	20-13/-9+
(((6+3)/0)/(9/4))	63+0/94//
((1+6)+(5-(4-4)))	16+544--+
((8/9)*(8+(5/2)))	89/852/+*
(6/(7+(8-(1/7))))	67817/-+/
((2-(1-5))+(9-2))	215--92-+
(((9*9)-8)/(9-1))	99*8-91-/
((9+2)/(4+(3*2)))	92+432*+/
((5+7)+(3*(1*5)))	57+315**+
((8+(5-(1*6)))-6)	8516*-+6-
((1+0)*(1*(1*5)))	10+115***
((7/4)-(4*(5+6)))	74/456+*-
((5/8)-(5-(4-0)))	58/540---
((0/2)*(3*(3-6)))	02/336-**
((7/5)-(6*(3*6)))	75/636**-
(((1*(9*8))/0)+8)	198**0/8+
(5-(1/((6*8)*2)))	5168*2*/-
((7/(3/8))-(1+9))	738//19+-
(((1*8)+(4/8))+1)	18*48/+1+
(5-(7-((0*1)/7)))	5701*7/--
(0*((7/(7/3))-2))	0773//2-*
((9/((7*1)*3))-8)	971*3*/8-
((6*(5+0))*(7*3))	650+*73**
((2/9)-(3*(3/1)))	29/331/*-
(((3+4)+(5-3))-1)	34+53-+1-
((2*(8-(4+5)))+6)	2845+-*6+
(((5+9)-3)/(7-6))	59+3-76-/
((9+(8/(7-8)))*2)	9878-/+2*
((9+(2-(5+1)))*4)	9251+-+4*
((6/2)+(7-(8+0)))	62/780+-+
(((3-6)*6)-(2*9))	36-6*29*-
((4*7)-(0+(0*1)))	47*001*+-
((4+9)-(9/(0/5)))	49+905//-
((5+9)/(0*(8+9)))	59+089+*/
((2/(6*0))/(7-9))	260*/79-/
(6/(((5-9)*1)+5))	659-1*5+/
((((5+4)-3)+5)*9)	54+3-5+9*
(5+(1/(4-(4/3))))	51443/-/+
((6/(9/8))+(1-3))	698//13-+
((2*9)/((3/4)+2))	29*34/2+/
((6-1)/(5+(6/6)))	61-566/+/
((4*(0*9))/(4/9))	409**49//
((7-(4*(7*3)))-2)	7473**-2-
(9*(7-(3/(2-9))))	97329-/-*
(5*(3-(1-(5+4))))	53154+--*
(9+(0*(9/(2/2))))	90922//*+
((1-(2+0))+(8*2))	120+-82*+
((9-(1+6))-(0+8))	916+-08+-
((0-(6*2))/(3-3))	062*-33-/
((3*(1/6))+(8-9))	316/*89-+
(((9+2)*5)-(9*0))	92+5*90*-
((6/9)/(1/(3+9)))	69/139+//
((7-(5/(7/6)))-2)	7576//-2-
((4+5)+(7+(9*6)))	45+796*++
(1*(8-(5/(2+8))))	18528+/-*
((2/(5+(5*0)))*8)	2550*+/8*
(5+(3-(1/(1/0))))	53110//-+
(5/((4*(5*6))/8))	5456**8//
(((0/(1+4))/5)/7)	014+/5/7/
(((0+1)+6)-(5-2))	01+6+52--
((9*1)*(6+(8*7)))	91*687*+*
(3*(1*(9*(3*2))))	31932****
(((4+8)*5)/(8*4))	48+5*84*/
(7-(5/(9*(8/7))))	75987/*/-
(((4-6)/(6-6))/9)	46-66-/9/
((4/3)/(6+(7*5)))	43/675*+/
(9*((4+2)*(8*5)))	942+85***
(5-((6+8)*(7+5)))	568+75+*-
(2+((6-9)*(1-7)))	269-17-*+
(3/(0-((0/3)+9)))	3003/9+-/
((3-4)/(7/(4+8)))	34-748+//
(((4*(6+8))-0)+0)	468+*0-0+
((4*5)+(1*(2/5)))	45*125/*+
((7+5)-(2*(6/6)))	75+266/*-
(6+(6/(5-(2-1))))	66521--/+
(((7-5)/(8/9))/3)	75-89//3/
(0*(6*(0*(1/3))))	06013/***
(8*((8*3)*(2-6)))	883*26-**
(((5+8)/(9-4))/6)	58+94-/6/
((4/0)+(3-(9*9)))	40/399*-+
((((1-5)-4)/9)-8)	15-4-9/8-
(7/(2-(9/(8-8))))	72988-/-/
(7-(0-(5-(6-4))))	70564----
(4+((4/5)-(8/3)))	445/83/-+
((1-4)-(1-(4*1)))	14-141*--
((4*5)*(7*(8+3)))	45*783+**
((0*7)-(6/(1/4)))	07*614//-
(7-((7+4)*(6-9)))	774+69-*-
((8/4)-((3*7)*2))	84/37*2*-
((9*(2*3))+(0*9))	923**09*+
(((2/2)-9)/(7*9))	22/9-79*/
((6+8)+((8-1)/3))	68+81-3/+
((3+(5+8))/(3/1))	358++31//
(((7*(9*1))/9)*7)	791**9/7*
(9-(2-(3-(7/3))))	92373/---
((2+2)*(9-(8-9)))	22+989--*
(1/((3-1)*(8/1)))	131-81/*/
((4/6)*(2*(0/2)))	46/202/**
(((8*2)-4)-(6/9))	82*4-69/-
(1-(6+(1/(8-3))))	16183-/+-
((7*(3-1))-(4+6))	731-*46+-
((2*(3+3))+(7*0))	233+*70*+
((7/(6/0))/(8+6))	760//86+/
(((7*(5-4))-3)+0)	754-*3-0+
(1/(0*(0+(0+4))))	10004++*/
(((5+5)-1)/(8-6))	55+1-86-/
(0/(6-(2+(5+3))))	06253++-/
((1+(1/2))/(8+4))	112/+84+/
((4/7)-(1*(0/3)))	47/103/*-
((1-(9*5))/(2+4))	195*-24+/
((1*6)-(2-(2*0)))	16*220*--
((1*0)*((3+5)-8))	10*35+8-*
((0-(3*4))+(7+3))	034*-73++
(((9/1)-6)+(6*2))	91/6-62*+
((4*(2-5))/(1/5))	425-*15//
(4+(7-(1*(7/2))))	47172/*-+
((5-2)/(5/(6-1)))	52-561-//
((1/(1/1))+(1+2))	111//12++
((4-(9-7))-(6*6))	497--66*-
((6*(3+1))-(0/6))	631+*06/-
(((5/(8+7))*7)+7)	587+/7*7+
(0*((0*3)*(1-5)))	003*15-**
(((8*6)/(3+3))*5)	86*33+/5*
((7-7)*(9+(3*1)))	77-931*+*
((3+5)-(5+(3*4)))	35+534*+-
(9*(7*((0*9)*4)))	9709*4***
((0+9)+(4+(5-5)))	09+455-++
((9-(0+7))/(9/5))	907+-95//
(3*(2*(9/(9+6))))	32996+/**
((1*(6+6))-(0-4))	166+*04--
(((7/4)*7)/(6+4))	74/7*64+/
((6*(0/3))-(7*8))	603/*78*-
(2-(6-(5+(6+0))))	26560++--
(((2-1)-(0*9))-8)	21-09*-8-
((9-(9/(1+6)))/1)	9916+/-1/
((1+2)/(9+(2*8)))	12+928*+/
((1/(9*6))*(2-8))	196*/28-*
((7+4)-(9-(4+0)))	74+940+--
((3-3)+(4*(6/7)))	33-467/*+
(((6/7)-2)*(4*3))	67/2-43**
((0+(8-1))+(3*9))	081-+39*+
(2-(9+(7/(2-7))))	29727-/+-
(((7+(2*4))-6)/9)	724*+6-9/
(0/(0+(8-(7+3))))	00873+-+/
((4-(9/1))/(0*6))	491/-06*/
(0/(7+(7-(9+4))))	07794+-+/
(3*(0*(5-(0*4))))	30504*-**
((3+8)/(4+(9-0)))	38+490-+/
((8-3)+(6-(7-9)))	83-679--+
(((2*1)*(1+8))+9)	21*18+*9+
((2+(1*3))/(7/8))	213*+78//
(((0+(6*4))+0)/7)	064*+0+7/
((1+8)*(7/(6-6)))	18+766-/*
((0/3)*((3/8)/5))	03/38/5/*
(((5+4)/(8/1))-6)	54+81//6-
((5*5)/(0-(8-9)))	55*089--/
(((0+2)/(9*8))*4)	02+98*/4*
(3+(9*(5*(3+3))))	39533+**+
((1/(5-4))-(9*1))	154-/91*-
(1/(8/(2/(5/8))))	18258////
((0/8)+(3*(7-3)))	08/373-*+
((3+6)/(9*(5+2)))	36+952+*/
(5/(3+(0+(9+4))))	53094+++/
(5/((4/5)-(4*2)))	545/42*-/
(((0+(9*8))-3)/2)	098*+3-2/
((0/(8-1))+(8/0))	081-/80/+
((0*(8+6))*(7/3))	086+*73/*
((9+(3*6))/(8/7))	936*+87//
(6+((9+1)/(8+6)))	691+86+/+
(4/(9-(8+(3-2))))	49832-+-/
(((3+(0-9))*3)/2)	309-+3*2/
(9/((9/2)+(9-3)))	992/93-+/
((1-8)/(9*(2-8)))	18-928-*/
(1/((5/4)-(5*6)))	154/56*-/
(3*((4+2)/(4+6)))	342+46+/*
((2*(9/4))*(3*5))	294/*35**
(0+((0*(6+1))*2))	0061+*2*+
((((1/1)*1)*6)/0)	11/1*6*0/
(((4/0)*6)-(4*1))	40/6*41*-
((3/5)+(2-(3/5)))	35/235/-+
(((4-0)/6)+(4-0))	40-6/40-+
((5*5)+(0*(0*4)))	55*004**+
(0-(1+(1/(5+8))))	01158+/+-
(7+((0*(0-4))*6))	7004-*6*+
((3*8)/(9+(0-8)))	38*908-+/
(4/((4-(2*0))-5))	4420*-5-/
(3/(4/(2*(8*4))))	34284**//
((6*(0+(4+7)))+3)	6047++*3+
((3/8)*(1-(8-4)))	38/184--*
(((1-5)/8)*(9/2))	15-8/92/*
((1-(3-6))+(8-6))	136--86-+
(((0-5)-(7-1))-6)	05-71--6-
((8*9)+(3-(6+8)))	89*368+-+
(7-(6/(0+(5+7))))	76057++/-
((6+(1/1))+(0/8))	611/+08/+
((5+(6-0))-(7-3))	560-+73--
(8/((4/0)+(5/6)))	840/56/+/
((((4-1)*5)/4)*2)	41-5*4/2*
