((((5*1)*(1/3))+6)/(0-(3/(3/(9/2)))))	51*13/*6+03392///-/
(0/((((1/(3+(3+4)))+8)*(5+5))/(5-9)))	01334++/8+55+*59-//
(((2+(0-1))-(0-(5-2)))-(2-((1*7)*9)))	201-+052---217*9*--
(((1-((3-8)/(4-5)))+(4/(5/(6*1))))/2)	138-45-/-4561*//+2/
(((2*(7/(5*6)))*(0*(1*2)))-(2-(4+3)))	2756*/*012***243+--
(((4*(0+(0-9)))-(8/0))*(8-(2*(1/6))))	4009-+*80/-8216/*-*
(((1-7)-((6-(0/6))-(1-(3*(6*7)))))*3)	17-606/-1367**---3*
((((6+8)+((0*4)/(2+7)))+(0+(6+4)))-1)	68+04*27+/+064+++1-
((((((8+7)/(1+4))*5)+(3*8))+(4+9))/9)	87+14+/5*38*+49++9/
((0+2)-((4+(1+(3-9)))*(3-(9-(9-6)))))	02+4139-++3996---*-
(0*((((0-7)*3)/(1+(5+2)))+(5+(0/0))))	007-3*152++/500/++*
((2*(0-(2-(6+5))))/(5*((7-(6-8))+1)))	20265+--*5768--1+*/
(((9*8)*2)/(6/(1-(((0+9)+8)-(6+4)))))	98*2*6109+8+64+--//
(((4*4)*(8/1))-(0-(5*(5-(8-(5/7))))))	44*81/*055857/--*--
((7/((3/(8/2))-(4*4)))+(6+(5*(8/7))))	7382//44*-/6587/*++
(((5*9)*((6-(6/4))+4))-(6-(3-(8+2))))	59*664/-4+*6382+---
(((0-2)+(6-(4-(6/(0/5)))))/(8/(8*7)))	02-64605//--+887*//
((((1+6)-(5*(8-2)))+(7/(0+(5*8))))*5)	16+582-*-7058*+/+5*
((((9*5)/(5+8))*(6+(7*9)))+(7-(3/8)))	95*58+/679*+*738/-+
(0+(((6+6)-1)-(3+((9/9)*(8*(7/7))))))	066+1-399/877/**+-+
(((0/(9-4))/(0+(8/1)))-(4+(2-(6+3))))	094-/081/+/4263+-+-
(4-(((2+0)*(5+(2-(3-(0+9)))))+(2*7)))	420+52309+--+*27*+-
((3+(((0-4)-0)/(1*5)))/(3/(8-(9-0))))	304-0-15*/+3890--//
(((1/(1/4))/(0/(4/2)))*(1*(2/(5-7))))	114//042///1257-/**
((((4+5)+(1*(9+6)))-(1*(6/(5-7))))+2)	45+196+*+1657-/*-2+
(((1-(4-(6+0)))-(1-(9+8)))*(4/(9+8)))	1460+--198+--498+/*
((0/((9/1)-8))/(3*((8*(0/3))/(1*1))))	091/8-/3803/*11*/*/
((4/(0+(9-(3*(4+((1*(3/7))-7))))))/5)	40934137/*7-+*-+/5/
(((8+(1/4))-((9-(2*4))+4))/(4/(9+3)))	814/+924*-4+-493+//
(((4*(6-3))-(1*5))-(4/(4/(2-(4*8)))))	463-*15*-44248*-//-
(((1*(9*(7/5)))/(1-4))/(6+(4/(2-6))))	1975/**14-/6426-/+/
(((1/7)/((1/3)+(9-(9*9))))-(8-(4-8)))	17/13/999*-+/848---
((1-((0/(0-8))*(0/(2-(6-(4/2))))))+2)	1008-/02642/--/*-2+
((5+(7*1))-((1+((1+0)/(6*9)))+(5*3)))	571*+110+69*/+53*+-
(6-((4*(2/(7*(6-6))))+(7*(2/(6+7)))))	642766-*/*7267+/*+-
(((0+(2+(2+6)))*(9+(0*(3*0))))+(6+0))	0226+++9030**+*60++
((7-9)-(((6+(4+3))*(8-4))-(6+(4+8))))	79-643++84-*648++--
(((((1-7)-1)-(1+(6-2)))/(4-(4+1)))-3)	17-1-162-+-441+-/3-
((8-(1*(3*(5+(7*2)))))-(1+(5/(3+3))))	813572*+**-1533+/+-
((5+(((7*3)+(2*(4/8)))+(2-(0/8))))*5)	573*248/*+208/-++5*
(((6/(9*(8-(1-8))))/(5/6))+(9-(2+9)))	69818--*/56//929+-+
((4/(0-(2*(0-(8-3)))))+(2/(5-(3*5))))	402083--*-/2535*-/+
((((5/(2-6))+(9+(1/4)))+6)-(4-(8*6)))	526-/914/++6+486*--
((4/(6/(1+4)))/(4/(2/(7+(9-(3+4))))))	4614+//427934+-+///
(4/((9*(7-(1*(0/(1*6)))))*(0-(9*6))))	4971016*/*-*096*-*/
(((5+((8+7)*6))/(9+(4*5)))/(3+(7/7)))	587+6*+945*+/377/+/
(((8-6)/(6-((4/8)-(1-2))))*(3+(2*9)))	86-648/12---/329*+*
(((9/(8*(7-6)))+(5*4))+(9/(7*(7*9))))	9876-*/54*+9779**/+
((1+(8/4))/((7+(9*7))-(0-(1+(2+5)))))	184/+797*+0125++--/
((7/(2*1))/((5-(6/6))+(5/(9-(2*3)))))	721*/566/-5923*-/+/
((((1/(6/0))*(8-6))*(9-6))-(2/(1-0)))	160//86-*96-*210-/-
((7-(((2/(9/4))-(8/4))+0))+(2+(8*0)))	7294//84/-0+-280*++
(((4/(6-4))*(0/(6/(3+4))))-(1/(3/0)))	464-/0634+//*130//-
((6/(3-(1+2)))*(6-(9-(1-(6/(7*8))))))	6312+-/691678*/---*
((9-((9-(4-5))/(0*2)))+(0/(9/(9*1))))	9945--02*/-0991*//+
((0+((2/(4*(0/5)))/3))+(7*(4*(5*9))))	02405/*/3/+7459***+
(((4*(((2/0)/4)-0))*(7*(1-(7-5))))/4)	420/4/0-*7175--**4/
(((9+(5+(7+4)))*(1-2))-(2+(9/(9/8))))	9574+++12-*2998//+-
(5-(3/(2*(4/((3*(8*(8-5)))-(4+3))))))	53243885-**43+-/*/-
((((9-(6-5))*(2/0))+(7*5))+(8-(3*4)))	965--20/*75*+834*-+
(((((2*3)+0)/(6/1))*(3*1))/(5+(7*9)))	23*0+61//31**579*+/
((((4-(8-3))/((6/(5/0))/9))+(7-7))-5)	483--650//9//77-+5-
(((((2-(0/0))*5)+(1/7))+8)*(5/(8*4)))	200/-5*17/+8+584*/*
(((4+((2+(6+(3/0)))*(9/1)))-7)*(5/9))	42630/++91/*+7-59/*
((8/(((9+3)+(5-(5+5)))-7))*(4*(7*2)))	893+555+-+7-/472***
(((2/(0+9))/((3*(4*(8/2)))+(4*6)))*5)	209+/3482/**46*+/5*
(((((9/5)*((3-3)-1))-8)+(7+(6*5)))*2)	95/33-1-*8-765*++2*
((((8+(4+8))*5)-(4-(1-9)))-(2*(0*8)))	848++5*419---208**-
((7/(1*9))/((5*((5+(7+6))/(8*3)))+6))	719*/5576++83*/*6+/
(((((9/4)+(3/7))-(1-(2*9)))*(9-3))*0)	94/37/+129*--93-*0*
((((9+(2+1))+(5/(6+8)))+(0-5))/(2-0))	921++568+/+05-+20-/
((((0-4)/1)+(7*((1/(3/(8*9)))/0)))*2)	04-1/71389*//0/*+2*
((((7*(3*8))/(0-(2+1)))+(0*(9/5)))-5)	738**021+-/095/*+5-
((((5*1)-(8-(7/5)))/(0+(0-(5/2))))-9)	51*875/--0052/-+/9-
(5+(((4-((6/9)+7))-3)-(5*(5-(2+5)))))	5469/7+-3-5525+-*-+
(((9-(4-0))/(3*1))+(3*(4+(2/(6-4)))))	940--31*/34264-/+*+
((((5*5)/((0*8)/5))/(1/(8*9)))-(3-6))	55*08*5//189*//36--
(3-((2*((7+8)+(6*4)))*(4*(7/(8+7)))))	3278+64*+*4787+/**-
((((8-(0*(0/5)))+(8*7))-(3+9))/(3/3))	8005/*-87*+39+-33//
((((3*(8*6))+(1/5))/(0/(7/(5*6))))-2)	386**15/+0756*///2-
(((2-(4-(0+0)))/(5*(6+9)))-(3*(1*3)))	2400+--569+*/313**-
(((2-(5+(1*((0/(3*6))/1))))+(4+0))-9)	251036*/1/*+-40++9-
((0+4)+((1+(5*(8+(4-(2+4)))))-(7+1)))	04+158424+-+*+71+-+
((((3-3)-2)/1)-(0/((8+(0+(3/5)))-9)))	33-2-1/08035/++9-/-
((((9/7)/(1*2))+(6*9))+(4+(6-(9/1))))	97/12*/69*+4691/-++
((6+(7/(1+7)))*(1*(1+((0*5)-(8+4)))))	6717+/+1105*84+-+**
(((0*(4*3))-(2-3))+((0+(2+7))+(9/6)))	043**23--027++96/++
((((2-0)-(2*(9/(8+4))))-(4/1))/(6/9))	20-2984+/*-41/-69//
((((9/3)/(0*8))*2)-(0-(0/(7*(5/9)))))	93/08*/2*00759/*/--
(((1-(9/4))-(0+(7+6)))*(4/((9-1)*6)))	194/-076++-491-6*/*
(9/((5-(6*(6+(7/2))))*(7*(6+(4-9)))))	956672/+*-7649-+**/
((2+(((5-(8/1))*5)+(0+3)))/(7-(2/6)))	2581/-5*03+++726/-/
((4/(6*7))*(6-(2*(1+(1+(8/(4-5)))))))	467*/6211845-/++*-*
(4+(5/(((9*8)*(2*(0-4)))*(2*(1/7)))))	4598*204-**217/**/+
((2*(8-(2*2)))/(9/((2/5)*(4+(7/4)))))	2822*-*925/474/+*//
((6*(5*(3-(9-(8/7)))))*(7+(9*(7*0))))	653987/--**7970**+*
((7+(0*((7+5)*(5+8))))-(0/(3-(0*6))))	7075+58+**+0306*-/-
((6-1)*(0/((3+(6-3))+(0+(4*(3+5))))))	61-0363-+0435+*++/*
((0-((5+(9+(4*(3+4))))/(4/4)))+(2/3))	059434+*++44//-23/+
((8-((1/(0*4))/(9-2)))-(5+(6-(5-9))))	8104*/92-/-5659--+-
(((5+9)-3)+((0-7)+(7*(6+(8*(1-9))))))	59+3-07-76819-*+*++
((9*((5+2)+(0+7)))-(3*(9-(6*(3*4)))))	952+07++*39634**-*-
(((1/5)+(8*((3+7)+(2/(1-3)))))+(7*4))	15/837+213-/+*+74*+
((6-(3*((2*8)+(0+(4/5)))))/(2/(1*2)))	6328*045/++*-212*//
(((7*0)/(2-6))-((6+(9-4))-(0+(3/8))))	70*26-/694-+038/+--
((((6/(7+(7+6)))/(6/(0-0)))*(9*4))+5)	6776++/600-//94**5+
((((6+6)-(2*(8/8)))-(7-4))-(5-(4/1)))	66+288/*-74--541/--
(((9*6)/(6-7))*(5*(5+(7-(1*(6/3))))))	96*67-/557163/*-+**
(((8+(8*(2-4)))-4)-(6/(9+(0+(4*1)))))	8824-*+4-69041*++/-
((((7+(1+8))+(5*(9+(3/1))))+(1-6))+2)	718++5931/+*+16-+2+
(((4+(6-6))*((2-3)+(1-7)))+(3-(9-1)))	466-+23-17-+*391--+
((((6*(9-4))/6)/((7/9)+(5+(0-2))))/6)	694-*6/79/502-++/6/
((((1+2)/(0+8))-(8*8))/(8-(4-(8-6))))	12+08+/88*-8486---/
(((2-(8-(9/(7+(6/5)))))/4)+(0-(1-6)))	289765/+/--4/016--+
((((2*7)-(5/(8/8)))*(3-(5-5)))+(8-1))	27*588//-355--*81-+
(((4+(9+4))-(8*6))-(8-(1+(8-(0-9)))))	494++86*-81809--+--
((8-((3/(4*7))*(6-5)))*(7+(3+(4*0))))	8347*/65-*-7340*++*
((((1*(1*5))-(9*2))*(4-0))+(6-(3/4)))	115**92*-40-*634/-+
((0/5)-((2-4)*(9/(2*(4+(4-(5-6)))))))	05/24-924456--+*/*-
((6/(2+7))*(5+((7+(3/8))-(0+(9*3)))))	627+/5738/+093*+-+*
((5/(((7+8)+6)/(5*(6*(5*0)))))+(1/1))	578+6+5650***//11/+
((8/((3+(5/1))*(7*(9*(7+8)))))*(5+3))	8351/+7978+***/53+*
((((5/0)*2)+(2/(9/(5+1))))+(1+(0-5)))	50/2*2951+//+105-++
(1*(1/(((3+6)*3)-(0-(0*(7+(0-4)))))))	1136+3*00704-+*--/*
(((2+1)-((2+(6*(7+0)))*(4+3)))+(4/8))	21+2670+*+43+*-48/+
(((9*5)/(9/(2-(6*8))))/(2*(3/(1-3))))	95*9268*-//2313-/*/
((((0/6)-(5/(2/5)))+(0*6))*(1*(7*4)))	06/525//-06*+174***
(((1/(6-(3+5)))/(6/(3-(9+4))))-(4+9))	1635+-/6394+-//49+-
((4-(((3+7)/(3+(3*3)))/(9+9)))+(5+7))	437+333*+/99+/-57++
(((3+((8-8)-6))/(9-(1*5)))/(5+(7*3)))	388-6-+915*-/573*+/
((1*(((6-3)+(7+2))+(5*(7*(9/9)))))+5)	163-72++5799/**+*5+
((1*(((9/4)/(0-7))-(3/(1/(3*4)))))+4)	194/07-/3134*//-*4+
(((3+(9/8))*(5+1))/(4+(7*(1+(4+8)))))	398/+51+*47148++*+/
(((9+0)+6)*(5*((8/(2*6))-(7+(5+9)))))	90+6+5826*/759++-**
(((0/(6-(8+1)))/(0/(5*4)))/(7*(1-6)))	0681+-/054*//716-*/
(0/(((2*7)/5)-(3-(1/(9/(7-(5/6)))))))	027*5/319756/-//--/
((3/8)/((8*(8*(1+(3+2))))+(9-(5/2))))	38/88132++**952/-+/
(((7-5)/((6-0)*(7-(7-(7+3)))))-(8/1))	75-60-7773+--*/81/-
((8+(6+((5/(7+3))-(9/(5/6)))))-(2*4))	86573+/956//-++24*-
(((6+5)/(7/(3+9)))*(9*(7-(3*(2+5)))))	65+739+//97325+*-**
((((6/(8/3))-7)/((5+(8+9))/9))+(7+7))	683//7-589++9//77++
(((6/1)*(1/(4+0)))-(1*(2*(5-(0-0)))))	61/140+/*12500--**-
(1+(1/(6+((7/(1+(7*7)))*(3/(7*1))))))	1167177*+/371*/*+/+
(((7-(7-((0*(9-3))/(0*8))))*9)+(5*2))	77093-*08*/--9*52*+
(8*(4+(((5*8)*(0+0))+(8*(2/(0+5))))))	8458*00+*8205+/*++*
(((((4*0)/(7*(5/1)))/(8+(2-4)))-1)-7)	40*751/*/824-+/1-7-
(8/(((5+5)+(9*((5*1)+(6-5))))/(2*1)))	855+951*65-+*+21*//
(3*(1-((1*(6+(7+(1+(0/(6/1))))))-3)))	311671061//+++*3--*
((6+(3+2))+(9+(((6+0)/(5+(9/8)))-2)))	632++960+598/+/2-++
(1-((1-(2/((9-2)*2)))*(3/(1*(4-8)))))	11292-2*/-3148-*/*-
((((6-1)/7)+(5-(3-0)))-(9-(7+(4-6))))	61-7/530--+9746-+--
(((2-8)-(9*2))-(3/(2+((6+6)-(2-0)))))	28-92*-3266+20--+/-
(((3/7)-(1*(6*6)))+(5*(5*(0/(1/7)))))	37/166**-55017//**+
(((6*(8/4))/(3*8))/((9-(8/(1-4)))+9))	684/*38*/9814-/-9+/
(((1+(2/6))*2)-(0+(1*((5+(7*5))/1))))	126/+2*01575*+1/*+-
(((7*(2+1))+(1-(6+((8*1)/7))))/(0*7))	721+*1681*7/+-+07*/
((7-(9/(2+(9/5))))/((4-(0+1))/(2-3)))	79295/+/-401+-23-//
((((7*5)*2)*(7+(7+3)))+(9+(1*(3+2))))	75*2*773++*9132+*++
((((1+3)-(7+(6/5)))/(4-(0/5)))*(4+5))	13+765/+-405/-/45+*
(((4+6)+3)*(0*(5/(8*(6/(4/(6*4)))))))	46+3+0586464*//*/**
(((5-(7/(8/5)))+(1*(2/(5+(6*9)))))/8)	5785//-12569*+/*+8/
(((9*(9+((0*5)+(0+3))))*(1-5))-(2-8))	9905*03+++*15-*28--
((((1/(4/5))+2)-(9/(4-(9-(5-9)))))/0)	145//2+94959---/-0/
(((7-((7+0)/3))/(8/8))+(8+(1-(6/9))))	770+3/-88//8169/-++
((3+(1+(1-(4-(4*(((2+3)+1)*8))))))*9)	3114423+1+8**--++9*
((8-((3*6)-8))*(0*(6/(1-(2/(9+8))))))	836*8--061298+/-/**
((((6-7)/(7+(8+(3/2))))/1)/(9*(5+9)))	67-7832/++/1/959+*/
((6-6)/(((3-(8-8))*0)+(9*(1-(4/9)))))	66-388--0*9149/-*+/
((2-(5/(3/(3/8))))/(2*(2/((8*7)/2))))	25338///-2287*2//*/
((3+(8-(2+(4/8))))+(1/((9*3)+(2+4))))	38248/+-+193*24++/+
((((0+3)/(9*1))*(4+(1*3)))+(4/(0-5)))	03+91*/413*+*405-/+
((0*(9*7))-((3-3)/(9+(3*(5+(4+6))))))	097**33-93546++*+/-
((0*5)/((8-(8-(8+(4*0))))/(5/(6-6))))	05*88840*+--566-///
(((8-(8/0))+(3*(6+(7-2))))-(7*(7-8)))	880/-3672-+*+778-*-
(7+((9-(0-(4*(2*(8/7)))))+(0+(8*6))))	7904287/**--086*+++
(((0-7)/(4*(1-5)))/(5+(9*(1/(3*2)))))	07-415-*/59132*/*+/
((4-(8+6))+((3-(4/(8*0)))/(4+(7/8))))	486+-3480*/-478/+/+
(((((3-8)-(8-8))/(6+7))*(8/1))-(2/2))	38-88--67+/81/*22/-
((((3-1)/2)+(4/(1*(8+5))))-(7+(8+2)))	31-2/4185+*/+782++-
((((0/(9+(1+3)))*(3+9))*(9*(4/0)))*9)	0913++/39+*940/**9*
((((5+5)*(1*(1/4)))+(2/(3-(8+3))))/1)	55+114/**2383+-/+1/
((((5*(8+(7*9)))+5)/(8+(6/3)))+(8*3))	5879*+*5+863/+/83*+
((8*(7*(((7-(4*7))/0)-0)))+(8+(9-6)))	87747*-0/0-**896-++
((((0/7)*(8-(4/1)))+(4/8))-(3*(7/6)))	07/841/-*48/+376/*-
(1+(3*((2+(2-(3-(3-7))))/(9/(0-8)))))	1322337---+908-//*+
((5+((7*(9/(7-7)))+(7-(6*4))))/(2/2))	57977-/*764*-++22//
(((6+9)+((5-(1+(7/2)))+4))/(6-(9+4)))	69+5172/+-4++694+-/
((0*(2-4))/(8/(6/((1*(3-0))*(5-9)))))	024-*86130-*59-*///
((1/1)-((5+(9*(0*(0+7))))-(5*(2+4))))	11/59007+**+524+*--
(((0-(2+0))/(6*(3+9)))+(4/(9+(3+6))))	020+-639+*/4936++/+
(((6*5)+(((0/0)/(0-(7+1)))+(0/6)))+3)	65*00/071+-/06/++3+
((2/(6/(6-5)))*((1-9)*(6*((8-0)*8))))	2665-//19-680-8****
(((9+(2*3))*((7*8)+(5/(0/0))))-(0*0))	923*+78*500//+*00*-
(((1/(7-1))*(3-0))*(9/((5+(7/2))-3)))	171-/30-*9572/+3-/*
((((1/(4+5))/(4*(7*6)))+2)*(1*(3*5)))	145+/476**/2+135***
((((7/9)*(4+1))-0)*(6*(4*(8+(7/1)))))	79/41+*0-64871/+***
((((6-1)+(8-6))*(8/(6+8)))-(9/(5*3)))	61-86-+868+/*953*/-
(((5+(2/(6*3)))/(0-(0-5)))*(4+(8*7)))	5263*/+005--/487*+*
((0-1)*((0-(4*(9/0)))*(9+(6+(2/6)))))	01-0490/*-9626/++**
(((6-(4+(1+8)))/(3+7))+(6/(2*(1*7))))	6418++-37+/6217**/+
((((3+6)-6)-(5-(4/(4+9))))*(7/(0-6)))	36+6-5449+/--706-/*
((1+((4+5)-(1*(4/(3-(2/8))))))+(7*3))	145+14328/-/*-+73*+
((0-((5-7)-(7+(2/2))))*(0/(8*(6*4))))	057-722/+--0864**/*
(((9/(7*7))-(5+(8*(6/7))))+(5+(9*2)))	977*/5867/*+-592*++
((1+((5/3)-2))/(8+(9+((7*(9/0))/4))))	153/2-+89790/*4/++/
((((1/(1/4))+(4/(0+(7-1))))*3)+(9-9))	114//4071-+/+3*99-+
(((2*(2/1))/6)/(0-(0+(9*(6+(5*1))))))	221/*6/009651*+*+-/
(((1+((6-7)-8))+(4+(8+(6-(3*2)))))*5)	167-8-+48632*-+++5*
((((1*5)-(6+2))-(8-(8+(0+9))))+(1*9))	15*62+-8809++--19*+
((1*(0+8))/((3/((4*(7-3))-2))+(4*7)))	108+*3473-*2-/47*+/
(((((9/6)/6)+3)*((5-1)-(7*(5-6))))-4)	96/6/3+51-756-*-*4-
((((7*(9*0))/(9+8))+(5/9))-(5*(2*6)))	790**98+/59/+526**-
((5/((4+(7-(4*9)))*(8+1)))+(5/(4-8)))	54749*-+81+*/548-/+
((0-(5/(4*4)))-(7*(5*((2*(1-8))*3))))	0544*/-75218-*3***-
((0+(((7*(1*1))/(3+1))*(6/9)))/(7/1))	0711**31+/69/*+71//
(((4-(9+(5-0)))-(1/(3/(1*2))))/(7*7))	4950-+-1312*//-77*/
((6+(7/5))*(7*((6+(3-(4-2)))-(9*0))))	675/+76342--+90*-**
(((0+9)+1)+(5*((8+7)+(5+(8/(6*4))))))	09+1+587+5864*/++*+
((((6*0)/(8/1))-(1-(6-(2+4))))+(5/6))	60*81//1624+---56/+
(((2+(0-4))+9)/(6+((8/(6+8))*(4+7))))	204-+9+6868+/47+*+/
(((1/(9/3))-(6*((2-(8-8))-0)))*(0/1))	193//6288--0-*-01/*
((3/(2*(9*8)))+(9*(((1+5)+3)*(1+2))))	3298**/915+3+12+**+
(4-(((8*4)-(7+8))-(9/(8-(0/(4/8))))))	484*78+-98048//-/--
((((0*5)*(4+5))-(0*(7+6)))*(2+(4*4)))	05*45+*076+*-244*+*
(((1*(6+5))-((2*1)+(7*0)))/(7-(3*3)))	165+*21*70*+-733*-/
((1-3)-((7*(1/(9-(5+8))))/(2*(3/4))))	13-71958+-/*234/*/-
(((2*(8+0))+(8/7))/(6/(3*(4+(5*4)))))	280+*87/+63454*+*//
((((4*7)+(9+7))-(4-9))-(9-(3-(6*2))))	47*97++49--9362*---
((((3*(9/(1-2)))-(4+6))+(4-5))*(1*9))	3912-/*46+-45-+19**
(((1/1)*(1/(6-(7-7))))-(3*(8-(9/3))))	11/1677--/*3893/-*-
(((1*(1/(7/5)))*(5*7))+(1-(0/(9*2))))	1175//*57**1092*/-+
((((((3+9)/0)-(7*0))/(9/1))/4)-(4/9))	39+0/70*-91//4/49/-
(((4+(9/(1*(8*8))))+(6/(0-1)))-(3/6))	49188**/+601-/+36/-
(((6/(5+2))/(1-4))-(1-(8*(7/(2*1)))))	652+/14-/18721*/*--
(0-(9-((6+2)+(2-((0/(8/(4*3)))+0)))))	0962+20843*//0+-+--
((0/(3-(6*8)))-(0*(1*(9+(4/(2*2))))))	0368*-/019422*/+**-
((((7+(5*2))+(1*0))+(1*2))-(7/(0+9)))	752*+10*+12*+709+/-
((((4+(5-1))+(5+1))+(7+7))*(4+(7*0)))	451-+51++77++470*+*
((((1/(8+9))*(5/((8/3)*4)))-4)+(8*6))	189+/583/4*/*4-86*+
(((7/(7*(7+(9*5))))/(4*7))/(1/(2/3)))	77795*+*/47*/123///
((1+((6+3)/(8-(9-(3/4)))))/(8/(3+9)))	163+8934/--/+839+//
((4/(0/(3+9)))/(8*(3-(6/(9*(9-4))))))	4039+//836994-*/-*/
(((((2-1)+(5*2))*1)-(9*(0+(6/7))))+2)	21-52*+1*9067/+*-2+
((((2+(6*6))*(5/(5-2)))-(7/2))*(7-4))	266*+552-/*72/-74-*
((1-(9+(1*7)))*(7-(6/(6/((3/9)*1)))))	1917*+-76639/1*//-*
(((9-3)*(3/0))-((7+(3+2))/(2+(2*4))))	93-30/*732++224*+/-
((((4*1)/(2*4))/(7/((6-7)+5)))-(3+5))	41*24*/767-5+//35+-
((((2/(6-1))*(6*1))-(2+(7*1)))+(1-9))	261-/61**271*+-19-+
((((3+(9-2))-(4-5))/(9*2))/(8/(4*9)))	392-+45--92*/849*//
(((2+(3*7))+(9-(9*2)))+(2-(4/(7-7))))	237*+992*-+2477-/-+
((5+((((1*9)*(5/7))/(7/1))*6))+(0+3))	519*57/*71//6*+03++
((0-((2-(1-(4+(8*(5*(3*8))))))+6))-6)	02148538***+--6+-6-
((2-7)*(9*((6-(6-(4-(4/0))))*(4*0))))	27-966440/---40****
(((8+(0*1))*(3+(0/3)))+(4*(3*(2*0))))	801*+303/+*4320***+
((5*((2*5)+1))*(5/((2*6)*(3/(8+7)))))	525*1+*526*387+/*/*
(((6/6)*(3/7))/(5/((8*(5-(6-3)))*6)))	66/37/*58563--*6*//
(((4/(0-(3*7)))*(5*(6+3)))*(5+(4-3)))	4037*-/563+**543-+*
((7/9)+((8*(8+(1*(4+1))))/(8/(3/8))))	79/88141+*+*838///+
(((3/4)*(6+9))+(7*(5-(5*(6/(6+6))))))	34/69+*755666+/*-*+
((((2+4)*(9+(1-3)))/(3/(7/8)))+(8+6))	24+913-+*378///86++
(((4+(2/(8*(1+3))))-(3-2))/(1-(6*5)))	42813+*/+32--165*-/
(((4+(2*(2/9)))-(5/(5/(4*8))))+(0*0))	4229/*+5548*//-00*+
(((9-(6/9))/(9+(6-(3/6))))/(2/(2-2)))	969/-9636/-+/222-//
((1-(7-1))*((1/(4/7))/(1+(0-(1+8)))))	171--147//1018+-+/*
(((2/3)-(3-(7*(0*(9*(7/6))))))*(4*4))	23/370976/***--44**
(((2-((1/2)/0))-(2+(6*9)))+(3/(7/4)))	212/0/-269*+-374//+
(3+((9/((8+(0/((0-(1*7))+8)))*2))/5))	3980017*-8+/+2*/5/+
(((6-(5/(4*0)))/(0*(9/(3+2))))/(9*9))	6540*/-0932+/*/99*/
(((3+(3-5))/(1*(7*1)))+(1+(4-(0+6))))	335-+171**/1406+-++
((((6-0)+(9*(7+(0*9))))*6)*(0*(0*0)))	60-9709*+*+6*000***
((4*((2*6)+(3-(8/3))))-(1-(8*(8+9))))	426*383/-+*1889+*--
(((9/(2*3))/(1*(8-(9+(5-0)))))+(2+0))	923*/18950-+-*/20++
(((0/6)*(6-1))+(3+(((7+(2*3))/9)-6)))	06/61-*3723*+9/6-++
((6/(1-2))*(9*(9*(4*(1+(2-(5-5)))))))	612-/9941255--+****
((7*(3*((8-1)*(7+9))))+(1-(0/(8+9))))	7381-79+***1089+/-+
(3+(((3-1)/(3-((3*2)*(8*5))))+(7*7)))	331-332*85**-/77*++
(6-(((1/5)+(1/(1-5)))-(5*(9*(9+6)))))	615/115-/+5996+**--
(((4*(0/1))*(8-1))*(9+((7-5)*(7*3))))	401/*81-*975-73**+*
((3-(0+(6/9)))/(3-(9/(1/(4/(4*7))))))	3069/+-391447*///-/
((((8-(1+3))/(6*(4*5)))/(0-7))-(7/1))	813+-645**/07-/71/-
((7/3)/((8/2)-(5-(0+(5+(3-(3+9)))))))	73/82/505339+-++--/
(((7+(8-(7-6)))+(0-(5/5)))+(6*(5-0)))	7876--+055/-+650-*+
((((0+6)*(1/(8+(2*1))))-4)/(6-(3-0)))	06+1821*+/*4-630--/
(3/(((6/(3/9))+(5*(0+(9+(4/8)))))-8))	3639//50948/++*+8-/
((0+((8*(3+8))+2))*(8*(6-((5/2)*9))))	0838+*2++8652/9*-**
(((6-5)*(3/(6-(4*9))))*(2+(3*(8-1))))	65-3649*-/*2381-*+*
((((5+5)+8)+(0-(7/(2-(3*4)))))-(4*8))	55+8+07234*-/-+48*-
((7*((7/(1-(2/0)))-(5-(5/(4/3)))))/2)	77120/-/5543//--*2/
(3+((((3*2)-(4*4))+(3/7))-(4+(1+8))))	332*44*-37/+418++-+
(((9+(4*7))-4)/((4-6)/(6/(1/(4+8)))))	947*+4-46-6148+////
((((7-5)+9)+(3*(0/9)))+(6/(5*(5+9))))	75-9+309/*+6559+*/+
((((2-9)+(0*9))/((1+9)+(5*(9+1))))+2)	29-09*+19+591+*+/2+
(((8-(3-5))*(9+(7*(3+7))))*(8*(6-7)))	835--9737+*+*867-**
((6*(9+(0*(8-2))))/(7/(4/(5*(1/4)))))	69082-*+*74514/*///
(7+(5/(0+((8+(7-(4*9)))*(6+(3*9))))))	7508749*-+639*+*+/+
((9+(1-(3/(5-3))))-(7-(1*(5+(3/5)))))	91353-/-+71535/+*--
(((5/(9*6))+(5*(6*(7/(7-3)))))+(0+0))	596*/56773-/**+00++
(((7*(4*(7-6)))+(3-2))+(9/(3*(8/1))))	7476-**32-+9381/*/+
(((1-2)-(5+((4+8)+(3*1))))*(1/(9/7)))	12-548+31*++-197//*
((((1-3)*(9*3))-(1+(4+7)))+(2/(3/3)))	13-93**147++-233//+
(((3*3)*(2-9))/(3*(7-(3+(1-(6/6))))))	33*29-*373166/-+-*/
(((4/(6*2))/(3*(3+3)))/(4+(2/(5+9))))	462*/333+*/4259+/+/
((0+((((3-3)+(1*1))*(1-(4*4)))-5))*4)	033-11*+144*-*5-+4*
(((1+3)+9)+((0/4)-(1-(0*(1+(3/0))))))	13+9+04/10130/+*--+
((9*3)/(8*(2/(5/((2*6)+(8/(0+2)))))))	93*82526*802+/+//*/
