(7-(4*(4*3)))	7443**-
(1*(2+(7+8)))	1278++*
((9/3)+(2+0))	93/20++
(3+((5-5)*5))	355-5*+
(9/(5-(1+9)))	9519+-/
(1+(8*(5-1)))	1851-*+
((8/7)-(7*0))	87/70*-
((2-9)/(4*0))	29-40*/
(2*(5-(5*4)))	2554*-*
(6*(3-(0/8)))	6308/-*
(7*(0+(1*3)))	7013*+*
(9-(0/(3-5)))	9035-/-
(2/(9*(4-1)))	2941-*/
(4*(6+(6/0)))	4660/+*
((0*7)/(7/0))	07*70//
(3/(3*(2-8)))	3328-*/
(3*(0*(1*4)))	3014***
(1*(4*(5-8)))	1458-**
(4*(5/(3-8)))	4538-/*
((1+5)*(3*5))	15+35**
((7-7)*(7-7))	77-77-*
(4-(6/(4/3)))	4643//-
((0-6)+(1-0))	06-10-+
((5+2)-(8*0))	52+80*-
((2-9)/(3*9))	29-39*/
(8/((1-1)/5))	811-5//
(8-(9-(3*2)))	8932*--
(2-(5-(6-0)))	2560---
(8-(3-(4-8)))	8348---
(1/(7/(4/8)))	1748///
(0-(6*(8-6)))	0686-*-
(7/(9/(7-6)))	7976-//
(5+(0+(2+4)))	5024+++
(5+(9*(6/4)))	5964/*+
(1-(0/(4/1)))	1041//-
(1*(7-(4-7)))	1747--*
(1+(9-(0*8)))	1908*-+
((0*7)*(7/5))	07*75/*
(6/(8-(7-9)))	6879--/
((9+(3+4))*3)	934++3*
((3*4)+(8*4))	34*84*+
((6*2)-(5*8))	62*58*-
(6+(4+(2+5)))	6425+++
(1/(1+(0/7)))	1107/+/
(0/(3*(7+9)))	0379+*/
(0+((6+7)+9))	067+9++
((7*6)/(3-0))	76*30-/
(2-(7-(2*3)))	2723*--
(3+(8-(2/5)))	3825/-+
((2-5)+(2+5))	25-25++
(9+(0+(2-9)))	9029-++
(7/(4-(6*1)))	7461*-/
(4/(8/(1-3)))	4813-//
(5-(8-(8-7)))	5887---
(9+(9-(3*9)))	9939*-+
(1-((0+7)*6))	107+6*-
((1/4)+(8+7))	14/87++
((8+4)-(8*2))	84+82*-
(9+(6+(9*1)))	9691*++
(9+(3*(3-2)))	9332-*+
(7+(9-(0+3)))	7903+-+
(3+((1*1)/7))	311*7/+
((3/0)/(6/6))	30/66//
((0+5)*(7+0))	05+70+*
(6-(5*(1/6)))	6516/*-
(7+(7/(0*3)))	7703*/+
((7*(7/4))/8)	774/*8/
(9-((7/1)-7))	971/7--
(2*(4-(9-9)))	2499--*
(8+(8/(1-3)))	8813-/+
(4*(8+(8/2)))	4882/+*
(7/(4*(7/1)))	7471/*/
(4-(3-(5+0)))	4350+--
(2*(8*(7/9)))	2879/**
(6/(5/(7/2)))	6572///
(2+(3*(3/8)))	2338/*+
((6/3)+(1/8))	63/18/+
(4*(8-(5*3)))	4853*-*
(3+(3/(2-5)))	3325-/+
((4/5)-(0/3))	45/03/-
(0*(7/(6/2)))	0762//*
((0-9)+(8*2))	09-82*+
(5*(6-(9/5)))	5695/-*
(6*(9*(2*5)))	6925***
(5+(2+(0*2)))	5202*++
(5-(5+(5-2)))	5552-+-
(1+(3+(1-9)))	1319-++
(9*((4+6)-9))	946+9-*
(1*(2+(8+7)))	1287++*
(5*(6*(1/1)))	5611/**
((3-4)*(1+0))	34-10+*
((8/3)/(4+0))	83/40+/
(4+(7-(2*2)))	4722*-+
((1*8)+(4-3))	18*43-+
(0-(8+(2-0)))	0820-+-
((4/8)-(6/4))	48/64/-
((5-2)-(2/0))	52-20/-
(1-((4*1)-3))	141*3--
(6-(3/(7-8)))	6378-/-
(1+((1+5)+4))	115+4++
(7-(5/(0-8)))	7508-/-
((3*3)*(9/3))	33*93/*
(3-(6+(3+7)))	3637++-
(3-(0-(2/1)))	3021/--
(4*(6/(9/2)))	4692//*
(2*(3*(9+4)))	2394+**
((9+5)/(9+8))	95+98+/
(3-(4/(3+2)))	3432+/-
(5+(3+(9+7)))	5397+++
(2*(2-(7/0)))	2270/-*
(0-(8/(8/1)))	0881//-
(2-((5*1)*7))	251*7*-
(8-(5+(3+2)))	8532++-
(8+(6*(1/7)))	8617/*+
(9/(7+(7*5)))	9775*+/
(5*(9*(4*8)))	5948***
(6/(4*(1*3)))	6413**/
(5*(1/(9/7)))	5197//*
(5*(2+(0*6)))	5206*+*
(8*((3+0)+0))	830+0+*
((7/8)+(1*7))	78/17*+
(5/(8/(7-8)))	5878-//
(7/(9-(2-3)))	7923--/
(7*(4+(2-2)))	7422-+*
((3/5)*(1*9))	35/19**
(2-((0/1)-5))	201/5--
(9+((1*6)-6))	916*6-+
(5-(5+(2*6)))	5526*+-
(9-(8*(8-3)))	9883-*-
((7*6)-(6+2))	76*62+-
(3+(4*(4*1)))	3441**+
((9*0)/(2-9))	90*29-/
(1*(5+(9*2)))	1592*+*
((8-7)/(4+6))	87-46+/
(4-(6+(9+4)))	4694++-
(1*(1+(8/3)))	1183/+*
(4+(4/(6-9)))	4469-/+
((0/(9-3))+8)	093-/8+
(4*(2*(4-1)))	4241-**
(9/(1+(8/2)))	9182/+/
(0/(5/(4-1)))	0541-//
(1*(9*(5+8)))	1958+**
((7-2)+(2*2))	72-22*+
(1/(2+(8+0)))	1280++/
(7/(5-(1+2)))	7512+-/
(2/((5+3)*4))	253+4*/
((2/4)+(8*7))	24/87*+
((3/9)+(5-2))	39/52-+
(1-(9/(9/1)))	1991//-
(9/(6/(4-1)))	9641-//
(3*(8+(7+8)))	3878++*
(4/(8/(5*3)))	4853*//
(3+(9/(1/8)))	3918//+
(2*(4/(7/0)))	2470//*
(7/(2+(1-2)))	7212-+/
(7+(2+(8+0)))	7280+++
(2-(9+(8+7)))	2987++-
(3+(5+(1*8)))	3518*++
(4-(3*(1/0)))	4310/*-
((9+6)/(7*2))	96+72*/
(8*((2*6)/8))	826*8/*
(5/(8+(6*0)))	5860*+/
(7/(2/(5-5)))	7255-//
((2*1)-(6*4))	21*64*-
(0+((7-6)-6))	076-6-+
(0-(7*(2*6)))	0726**-
(0*(5*(3*3)))	0533***
(4/((5+1)*6))	451+6*/
(4*(7+(5/8)))	4758/+*
(5+(4/(7*6)))	5476*/+
(2*(1/(9*6)))	2196*/*
(4+(0-(2+7)))	4027+-+
(2+((3/7)+0))	237/0++
(0/(7-(5/8)))	0758/-/
(3*(6+(3/6)))	3636/+*
(1/(5-(6*9)))	1569*-/
(5-(4+(4/6)))	5446/+-
(1/(0*(8/8)))	1088/*/
((2*3)+(7-0))	23*70-+
(0*(9-(4+4)))	0944+-*
((2/7)*(9-8))	27/98-*
(2*(6+(8+3)))	2683++*
(9-((5/2)/5))	952/5/-
(3-(8/(3/7)))	3837//-
(6+(7-(2*8)))	6728*-+
((2-6)*(6/3))	26-63/*
(3-(3/(7*0)))	3370*/-
(8+(9/(2+9)))	8929+/+
(0*(3/(7+5)))	0375+/*
((0+3)-(0-2))	03+02--
(7-(0*(6*9)))	7069**-
(1-(9-(4*4)))	1944*--
(5*(5/(5-5)))	5555-/*
(1+((1+8)-8))	118+8-+
(8*(2-(0+8)))	8208+-*
((5/2)-(4*2))	52/42*-
(6-(9/(9+7)))	6997+/-
(5/(6+(7/5)))	5675/+/
(0-((4/9)+0))	049/0+-
(2-(0*(3/5)))	2035/*-
(3*(3*(6/8)))	3368/**
(3*(7*(4*5)))	3745***
(3-(8+(0/9)))	3809/+-
(7-(6+(0/0)))	7600/+-
(8*((6+2)-4))	862+4-*
((8-0)+(3-5))	80-35-+
((8-0)-(0/7))	80-07/-
(4+(3+(4+3)))	4343+++
(2*(3-(1*3)))	2313*-*
(0/(0+(2-2)))	0022-+/
(4*(5-(6+9)))	4569+-*
(1+(1/(4-2)))	1142-/+
(4-(9-(4/2)))	4942/--
((3-8)-(1-0))	38-10--
(6-(0+(9+6)))	6096++-
(3-(0+(4/1)))	3041/+-
(1/(7-(3-8)))	1738--/
(7/(5+(4-6)))	7546-+/
(2-(6*(5-7)))	2657-*-
((6/6)/(8/3))	66/83//
(4-(6/(5/9)))	4659//-
((5-0)*(5/0))	50-50/*
(5+(2-(2-0)))	5220--+
(5+(9*(5/3)))	5953/*+
(8+(8-(8/0)))	8880/-+
(2/(8/(2-9)))	2829-//
(7*(1+(5-6)))	7156-+*
(8/(9*(5/2)))	8952/*/
(0+(1-(9/2)))	0192/-+
(2-(6-(7+1)))	2671+--
((9*4)/(5*2))	94*52*/
(4/((7*8)+1))	478*1+/
(0*(3-(7-9)))	0379--*
(9+((2*7)-1))	927*1-+
(7*(0-(4*2)))	7042*-*
((1*5)+(9*7))	15*97*+
(6+(5*(7/3)))	6573/*+
(2-(4+(3-7)))	2437-+-
(9*(9-(0/1)))	9901/-*
((3*6)-(2/5))	36*25/-
(2+((9-0)/3))	290-3/+
(6/(0-(8-9)))	6089--/
((2-6)+(8/9))	26-89/+
(9-(0+(4+9)))	9049++-
(2*(6+(7*8)))	2678*+*
(0-(2-(4*0)))	0240*--
(2/(9-(3*7)))	2937*-/
(8-(6*(7+0)))	8670+*-
((4/7)/(9/0))	47/90//
(4/(1/(1+6)))	4116+//
(9+(0/(0+8)))	9008+/+
(7+(6/(6+4)))	7664+/+
((4/3)/(0-4))	43/04-/
((9*4)+(1*2))	94*12*+
(1-((6+2)+9))	162+9+-
(2-(7/(1+5)))	2715+/-
(5-(0+(2*5)))	5025*+-
(8-(1/(0/2)))	8102//-
(3-(0/(8-6)))	3086-/-
((5*8)-(5+1))	58*51+-
(7-(8/(2/1)))	7821//-
(2-(5-(3/8)))	2538/--
((3/5)*(4+5))	35/45+*
(7+(1-(2+2)))	7122+-+
(2+((7*9)*2))	279*2*+
((0/3)/(1*6))	03/16*/
(2/((8+2)/9))	282+9//
(8/(4/(7-3)))	8473-//
((0+5)*(7*8))	05+78**
(8/(6-(1+6)))	8616+-/
(7+(3*(4/3)))	7343/*+
((5*(2+1))-6)	521+*6-
(8*(9+(7-0)))	8970-+*
((6/(7+5))-2)	675+/2-
(3/(9/(2+2)))	3922+//
(9/(0/(3/4)))	9034///
(8+(9+(8/3)))	8983/++
(1+(6/(8-3)))	1683-/+
(7*((2-7)/9))	727-9/*
((8/7)+(7*6))	87/76*+
((1+2)*(3+2))	12+32+*
(8/(8-(8+6)))	8886+-/
(1*(2/(9*1)))	1291*/*
(5-(1+(6/0)))	5160/+-
(4-((7*4)*3))	474*3*-
(3-(9*(0/9)))	3909/*-
(1/(7-(6-6)))	1766--/
(3+(9/(3*4)))	3934*/+
((7-6)/(3*0))	76-30*/
(0-((4+4)-6))	044+6--
(7/(5+(3+1)))	7531++/
((1*8)-(1-8))	18*18--
(1-(3*(6/1)))	1361/*-
(5/(4*(9*7)))	5497**/
(9*(7+(4*3)))	9743*+*
(7-(7-(7-4)))	7774---
(6-(3+(0*1)))	6301*+-
(5/(0*(6/1)))	5061/*/
(4*(5+(4+9)))	4549++*
((2-7)-(2/9))	27-29/-
(6+(3-(2+5)))	6325+-+
(4*(3-(8*1)))	4381*-*
((1+0)+(5+3))	10+53++
(2/(6/(0/8)))	2608///
(8+(8+(9*6)))	8896*++
((6*3)/(3*9))	63*39*/
((0*7)/(3*5))	07*35*/
(8/(8/(5*4)))	8854*//
(4*(4-(4-8)))	4448--*
((7-0)/(6+5))	70-65+/
(6-(5*(2/5)))	6525/*-
(6/(0*(4*1)))	6041**/
((8-9)*(4/1))	89-41/*
(3-(6*(5/4)))	3654/*-
(3-(5-(9+3)))	3593+--
((7/4)-(8*5))	74/85*-
(6-((1-7)+6))	617-6+-
(7/(7*(8-6)))	7786-*/
(9+(8/(9-1)))	9891-/+
(2+(3/(7/7)))	2377//+
(5-(0+(6*9)))	5069*+-
((3-1)-(7-0))	31-70--
(4+(4/(2/3)))	4423//+
(8-((8+3)/6))	883+6/-
((9*1)-(6*8))	91*68*-
(2+(2/(2*7)))	2227*/+
(9/((3*8)+4))	938*4+/
(6/(6+(4/1)))	6641/+/
(6/((8/5)*5))	685/5*/
(1/(6*(2+0)))	1620+*/
(1-(8-(9-1)))	1891---
(7*(0-(3-3)))	7033--*
(7/(3/(2+9)))	7329+//
(6-(0/(6+3)))	6063+/-
(7-(1+(8*9)))	7189*+-
(2*(8+(4+0)))	2840++*
(9/(8*(3+5)))	9835+*/
(1-(6+(9/7)))	1697/+-
((6+(1+4))-6)	614++6-
(3-(0+(5+4)))	3054++-
(9+(6/(6/5)))	9665//+
((6*(5-5))/6)	655-*6/
((1/4)/(5+4))	14/54+/
(0/(4*(3-3)))	0433-*/
((3+3)*(6+6))	33+66+*
((7-0)*(8-1))	70-81-*
(1*(4*(7-6)))	1476-**
((6*1)*(5*5))	61*55**
(4/(3*(5+9)))	4359+*/
(1*(4+(3*0)))	1430*+*
(9*(7+(5/0)))	9750/+*
(8+((9/9)*8))	899/8*+
(2*(7*(3/8)))	2738/**
(7-(1/(2*8)))	7128*/-
(0*((9*3)-3))	093*3-*
(8*(6-(4+4)))	8644+-*
(3-((8*2)*3))	382*3*-
(4*((9*6)-0))	496*0-*
(4+((0*3)+8))	403*8++
(5*(2/(8-5)))	5285-/*
((4-3)*(6*6))	43-66**
(7+(4/(6/6)))	7466//+
((0+1)-(5-2))	01+52--
(2+(3*(3*0)))	2330**+
(7/((1+4)*7))	714+7*/
((8*2)/(3*1))	82*31*/
(1/(1+(0/6)))	1106/+/
(7*(0/(3-1)))	7031-/*
((5+8)-(9*2))	58+92*-
(1/((3/7)/8))	137/8//
(6/(6-(3*1)))	6631*-/
(5-(4/(8/8)))	5488//-
((7+8)-(5/5))	78+55/-
(1-(8-(8*6)))	1886*--
(2/(9-(8-8)))	2988--/
(7+(9*(3/3)))	7933/*+
((0-(2-4))+7)	024--7+
(3-(6*(0*9)))	3609**-
(4/(0+(6*8)))	4068*+/
(4*(7*(9+9)))	4799+**
((3-3)*(0+5))	33-05+*
(1/(9+(5+6)))	1956++/
(1-(0/(2*4)))	1024*/-
(0*(4-(8/0)))	0480/-*
(7/(7*(7/1)))	7771/*/
(7*((1*9)-6))	719*6-*
((6+(5-7))-9)	657-+9-
(2+(9/(1-1)))	2911-/+
((7+6)/(1*7))	76+17*/
(1+((8+7)+5))	187+5++
(2-(9*(0/5)))	2905/*-
(2/(1/(6*0)))	2160*//
(9+(2-(1-9)))	9219--+
(6*(4+(1+3)))	6413++*
(8*(8*(2-0)))	8820-**
(1/((2*7)-4))	127*4-/
((5*0)+(6+6))	50*66++
(7+(8-(7*8)))	7878*-+
(5/(0*(8*4)))	5084**/
(7-(0/(5*0)))	7050*/-
(2/(6/(4-4)))	2644-//
(7*(9/(3-8)))	7938-/*
(7*(3-(6-4)))	7364--*
(3+(8/(1/7)))	3817//+
(0*(9+(9*4)))	0994*+*
(2*(4-(7/4)))	2474/-*
((2-(4+1))*2)	241+-2*
(1-(5+(6/2)))	1562/+-
(6+(8+(8+1)))	6881+++
(1*(0-(8*1)))	1081*-*
(6*(8/(8*7)))	6887*/*
(4+(1/(8+8)))	4188+/+
(4/(3-(6-7)))	4367--/
(2-((5*1)-8))	251*8--
(0-(2/(2-7)))	0227-/-
(0+(3-(5/2)))	0352/-+
(7-(6-(5/6)))	7656/--
(1-(1-(2/1)))	1121/--
((3-7)*(3/3))	37-33/*
((2+(6+1))/3)	261++3/
(4*(6+(9*7)))	4697*+*
(5*((3*9)-8))	539*8-*
(9*((8/4)/7))	984/7/*
(6/(4/(2+4)))	6424+//
(0-(0+(4*6)))	0046*+-
(4*(5+(9-4)))	4594-+*
((2-7)*(4*6))	27-46**
(4-((0-1)*5))	401-5*-
(1/(2/(3*4)))	1234*//
(0+(6-(4-6)))	0646--+
(2/(8*(9+7)))	2897+*/
(6/(3-(2*7)))	6327*-/
(9+((1/6)+2))	916/2++
((0-9)/(3-5))	09-35-/
((2+0)/(3*5))	20+35*/
(5+(0*(0/7)))	5007/*+
(3-((7-8)*1))	378-1*-
(1*(4/(0*1)))	1401*/*
((1*8)*(7+3))	18*73+*
(2+(1+(9+2)))	2192+++
((2/0)-(4-3))	20/43--
(7/(7/(7-7)))	7777-//
(5+((1-3)+2))	513-2++
(9+(5-(6+4)))	9564+-+
(6+(6/(6*4)))	6664*/+
(1-(7*(9*4)))	1794**-
((8+6)*(3+5))	86+35+*
(3/(4-(9+2)))	3492+-/
(2-(0*(2/2)))	2022/*-
(0/(8+(7-0)))	0870-+/
(0-(3/(0-6)))	0306-/-
(0+(8-(9/5)))	0895/-+
(7+((6/8)*3))	768/3*+
(0/(3-(5-8)))	0358--/
(4/((3-7)/6))	437-6//
((2*3)+(1/9))	23*19/+
(3-(7+(8+3)))	3783++-
(5+(4*(8*0)))	5480**+
(5*(2/(7/3)))	5273//*
(9-(7-(2-8)))	9728---
(2+(5/(1*5)))	2515*/+
(9*(1+(6-5)))	9165-+*
(4*(6+(2-9)))	4629-+*
(6*(5-(9+1)))	6591+-*
((7-8)+(0-5))	78-05-+
(5*(8*(7+1)))	5871+**
(2+(8-(2*3)))	2823*-+
(3*(8+(1+2)))	3812++*
(5-(7/(2-8)))	5728-/-
(1+(3-(2-6)))	1326--+
(4/(4-(0+5)))	4405+-/
(2/((5/5)/9))	255/9//
(4/(6*(6-0)))	4660-*/
(2-((6*7)-7))	267*7--
(2*(9*(1+9)))	2919+**
(8*(4+(5*8)))	8458*+*
(4-(8-(2/3)))	4823/--
(4+(0*(7-5)))	4075-*+
(5*(6-(0-6)))	5606--*
(2/(3/(7*5)))	2375*//
(8*((4+8)*7))	848+7**
((3*(2/4))*1)	324/*1*
(3*(3-(1-4)))	3314--*
(5+(5-(9-3)))	5593--+
(6*(9*(5/7)))	6957/**
(9+(8-(6-6)))	9866--+
(1*(9+(8*2)))	1982*+*
(9*(8*(9/9)))	9899/**
(7-(1*(4-2)))	7142-*-
(4/(2*(2+1)))	4221+*/
(8+(8+(1-1)))	8811-++
(9*(9-(2/0)))	9920/-*
((7/1)*(6+5))	71/65+*
(2/(8-(4/2)))	2842/-/
(5/(9/(4+7)))	5947+//
(0-(3-(7-4)))	0374---
(6+(1/(0+6)))	6106+/+
((4-0)/(2*4))	40-24*/
(4/(6-(8-1)))	4681--/
(9/((1-3)*2))	913-2*/
(6*(0-(3/3)))	6033/-*
(8/(2+(8+9)))	8289++/
(6*(4/(6*9)))	6469*/*
(5/(6+(4/3)))	5643/+/
((6/5)*(7*3))	65/73**
((0/(3+6))+8)	036+/8+
(4-((2*4)+2))	424*2+-
(3-(0*(4*4)))	3044**-
(6+(6/(7/5)))	6675//+
((0/4)-(5/6))	04/56/-
((1-8)+(7-4))	18-74-+
(6-(6/(7-9)))	6679-/-
(1*(6/(9-9)))	1699-/*
(8/(4/(6+8)))	8468+//
(6-(3*(4-6)))	6346-*-
(5+(4-(0+2)))	5402+-+
(5-(7*(7*5)))	5775**-
(0-(3/(1-7)))	0317-/-
(8-(1*(4+0)))	8140+*-
(6*(4-(9/9)))	6499/-*
(3*(2-(0/6)))	3206/-*
(1+(6*(5*3)))	1653**+
(9*(5+(8/7)))	9587/+*
(9-(3/(6*1)))	9361*/-
(8+(2*(0-0)))	8200-*+
(7-(5*(6*3)))	7563**-
(8+(5-(6+2)))	8562+-+
(2/(8/(3/8)))	2838///
(5/(0-(5+7)))	5057+-/
(1+(6+(2*8)))	1628*++
(7+(0*(0*1)))	7001**+
((7-(3+7))*9)	737+-9*
(2+(9+(8/0)))	2980/++
(3/(6/(2-6)))	3626-//
(2*(0/(7+4)))	2074+/*
(9-(0*(5/0)))	9050/*-
(1/(3*(1/9)))	1319/*/
(1/(7+(2-4)))	1724-+/
(4*(0*(7+9)))	4079+**
(6*(0/(7/9)))	6079//*
(8-(9-(0*6)))	8906*--
(3*(6-(6+4)))	3664+-*
(4-(8-(2+2)))	4822+--
(8+(5*(2-5)))	8525-*+
(1+(9+(5*2)))	1952*++
(9+((1+9)+7))	919+7++
(4+(0+(3+3)))	4033+++
((0+2)-(9/0))	02+90/-
((2*(4*9))+0)	249**0+
(4-(4*(6/3)))	4463/*-
(1+(0+(6-2)))	1062-++
(7/(2*(5*8)))	7258**/
(1/((4*3)+6))	143*6+/
(1+((9/4)/2))	194/2/+
((5*0)*(5*8))	50*58**
((9+0)*(8+9))	90+89+*
(7/(3/(8*9)))	7389*//
((3/3)+(4/4))	33/44/+
(7/(2*(3*6)))	7236**/
(5/((9-8)-5))	598-5-/
(9*(3*(7*0)))	9370***
((3*8)-(1-2))	38*12--
(3-(7/(3*5)))	3735*/-
(6-(4/(3+6)))	6436+/-
(0-(9*(4*9)))	0949**-
(3-(2+(8*3)))	3283*+-
(5-(7/(4+2)))	5742+/-
((2*2)*(1-1))	22*11-*
(5*(6-(2/9)))	5629/-*
(4*(1/(0*5)))	4105*/*
((3*6)*(3/1))	36*31/*
(2-(4*(7+1)))	2471+*-
(4+(6+(7*5)))	4675*++
((5/(4/4))*4)	544//4*
(6+(5-(3+4)))	6534+-+
((3/6)+(0*2))	36/02*+
(8*(8*(3-9)))	8839-**
(0/(9-(8*4)))	0984*-/
(5/(4+(2-9)))	5429-+/
(3/(5-(3-7)))	3537--/
((1*(5+7))+6)	157+*6+
(6-(2/(3/5)))	6235//-
(0+(6/(7-8)))	0678-/+
((2*(2/5))*2)	225/*2*
(2+(3+(0+3)))	2303+++
(5*(3/(2-4)))	5324-/*
((8/3)/(4+6))	83/46+/
(5/(0/(9+2)))	5092+//
(9+((0/3)+3))	903/3++
(7/(0*(7/8)))	7078/*/
((8/8)-(5*1))	88/51*-
(7+(0+(4/5)))	7045/++
(4+(0*(5+2)))	4052+*+
(0-(7-(5/2)))	0752/--
(4+(9/(0*3)))	4903*/+
((4/6)*(3*0))	46/30**
((7+2)+(0-9))	72+09-+
((4*8)*(2+9))	48*29+*
(3/(4*(2/5)))	3425/*/
(5*((5-4)*6))	554-6**
(5/(1*(6+3)))	5163+*/
(0-(6-(3+4)))	0634+--
(9/(6/(3-3)))	9633-//
(6/(1+(2/8)))	6128/+/
(2-(6/(6+6)))	2666+/-
(2*(8-(5-5)))	2855--*
(7*(5*(5*2)))	7552***
(9*(1*(1*4)))	9114***
(8*(8/(7-1)))	8871-/*
((3+7)/(8+6))	37+86+/
(5+(3*(9*0)))	5390**+
(5-(6/(8-5)))	5685-/-
(5+(9/(0-7)))	5907-/+
(3-(4/(5*5)))	3455*/-
(9-(1*(4-2)))	9142-*-
(8*(8*(0-4)))	8804-**
((4-3)-(8+8))	43-88+-
((0*3)+(9-9))	03*99-+
(4-(7/(6*2)))	4762*/-
(8-(6/(7-3)))	8673-/-
(1-(2+(1-8)))	1218-+-
(0+((8-9)+1))	089-1++
(5+(5-(7-2)))	5572--+
(2*(8/(9*2)))	2892*/*
(7/(1*(0+9)))	7109+*/
(6-(2*(3/0)))	6230/*-
(4-(5*(8-3)))	4583-*-
((9/3)+(8+6))	93/86++
(9-(7+(9*8)))	9798*+-
(5/(6-(3+4)))	5634+-/
(2-(0*(7+9)))	2079+*-
(5-(6+(6/3)))	5663/+-
(8+(1-(0+9)))	8109+-+
(8-(5+(5*5)))	8555*+-
(9/(1-(1-9)))	9119--/
(5-(8-(3+9)))	5839+--
(0-(1/(3+1)))	0131+/-
((1-6)/(1-0))	16-10-/
(2*(3+(9+9)))	2399++*
(1*(3/(9-8)))	1398-/*
((7-6)-(6+9))	76-69+-
(1+((7-4)/9))	174-9/+
(3-(7-(3-1)))	3731---
(7/(3-(0*1)))	7301*-/
(7/(4+(5-6)))	7456-+/
(3*(2/(1+8)))	3218+/*
(7+(2/(9/8)))	7298//+
(9-(3-(1+5)))	9315+--
(4+((9+1)-7))	491+7-+
(9+(7*(8*5)))	9785**+
(7*(3-(1/2)))	7312/-*
(0+(0-(8+4)))	0084+-+
(3-(5-(2-6)))	3526---
(9-(6/(0*8)))	9608*/-
(3+((9-0)*1))	390-1*+
(6+(0/(9*8)))	6098*/+
((8*6)/(2-6))	86*26-/
(5-(7+(9*3)))	5793*+-
((2-0)*(2-6))	20-26-*
(0/(9/(7-2)))	0972-//
(7*(5-(8*1)))	7581*-*
(8/(0/(6*8)))	8068*//
(5/(6*(7+8)))	5678+*/
(4*(3+(7*6)))	4376*+*
(1-(9+(9+9)))	1999++-
(9+(0-(2-5)))	9025--+
((4*6)-(0*0))	46*00*-
((3+2)-(2*6))	32+26*-
(0/(7+(3-5)))	0735-+/
((3+2)*(1+5))	32+15+*
((5+8)-(0/0))	58+00/-
((9-0)*(6/7))	90-67/*
(7/(2+(8+6)))	7286++/
(7/(7/(5+9)))	7759+//
(1/(3-(0+4)))	1304+-/
((5*8)+(7/2))	58*72/+
(4*((6+7)-3))	467+3-*
(5/(0*(3+5)))	5035+*/
(2*(3/(8+5)))	2385+/*
(4+((1-8)-7))	418-7-+
(6+(8+(5-8)))	6858-++
(3/(3/(1*4)))	3314*//
(3+(4*(2-7)))	3427-*+
(5+(9-(8-9)))	5989--+
(8+(2-(4/2)))	8242/-+
(1*(8+(2-2)))	1822-+*
(1+(5*(3/4)))	1534/*+
(8+(1+(7*7)))	8177*++
((1/4)/(6*2))	14/62*/
(0+(0*(6*7)))	0067**+
((6/9)/(3+2))	69/32+/
(0+(5-(1*4)))	0514*-+
(8*(6*(8+8)))	8688+**
(7/(8+(1+4)))	7814++/
(5-(8+(9*7)))	5897*+-
((7+5)/(9/2))	75+92//
(7-(3*(9*8)))	7398**-
((8-8)*(4+8))	88-48+*
(0+(2+(4*5)))	0245*++
((8-1)/(4*2))	81-42*/
(0/(9-(2*6)))	0926*-/
(0*(3-(6-5)))	0365--*
((9-0)+(4/4))	90-44/+
(1+(9+(3-7)))	1937-++
((6/8)-(1*1))	68/11*-
(5+(0+(7/9)))	5079/++
(6/(4*(8+1)))	6481+*/
((3-6)-(3/2))	36-32/-
(3-((8*6)/0))	386*0/-
(5+(2/(1+9)))	5219+/+
(6-((1+2)*8))	612+8*-
((5*(6-5))+3)	565-*3+
(0-(3-(4+9)))	0349+--
(0*(4+(2-5)))	0425-+*
(7*(4+(6-2)))	7462-+*
(3-((8+6)-0))	386+0--
(9+(8*(0-8)))	9808-*+
(8+(2-(6*0)))	8260*-+
(8*((8-9)-7))	889-7-*
((4+9)/(7/8))	49+78//
(8+(2/(3+4)))	8234+/+
(7*(0+(3*4)))	7034*+*
(9+(7-(5*9)))	9759*-+
(7+(6/(0+1)))	7601+/+
(3-(3-(0+7)))	3307+--
(7*(5+(3/8)))	7538/+*
(8+(2*(5-9)))	8259-*+
((8/(4/5))/9)	845//9/
(7/(2+(7-9)))	7279-+/
(9+(1-(4+8)))	9148+-+
(5/(8*(6-2)))	5862-*/
(4*(1+(6/6)))	4166/+*
(9+(7-(4*0)))	9740*-+
((9-9)/(5*3))	99-53*/
(3-(3+(6*4)))	3364*+-
(8*((7+0)-4))	870+4-*
(1+(6*(9-0)))	1690-*+
(6-((2+6)/0))	626+0/-
(1*((0/7)*4))	107/4**
(8/(9+(4+2)))	8942++/
(6+(4+(2/8)))	6428/++
(7+(5/(2-6)))	7526-/+
(5*(6/(5*4)))	5654*/*
(4-(4+(6/8)))	4468/+-
(5-(4*(3+5)))	5435+*-
(6*(0+(7+0)))	6070++*
(2-((0/4)-9))	204/9--
(9/(0+(8*1)))	9081*+/
(3+((4+3)+3))	343+3++
(3-(6-(1*6)))	3616*--
((6-4)*(0*8))	64-08**
(3*(9/(7*9)))	3979*/*
(1+(1*(8+6)))	1186+*+
(1-(3+(6-6)))	1366-+-
(2+(0+(1+2)))	2012+++
(7-(9-(0*7)))	7907*--
(8*(4/(9+7)))	8497+/*
((6*8)/(6*2))	68*62*/
(8-((3/7)-1))	837/1--
(2/(3-(1/2)))	2312/-/
(6*((4-1)-9))	641-9-*
(3-(9/(4+3)))	3943+/-
(0*(1+(5-9)))	0159-+*
(9+(6-(7+2)))	9672+-+
(1*(9-(8/4)))	1984/-*
