((3-0)/8)	30-8/
(1+(2*2))	122*+
((7*2)*0)	72*0*
((8*0)*4)	80*4*
((7+9)/1)	79+1/
(7*(9/0))	790/*
(5+(1-3))	513-+
(6/(5+3))	653+/
((5/1)/9)	51/9/
(9/(9+4))	994+/
(0+(6/3))	063/+
(0/(0/3))	003//
(2+(1-7))	217-+
(6-(7*5))	675*-
((7-7)-7)	77-7-
((8-2)-0)	82-0-
((9/3)/7)	93/7/
((1/4)+0)	14/0+
(2*(8+9))	289+*
(5+(9*8))	598*+
(3/(9-1))	391-/
((3+6)-9)	36+9-
(8+(8-6))	886-+
((0*6)/1)	06*1/
(4/(0-6))	406-/
(1*(8/7))	187/*
(5+(6/7))	567/+
(7*(3-2))	732-*
(5*(0/7))	507/*
(9*(3*3))	933**
(9*(3+2))	932+*
(1+(7/8))	178/+
(4-(9/4))	494/-
((8/3)+9)	83/9+
(6/(8+7))	687+/
(2*(9*6))	296**
(9-(6+5))	965+-
((3-5)*5)	35-5*
(7/(8*0))	780*/
((9*4)+2)	94*2+
(2+(9*0))	290*+
(4*(8-2))	482-*
((7+0)/2)	70+2/
((0-5)-7)	05-7-
(9/(0/2))	902//
((2-3)*0)	23-0*
(3/(1+9))	319+/
(0/(8*9))	089*/
(6-(8+5))	685+-
(1-(1+0))	110+-
(2/(1/2))	212//
(7/(0+9))	709+/
(0*(9-8))	098-*
(8*(5*3))	853**
(7/(6-3))	763-/
(7-(4-9))	749--
(0-(0/5))	005/-
((3-7)+9)	37-9+
((2+0)-2)	20+2-
(5+(3+1))	531++
(7/(0*9))	709*/
((7/5)/4)	75/4/
(9-(8/9))	989/-
((6-2)*4)	62-4*
(6*(4*9))	649**
(6-(6*2))	662*-
((2-3)-3)	23-3-
(9/(6*2))	962*/
(1*(9/5))	195/*
(0*(4-0))	040-*
((1+7)*2)	17+2*
(7-(9/3))	793/-
((3-7)/4)	37-4/
(4+(5-8))	458-+
((9+6)-0)	96+0-
((1-4)/0)	14-0/
((4*4)+2)	44*2+
(1+(7+6))	176++
((2+4)*7)	24+7*
(1*(8+3))	183+*
((9-4)-9)	94-9-
(6-(2+5))	625+-
((7/3)+3)	73/3+
(7*(4*5))	745**
(1-(3+0))	130+-
(8-(5/5))	855/-
(5+(2+5))	525++
(3/(4/6))	346//
(5*(1+1))	511+*
(7*(4+7))	747+*
(3*(6+3))	363+*
(1/(3+9))	139+/
((5*2)+0)	52*0+
(2*(7-7))	277-*
(2/(8/7))	287//
((3*7)-3)	37*3-
(2*(0+1))	201+*
(2+(3+5))	235++
(5-(2-5))	525--
(9/(0*8))	908*/
(8+(7*6))	876*+
(7-(2+3))	723+-
((9-8)-9)	98-9-
(2/(8/8))	288//
(9+(5*4))	954*+
(8+(3-3))	833-+
(5*(6*0))	560**
(8/(4+8))	848+/
(9*(7*7))	977**
(1+(4*0))	140*+
(8/(9+1))	891+/
(7*(8+0))	780+*
((0+7)*3)	07+3*
(5+(4+4))	544++
((2-1)-1)	21-1-
((6+2)+3)	62+3+
((5/8)+3)	58/3+
((3+2)*9)	32+9*
(2-(6-5))	265--
(8+(2+6))	826++
((4*2)+8)	42*8+
((7*7)+5)	77*5+
(0/(2*0))	020*/
(7*(2*7))	727**
(7/(3+1))	731+/
((9+3)+0)	93+0+
(2-(8-8))	288--
(3*(4-4))	344-*
(6/(7+9))	679+/
((4/9)+2)	49/2+
(6+(2*4))	624*+
(2+(9-5))	295-+
(3/(2*4))	324*/
((6+4)*3)	64+3*
((5+7)-2)	57+2-
((2+7)-2)	27+2-
(2-(0+4))	204+-
(7/(4*1))	741*/
(3*(3+2))	332+*
((1/8)-0)	18/0-
(5+(4+1))	541++
(9/(1/4))	914//
(8-(8*3))	883*-
(6+(1+4))	614++
(4*(5*8))	458**
(1+(9-5))	195-+
(1/(8-1))	181-/
(8/(3-8))	838-/
((5+7)-9)	57+9-
((9+3)*3)	93+3*
(1-(9/2))	192/-
((2-2)+9)	22-9+
(9+(4*5))	945*+
((3*5)/1)	35*1/
(5/(6+4))	564+/
(5*(3-4))	534-*
(4-(1/1))	411/-
(9+(1/9))	919/+
(7+(6+7))	767++
(6-(1+0))	610+-
(5-(3/5))	535/-
((4*8)-1)	48*1-
(5*(0*3))	503**
(5/(8*8))	588*/
(3*(1/4))	314/*
(5/(8*3))	583*/
((5/4)/8)	54/8/
(4-(2-9))	429--
((9*5)*8)	95*8*
(1+(3-4))	134-+
((0+1)/3)	01+3/
((5*2)+2)	52*2+
(6+(0/8))	608/+
(8*(7*9))	879**
(7+(4/0))	740/+
(2/(5-7))	257-/
(2+(3/9))	239/+
(8/(5/8))	858//
(7+(8-1))	781-+
(2-(1/4))	214/-
(1+(9+3))	193++
(4-(0/5))	405/-
((1*1)/7)	11*7/
((9/4)-6)	94/6-
(3-(1*4))	314*-
((0-7)+0)	07-0+
(2*(9+7))	297+*
((9/0)*7)	90/7*
(7/(3+9))	739+/
(2/(2/4))	224//
(6/(4*3))	643*/
(8-(9/1))	891/-
((3*5)/0)	35*0/
(5-(1-8))	518--
(3-(4-5))	345--
(5-(6/0))	560/-
((6-6)*6)	66-6*
((3*5)*8)	35*8*
((0+8)+7)	08+7+
(9/(8/1))	981//
(6/(1*9))	619*/
(9-(4+3))	943+-
((2-5)-0)	25-0-
(3-(1-9))	319--
(6+(1*4))	614*+
((6/9)*5)	69/5*
(7-(0+5))	705+-
(9*(8*9))	989**
(5+(8*8))	588*+
((0+2)+3)	02+3+
(9/(3/3))	933//
(9*(8*6))	986**
((3+3)+7)	33+7+
(8-(9*6))	896*-
(8/(7+4))	874+/
(4/(9*8))	498*/
(9+(0+1))	901++
((6+3)+4)	63+4+
(7-(2-1))	721--
((4+3)*4)	43+4*
(3-(5*6))	356*-
(9-(4-5))	945--
((9+1)/8)	91+8/
(9+(9/2))	992/+
((0/8)+3)	08/3+
((7*6)-8)	76*8-
(8+(6-6))	866-+
(4+(9*2))	492*+
(5-(1/4))	514/-
(5/(9/2))	592//
((4-8)*9)	48-9*
(0/(9/7))	097//
((4-0)/9)	40-9/
(8/(7+7))	877+/
((6-9)/5)	69-5/
(4/(9-4))	494-/
(1/(4*6))	146*/
(7/(9*1))	791*/
((4*9)/6)	49*6/
((2-6)/7)	26-7/
((3-5)-2)	35-2-
((9+2)/7)	92+7/
(3-(7/7))	377/-
((1-1)-9)	11-9-
(1*(8*8))	188**
((4/6)+8)	46/8+
(1*(8-6))	186-*
(1/(4-2))	142-/
(8/(9*6))	896*/
((7*0)/1)	70*1/
((6/5)+5)	65/5+
((6/1)/2)	61/2/
((0+9)/0)	09+0/
((6*9)*2)	69*2*
((3*5)/9)	35*9/
(1+(8+8))	188++
(3-(8*5))	385*-
(3-(3-4))	334--
(8-(9/3))	893/-
((8*5)*6)	85*6*
((9/3)+9)	93/9+
(6+(1-4))	614-+
(9/(4-6))	946-/
(9+(9/4))	994/+
(0*(7+8))	078+*
(3/(9+2))	392+/
(2+(4+3))	243++
((1+3)-9)	13+9-
(2*(7-5))	275-*
((7*8)/9)	78*9/
(2/(0+7))	207+/
((0/0)/1)	00/1/
((0+7)/3)	07+3/
(2-(8-9))	289--
((1*4)-9)	14*9-
(3/(6*6))	366*/
((3*6)/6)	36*6/
(0-(2*4))	024*-
(2-(4/1))	241/-
(7*(1/3))	713/*
(5/(3-0))	530-/
((2*4)*4)	24*4*
(0/(5-2))	052-/
(0+(3/9))	039/+
(6*(8*7))	687**
((3-9)+5)	39-5+
(2+(2+7))	227++
(2-(6/4))	264/-
(5-(2*5))	525*-
((1*6)*4)	16*4*
((4/7)*0)	47/0*
((1+6)*9)	16+9*
((0-5)-8)	05-8-
((1-9)+3)	19-3+
((9-9)*6)	99-6*
(4-(9+8))	498+-
(3+(8/9))	389/+
((8+1)-3)	81+3-
(4*(9+9))	499+*
(0*(3-8))	038-*
((4/3)/3)	43/3/
((6/7)*3)	67/3*
(1/(8/4))	184//
(8+(9/8))	898/+
((7/5)/9)	75/9/
(7/(0/8))	708//
(3/(6+7))	367+/
(8*(6/4))	864/*
(6-(7*0))	670*-
(2*(6/8))	268/*
(3-(4/1))	341/-
((8+2)-2)	82+2-
(6*(4/5))	645/*
(1-(8/1))	181/-
(4-(8*8))	488*-
(6+(1*4))	614*+
((1+4)*8)	14+8*
(2-(5-8))	258--
((6/5)*4)	65/4*
((1+2)/0)	12+0/
(3-(7*9))	379*-
(4*(8-1))	481-*
(2*(3-3))	233-*
(0*(8/0))	080/*
((1*4)*0)	14*0*
(9-(5*6))	956*-
(3-(6*8))	368*-
(8+(6+9))	869++
(8*(0-1))	801-*
((9/9)*2)	99/2*
((5*3)/2)	53*2/
((9-3)-9)	93-9-
(7-(8*1))	781*-
((8/1)-5)	81/5-
((0/3)-2)	03/2-
((1/8)+8)	18/8+
(8-(5-2))	852--
(0/(5*7))	057*/
((4*8)/2)	48*2/
((6-2)-7)	62-7-
((4+8)*1)	48+1*
(9*(6+9))	969+*
(4-(7+8))	478+-
(8*(0*6))	806**
((6*4)+5)	64*5+
((1+9)/6)	19+6/
(6/(4-4))	644-/
((2-3)*1)	23-1*
((7/8)-5)	78/5-
(1-(4+7))	147+-
(9*(1-9))	919-*
((6+6)/3)	66+3/
((5+2)/8)	52+8/
(0-(0*2))	002*-
(6+(1+0))	610++
(5/(6-9))	569-/
(7/(3+7))	737+/
(2/(9/0))	290//
((3-8)+7)	38-7+
(7+(9-8))	798-+
(6+(3-0))	630-+
(7+(4+5))	745++
((5-7)-7)	57-7-
((0*8)+4)	08*4+
(2*(9/5))	295/*
(4-(3+8))	438+-
(8-(8/0))	880/-
(4-(7+9))	479+-
(7/(4+3))	743+/
((5/4)-7)	54/7-
((2*4)*8)	24*8*
(2-(3+4))	234+-
(6+(5-8))	658-+
(7+(9/2))	792/+
((1*2)+9)	12*9+
(1+(4/9))	149/+
(8+(2-2))	822-+
((9-2)*9)	92-9*
((4+7)+1)	47+1+
((9-4)/8)	94-8/
(1+(6/9))	169/+
(4-(3-1))	431--
((0-9)-4)	09-4-
((7*5)/0)	75*0/
(1*(4*2))	142**
((5*7)-0)	57*0-
(4-(3+9))	439+-
(5-(8*4))	584*-
(5*(7+2))	572+*
(0+(1-7))	017-+
((2*7)-3)	27*3-
((1+6)-7)	16+7-
(2+(4-5))	245-+
(4+(1*3))	413*+
((0-5)/8)	05-8/
((5/0)*8)	50/8*
(1/(8-0))	180-/
(6/(1+7))	617+/
(8/(2*4))	824*/
((2/2)+0)	22/0+
((3+0)*1)	30+1*
((6-6)*9)	66-9*
(0/(2+5))	025+/
((1-7)-0)	17-0-
((0-6)/8)	06-8/
(7-(7+4))	774+-
((9+9)/6)	99+6/
(2-(2-1))	221--
(8*(8-6))	886-*
((2*3)-1)	23*1-
((2-8)-6)	28-6-
(9+(2+8))	928++
(3/(5-9))	359-/
((9*1)/3)	91*3/
((2/3)+4)	23/4+
(4+(3*1))	431*+
(3*(5+5))	355+*
((1/8)*7)	18/7*
(8+(7*8))	878*+
((6+5)+4)	65+4+
((5*5)-6)	55*6-
(1*(2-6))	126-*
((1+1)-0)	11+0-
(6-(4+7))	647+-
((7/8)+6)	78/6+
((7/4)/8)	74/8/
(1/(4-9))	149-/
((6/2)*6)	62/6*
(4*(8+4))	484+*
(8-(9-1))	891--
((0+3)/1)	03+1/
(8-(8*1))	881*-
(2/(3*2))	232*/
(0+(5-8))	058-+
((2-0)+4)	20-4+
(7-(6+7))	767+-
((3*4)-9)	34*9-
(2-(8*1))	281*-
(8-(3/8))	838/-
((8/1)/5)	81/5/
((2-9)+4)	29-4+
((8/6)/2)	86/2/
((2+4)+1)	24+1+
((8+7)*7)	87+7*
((3+1)*8)	31+8*
(7/(8+8))	788+/
((3/8)+6)	38/6+
(1*(5/8))	158/*
((0-6)*8)	06-8*
((3+2)-7)	32+7-
(5/(8-8))	588-/
(2-(8+4))	284+-
((8*5)*3)	85*3*
(5/(1+0))	510+/
((0/2)+0)	02/0+
(6+(8-8))	688-+
((6+0)-8)	60+8-
(9-(9+2))	992+-
(7/(4+6))	746+/
((3-1)-2)	31-2-
(3/(8/4))	384//
(8*(0/5))	805/*
(1/(8+0))	180+/
((9+9)/8)	99+8/
((5/1)*1)	51/1*
(3/(5-9))	359-/
(1+(1-4))	114-+
((7/6)/0)	76/0/
((9/8)*1)	98/1*
((1/0)/8)	10/8/
((4+4)-5)	44+5-
(6/(4/7))	647//
((6*5)*9)	65*9*
(0*(6-8))	068-*
((9+6)/8)	96+8/
(8+(7*9))	879*+
((9+7)-0)	97+0-
(0/(8+3))	083+/
(5+(7-3))	573-+
(0/(9-0))	090-/
((8/4)/3)	84/3/
(9*(9*6))	996**
(4/(0+3))	403+/
(7+(4+1))	741++
(4*(1-5))	415-*
(0*(0+9))	009+*
((3*8)-0)	38*0-
(4*(8/3))	483/*
((8/0)*1)	80/1*
(2*(2-1))	221-*
((6*2)/2)	62*2/
((5*7)/0)	57*0/
((6/0)/5)	60/5/
(0*(2+6))	026+*
((6-6)/3)	66-3/
((6/4)+3)	64/3+
(8/(0*8))	808*/
((6*0)*9)	60*9*
(2*(6+3))	263+*
(9/(4+8))	948+/
((2/3)/9)	23/9/
((2*3)+9)	23*9+
(3+(6/6))	366/+
((8-0)-5)	80-5-
(3/(8+8))	388+/
(1-(9+1))	191+-
((4*5)*9)	45*9*
((8-0)+9)	80-9+
(6/(1*0))	610*/
(4*(4-6))	446-*
(1+(1*3))	113*+
(0-(2-1))	021--
(5+(1*2))	512*+
(5/(9/5))	595//
((6+0)-6)	60+6-
((1*0)+9)	10*9+
((9*6)+2)	96*2+
(1+(0-5))	105-+
((6-0)/7)	60-7/
(3/(9/0))	390//
((4+4)-1)	44+1-
(2*(5+4))	254+*
(7-(7/5))	775/-
(7+(8*6))	786*+
(7*(1-2))	712-*
((3+5)+7)	35+7+
((6+6)/4)	66+4/
(3*(2*8))	328**
(7-(5/2))	752/-
(9-(0-4))	904--
((3-7)+6)	37-6+
((2*3)/2)	23*2/
(5*(9+9))	599+*
(5-(9*5))	595*-
((0+5)-4)	05+4-
(5/(5/1))	551//
(6/(7+8))	678+/
((1+2)+8)	12+8+
(3+(0+2))	302++
((1+7)-4)	17+4-
(4+(8/3))	483/+
((1-6)-6)	16-6-
(9-(1*4))	914*-
(5+(0+5))	505++
(7+(1/2))	712/+
((2-1)-9)	21-9-
((0*4)*3)	04*3*
((7-8)+4)	78-4+
((7*8)-2)	78*2-
(8-(3+3))	833+-
(5-(4-9))	549--
(6+(4+0))	640++
(4/(6+8))	468+/
((3-2)*7)	32-7*
(2*(3-0))	230-*
(1/(9*7))	197*/
(0*(4-0))	040-*
((1-8)+6)	18-6+
(4+(8+3))	483++
(7+(2+2))	722++
(7*(3/1))	731/*
(2+(4+4))	244++
(2*(3/4))	234/*
((3*8)-4)	38*4-
(3*(6-7))	367-*
((5/3)+9)	53/9+
((4+9)/7)	49+7/
((7/5)/3)	75/3/
(8+(5*7))	857*+
(3*(2*2))	322**
((9*8)*7)	98*7*
(9-(6-4))	964--
((7+8)-7)	78+7-
(7-(8/9))	789/-
(0+(6+6))	066++
(4+(1*5))	415*+
(4*(5/6))	456/*
(5*(7/6))	576/*
(0+(5+1))	051++
(2/(3*2))	232*/
((4+5)/2)	45+2/
((4-2)*2)	42-2*
((3+2)*7)	32+7*
(8/(1*1))	811*/
(0/(7+5))	075+/
((3+7)-7)	37+7-
(1/(0/9))	109//
((9*8)*8)	98*8*
((2*5)-7)	25*7-
(5/(2/7))	527//
((7/8)-5)	78/5-
((5*3)+0)	53*0+
(3-(0*6))	306*-
(0-(8+6))	086+-
(3-(4*7))	347*-
((1*0)-0)	10*0-
(8/(6+2))	862+/
(0/(5*2))	052*/
(6*(7-6))	676-*
((3+5)+3)	35+3+
(4/(5*4))	454*/
((2+2)*5)	22+5*
(0+(8-5))	085-+
(6/(7+5))	675+/
((4/1)*0)	41/0*
(3*(9*6))	396**
((3+1)/1)	31+1/
(0/(1*1))	011*/
(0*(4/3))	043/*
((6+5)-3)	65+3-
((0*1)+7)	01*7+
(9*(6/4))	964/*
(0-(6+8))	068+-
(7*(0*8))	708**
((4-6)*5)	46-5*
(8*(4-9))	849-*
(3/(1/1))	311//
((6-6)*5)	66-5*
(0/(0-6))	006-/
((5-8)+3)	58-3+
((6+8)+9)	68+9+
(9/(4/4))	944//
((6/5)*7)	65/7*
((2/9)+7)	29/7+
((7*9)/8)	79*8/
((0/3)-2)	03/2-
((7-2)/9)	72-9/
((0*1)*4)	01*4*
((2/4)-4)	24/4-
(1/(2+9))	129+/
((0/0)/1)	00/1/
(8+(2/7))	827/+
((6/4)-4)	64/4-
(7*(3+9))	739+*
((6-9)+9)	69-9+
((6-0)*9)	60-9*
((5/9)-5)	59/5-
(9*(3+2))	932+*
(8*(3+9))	839+*
((9/9)+8)	99/8+
(9-(4-2))	942--
((6-6)*6)	66-6*
((2+4)-6)	24+6-
(6/(5+4))	654+/
((1/3)-6)	13/6-
((3+5)/6)	35+6/
((3-0)-3)	30-3-
(0/(2*5))	025*/
((2/0)/3)	20/3/
((8-8)/7)	88-7/
(2/(7-7))	277-/
(9/(5-2))	952-/
(7/(5/7))	757//
((8+5)/3)	85+3/
(3*(4-2))	342-*
(9+(5*3))	953*+
((6-9)+8)	69-8+
(6*(7-8))	678-*
((7/6)/1)	76/1/
((8/3)+6)	83/6+
(8/(0-6))	806-/
((7*8)+0)	78*0+
(3-(3+0))	330+-
(0*(0+8))	008+*
(7*(1+8))	718+*
(7+(8+8))	788++
((4*6)*7)	46*7*
((8-1)+5)	81-5+
((8-2)*2)	82-2*
((1-8)/9)	18-9/
(1+(5*5))	155*+
(0-(6*5))	065*-
((2+4)+9)	24+9+
(1-(1*2))	112*-
(8+(9*6))	896*+
(6-(4-0))	640--
(8+(4-9))	849-+
(8-(1/2))	812/-
(7*(4/4))	744/*
(9/(6+0))	960+/
(0-(6-3))	063--
(1+(9+7))	197++
(5/(0/7))	507//
(5+(4/0))	540/+
(0*(0+0))	000+*
((2+9)+3)	29+3+
(4+(5*2))	452*+
(0+(4*4))	044*+
((4/0)*1)	40/1*
((9/7)-5)	97/5-
((7*7)/6)	77*6/
(4-(1/0))	410/-
(8-(2*0))	820*-
(6+(2*3))	623*+
((3*1)*5)	31*5*
(9/(7/9))	979//
(7-(9*3))	793*-
((5/4)+2)	54/2+
(3/(8*1))	381*/
((2+6)+7)	26+7+
(6/(0/0))	600//
((6-5)*3)	65-3*
((1*7)-2)	17*2-
((3+4)-6)	34+6-
(3/(0/3))	303//
((7*9)-1)	79*1-
((3+0)-5)	30+5-
((3*2)-4)	32*4-
((2/0)-4)	20/4-
((4+6)/5)	46+5/
(2+(1+6))	216++
(2*(9*2))	292**
(1+(6+0))	160++
((4*5)/2)	45*2/
(7-(9/7))	797/-
((1*3)-0)	13*0-
(9/(8/6))	986//
((9-6)/5)	96-5/
(2*(5+7))	257+*
((6-4)-1)	64-1-
(3-(6/9))	369/-
(6+(0+6))	606++
(4-(7-8))	478--
((4/5)+0)	45/0+
(6-(5/7))	657/-
(4-(7-4))	474--
(0/(4+1))	041+/
(1/(0/5))	105//
((9-9)*4)	99-4*
(8+(4/1))	841/+
((9*3)/6)	93*6/
(0*(8*4))	084**
(3-(1+2))	312+-
(3-(4/2))	342/-
(6-(0/7))	607/-
((9*4)*5)	94*5*
((3*5)*6)	35*6*
(9/(0-5))	905-/
((8/2)*3)	82/3*
(6+(0-1))	601-+
((8*2)-9)	82*9-
(5/(3*0))	530*/
((7/1)/3)	71/3/
(6+(3-1))	631-+
(4-(9/9))	499/-
(6-(1-4))	614--
((4+1)+9)	41+9+
(8*(1-8))	818-*
(6*(6-1))	661-*
(3/(8+7))	387+/
(8+(4/6))	846/+
((4*7)/3)	47*3/
(6/(7*1))	671*/
((7-7)*4)	77-4*
(2/(6-9))	269-/
((1*0)-2)	10*2-
((5*9)-0)	59*0-
(3-(7-8))	378--
(9/(8/6))	986//
(7+(9/7))	797/+
((0*6)*9)	06*9*
((1*8)+5)	18*5+
((9-5)*2)	95-2*
(9-(8-5))	985--
(5+(1/4))	514/+
(6/(7-0))	670-/
((0+0)-7)	00+7-
(0*(0-8))	008-*
(2*(1*1))	211**
(8-(2*3))	823*-
((4/2)*6)	42/6*
(6+(7+8))	678++
((6/4)/0)	64/0/
((8/0)*2)	80/2*
((3*7)/8)	37*8/
((2+1)+6)	21+6+
((0-0)*9)	00-9*
(2+(7-1))	271-+
((8/0)-3)	80/3-
((2/5)-8)	25/8-
(0*(1/0))	010/*
((6/0)*0)	60/0*
(1*(9-6))	196-*
(0*(0*8))	008**
((6-7)+1)	67-1+
(2*(4/8))	248/*
((0+8)+5)	08+5+
(5/(2/2))	522//
(2*(5/4))	254/*
(0/(9-8))	098-/
(6-(3-3))	633--
(2-(7/8))	278/-
(3*(2-7))	327-*
(8-(0*3))	803*-
((2*6)*3)	26*3*
((4/8)-0)	48/0-
(6+(2/7))	627/+
(7-(7/7))	777/-
(2+(8+6))	286++
(4/(6+3))	463+/
(5/(2*9))	529*/
((7/5)/3)	75/3/
(2/(6-5))	265-/
((2/1)/9)	21/9/
(2+(3-8))	238-+
(9*(0+1))	901+*
((5*3)/9)	53*9/
(8*(7*9))	879**
(0+(9/5))	095/+
(0-(8-1))	081--
((3-1)/7)	31-7/
((6*3)+2)	63*2+
(8-(0-5))	805--
(3/(8*0))	380*/
(2*(5*1))	251**
((9*3)-4)	93*4-
((7/4)*8)	74/8*
((8+2)+4)	82+4+
((6*2)-7)	62*7-
(3/(0*8))	308*/
((2*7)+9)	27*9+
(2-(7+3))	273+-
(7/(1+3))	713+/
((1/9)*9)	19/9*
(3/(5*2))	352*/
(6-(1*8))	618*-
(0+(3+6))	036++
(8*(9+2))	892+*
((9-3)/4)	93-4/
((7*4)*0)	74*0*
((2*2)*3)	22*3*
((5*6)+1)	56*1+
(8-(9*0))	890*-
(4*(0-7))	407-*
(7/(7/6))	776//
((5-8)/3)	58-3/
((1+8)*4)	18+4*
(6+(1/2))	612/+
((4-0)/9)	40-9/
(9-(5+1))	951+-
((1*0)/2)	10*2/
((6+2)+9)	62+9+
(9+(6+8))	968++
((9*5)*0)	95*0*
(7*(1*2))	712**
(7*(9-3))	793-*
(0/(7+0))	070+/
(4-(3/0))	430/-
(0*(8/4))	084/*
(2/(8-4))	284-/
((5+6)-9)	56+9-
(5-(9/8))	598/-
(5*(0+2))	502+*
(3/(0+6))	306+/
(1-(0-3))	103--
(3*(7*1))	371**
(5-(0/3))	503/-
(1-(8*4))	184*-
(1*(8-0))	180-*
((8*9)*3)	89*3*
((5*7)/7)	57*7/
((1/2)+3)	12/3+
((9/0)/5)	90/5/
(7-(5/1))	751/-
(7*(3+1))	731+*
((3+2)-7)	32+7-
(5/(5+3))	553+/
(6+(1/2))	612/+
((0*7)+6)	07*6+
((4*8)/4)	48*4/
(7+(1+5))	715++
((7-0)/7)	70-7/
(1*(0/6))	106/*
(0*(4/2))	042/*
((7/6)+2)	76/2+
((3/6)-6)	36/6-
((0+7)+4)	07+4+
(3*(6+2))	362+*
((2/5)-4)	25/4-
(1/(3*8))	138*/
((6-2)/1)	62-1/
(8+(8-0))	880-+
(2*(2*8))	228**
(1*(7/8))	178/*
(9-(5*8))	958*-
((3/2)-8)	32/8-
(0/(4*8))	048*/
((8/5)*0)	85/0*
((8+9)+9)	89+9+
(4*(8*9))	489**
(0/(9/2))	092//
(4+(5*2))	452*+
((3-0)-9)	30-9-
(9-(8+2))	982+-
(3*(8/2))	382/*
((9-9)/3)	99-3/
((1/0)/8)	10/8/
((7/7)+0)	77/0+
((5-1)/4)	51-4/
(7*(9/2))	792/*
((8-6)+9)	86-9+
((0+4)+5)	04+5+
(3*(2+6))	326+*
(7-(5/4))	754/-
(9-(1+9))	919+-
((9+2)*0)	92+0*
(0-(7*3))	073*-
(8-(2/4))	824/-
((1+4)+4)	14+4+
(1+(4*3))	143*+
(9+(8*8))	988*+
((9+1)+3)	91+3+
(5-(1-8))	518--
((5/6)*6)	56/6*
(1*(3-6))	136-*
(8+(4-6))	846-+
(1/(6*6))	166*/
(7*(8+8))	788+*
((6/1)/4)	61/4/
(3+(8-1))	381-+
(4/(6-1))	461-/
((4*6)-5)	46*5-
(7*(9/5))	795/*
(6/(6+4))	664+/
(1-(6/8))	168/-
((3*8)-9)	38*9-
((9*0)-2)	90*2-
(1-(3+4))	134+-
(8/(3*0))	830*/
(2+(8+4))	284++
(2-(5-6))	256--
((4+2)*8)	42+8*
((6*9)/3)	69*3/
(7+(2+8))	728++
(7+(3/5))	735/+
(0/(9*1))	091*/
((9/2)/2)	92/2/
(4/(7+8))	478+/
(0/(0-8))	008-/
(3/(9*4))	394*/
(1/(3/1))	131//
(8/(6+9))	869+/
(4*(0*9))	409**
(0*(1/1))	011/*
(7+(6-7))	767-+
(2+(9+9))	299++
(3*(1*4))	314**
(9/(5+4))	954+/
(4/(6-3))	463-/
(2+(5*6))	256*+
((6-2)*6)	62-6*
(3*(9/1))	391/*
(3+(4+6))	346++
(2-(6-9))	269--
((7*1)*8)	71*8*
((7*5)/2)	75*2/
(5/(0*3))	503*/
(6+(0-7))	607-+
(7-(5-5))	755--
(9-(5/1))	951/-
(2*(1*5))	215**
(6+(0/4))	604/+
(0+(3+9))	039++
(4*(2+9))	429+*
(0/(2+3))	023+/
((5*8)*3)	58*3*
(7*(3/7))	737/*
((0*6)/9)	06*9/
(9*(0-0))	900-*
(9-(8-0))	980--
(3/(5+9))	359+/
(0+(3/8))	038/+
(1/(1*1))	111*/
((9*5)/9)	95*9/
((2/2)*7)	22/7*
(1-(7-0))	170--
((1*9)*6)	19*6*
(0*(0-5))	005-*
((4/7)/8)	47/8/
((7/6)+0)	76/0+
(2*(6-6))	266-*
(1+(2-9))	129-+
(4/(1*6))	416*/
(2/(3/7))	237//
((7/5)/2)	75/2/
(0*(4-5))	045-*
(9/(7+1))	971+/
(3+(7*4))	374*+
((1/0)+5)	10/5+
((2-9)+0)	29-0+
(3*(9*6))	396**
((2*4)/5)	24*5/
((6*8)+0)	68*0+
((8+8)*6)	88+6*
(3*(9-6))	396-*
(0*(1-8))	018-*
(7-(8*4))	784*-
((2-6)+8)	26-8+
(9/(4*8))	948*/
(9-(6/7))	967/-
(8/(4/4))	844//
((1+9)-6)	19+6-
((3+7)*3)	37+3*
(2/(7/0))	270//
(9+(0+6))	906++
((7-3)-9)	73-9-
(5/(4+6))	546+/
(6-(8+0))	680+-
(9-(6-1))	961--
(5+(4/3))	543/+
((9-6)/7)	96-7/
(0-(6+4))	064+-
(6*(2+9))	629+*
(8+(9+1))	891++
((2-9)+3)	29-3+
(8/(4*2))	842*/
(6*(4+5))	645+*
((2/6)-8)	26/8-
(5-(7/2))	572/-
(4*(5+0))	450+*
(0-(7+7))	077+-
((6*3)+2)	63*2+
((9-2)/1)	92-1/
((2+1)*5)	21+5*
(2+(0/2))	202/+
(3/(1+9))	319+/
(2*(3/4))	234/*
((5*8)+2)	58*2+
((6/4)-2)	64/2-
(8+(1-7))	817-+
((3+3)-8)	33+8-
((9+9)+5)	99+5+
(9+(1/4))	914/+
(9-(8/8))	988/-
(7-(3*8))	738*-
(2*(8-7))	287-*
((6*4)+5)	64*5+
((4*8)-0)	48*0-
(1-(8/7))	187/-
((6/2)*4)	62/4*
((3*2)+8)	32*8+
(4/(7/5))	475//
((1/8)*1)	18/1*
(1-(3-2))	132--
((4/5)*5)	45/5*
((4*9)+0)	49*0+
(4+(9*0))	490*+
(1*(9-5))	195-*
(0+(5+9))	059++
(1+(4*0))	140*+
((9-7)*2)	97-2*
(9*(8*4))	984**
(0/(5*6))	056*/
((0*1)*6)	01*6*
(4*(9-5))	495-*
(0*(9/1))	091/*
(1+(3-4))	134-+
