(((2+0)-(9*2))*(6*9))	20+92*-69**
(1+(3+(4/(3-(6*2)))))	134362*-/++
(((9*(2-(1+8)))-3)/4)	9218+-*3-4/
(((7/9)/(5-(8/1)))*(9/6))	79/581/-/96/*
((6/(1-(9*1)))*(0+6))	6191*-/06+*
((6/(5+0))-(6-(1/5)))	650+/615/--
(8/((9/4)/(2+(9-4))))	894/294-+//
(1*((8-(4-(0+0)))*5))	18400+--5**
(((9/(7-9))-(0/9))+(1/0))	979-/09/-10/+
(7-(4+(7*(5-(1+6)))))	747516+-*+-
(((8-2)/8)/(4+(8-6)))	82-8/486-+/
((6/6)/(9*(3/(3+(9/8)))))	66/93398/+/*/
((7+(3-6))-((5*8)*5))	736-+58*5*-
(6+((0*(8*(0-5)))*(6-8)))	60805-**68-*+
(5-(1-(7-(7-(5*7)))))	517757*----
((7+(6-(9*8)))+(7*3))	7698*-+73*+
(((8*4)/(9/(9*(9*9))))/0)	84*9999**//0/
((1*5)*((0-(5*0))*(5+6)))	15*050*-56+**
((7/(2*(3*(5+4))))-(6/3))	72354+**/63/-
((2*(9*1))*(1/(4+8)))	291**148+/*
((9*0)+(1-(0-(5*8))))	90*1058*--+
(7*((6*(4*(9-0)))/(8*7)))	76490-**87*/*
(8*((7*(5-9))-(7-4)))	8759-*74--*
(3*(4*(8/(2+(0-6)))))	348206-+/**
((2*8)+((1*8)/(2/3)))	28*18*23//+
(7/(6-(2/(6/(5+2)))))	762652+//-/
((4-(9+(5/4)))/(6-6))	4954/+-66-/
(4-((1-(6/(9-9)))-(5*4)))	41699-/-54*--
((9/(0/(1*7)))+(1-(3-7)))	9017*//137--+
((4*(7/(1+1)))-(0-(3*7)))	4711+/*037*--
(0-(2*(6+(2+(4/9)))))	026249/++*-
((0-4)*(7+(6/(0*(9-9)))))	04-76099-*/+*
((7/(9-(1/6)))+(1-7))	7916/-/17-+
((6*((9-(0*5))*0))-(5+8))	6905*-0**58+-
(((1*0)*0)/(3/(3*8)))	10*0*338*//
((7+0)/((0/(6-9))*0))	70+069-/0*/
(((6/6)+(7/2))+(5*0))	66/72/+50*+
(3*(4*((7*(7-(1*4)))/1)))	347714*-*1/**
((6/(9*8))/(1*(2*7)))	698*/127**/
(((3+3)*(9/7))*(8-0))	33+97/*80-*
((7/(3*(6+(1/1))))/0)	73611/+*/0/
((1-(1*5))/(6*(0*3)))	115*-603**/
((4-((9*7)/5))*(8*(8*4)))	497*5/-884***
(((4+6)*(0+7))*(5-1))	46+07+*51-*
((1-(6+3))+(3+(4-0)))	163+-340-++
((9+(8*1))*(7-(8-2)))	981*+782--*
(3*(2+((4-(2/8))+4)))	32428/-4++*
((1-((2-7)-(1*2)))+9)	127-12*--9+
(((3*(6*3))+(6+2))/(7*7))	363**62++77*/
((3-7)*(4-(8+(0-(2*0)))))	37-48020*-+-*
(0+(7+((0*8)/(2/9))))	0708*29//++
(7+(4+(8-(7-(0/8)))))	748708/--++
((0/(6/4))*(3-(3/3)))	064//333/-*
(5*((0-(8*(0+(7*0))))+4))	508070*+*-4+*
(2/(2-((1*4)-(6+7))))	2214*67+--/
((8/(1+4))+((6+0)+0))	814+/60+0++
((6+(7+9))-(7-(3-7)))	679++737---
((4+0)-(9*((9*4)/2)))	40+994*2/*-
(((9+4)-(6*(7/(4-2))))+9)	94+6742-/*-9+
((8*(5*3))/(5+(5*4)))	853**554*+/
(5+((8-0)/(1+(6/(7/0)))))	580-1670//+/+
(((4-5)+(9+6))+((6/6)/7))	45-96++66/7/+
(((3-7)*(4/(1/5)))-(7*7))	37-415//*77*-
((5/(4+9))-(6-(9*8)))	549+/698*--
((9+0)*((4+(2*4))*(9*9)))	90+424*+99***
((1-((0-0)+(9/(2*4))))-1)	100-924*/+-1-
(((3*2)/(3*(2-3)))+6)	32*323-*/6+
(4*(0*((8+(3*3))/(2/7))))	40833*+27//**
((8*7)-((0+(0/8))+(5/1)))	87*008/+51/+-
(((5*(4-9))-5)+(2*(3*2)))	549-*5-232**+
(((5*2)/0)+((4-9)-(6-2)))	52*0/49-62--+
((5-(6/(8-4)))*(0+6))	5684-/-06+*
(((8-2)/(4*(4+0)))/(1+5))	82-440+*/15+/
((7*0)-((4-((7-3)/6))/3))	70*473-6/-3/-
(8*(2/((5*(6*8))-4)))	82568**4-/*
(((3/(3*4))+9)+(5*(7+5)))	334*/9+575+*+
(((4-1)+4)*(6+(3*6)))	41-4+636*+*
((4/9)/(1-(1-(9/3))))	49/1193/--/
(6/((9/9)*(1/(9/(8-2)))))	699/1982-//*/
((4/1)*((3*(9+(3-8)))/3))	41/3938-+*3/*
((6*(2-5))*(9+(5+4)))	625-*954++*
(((8+5)*(6/(0*1)))*(0-1))	85+601*/*01-*
(6+(6*(8/(7+(9*5)))))	668795*+/*+
((9-(5-3))*(2*((4/8)+4)))	953--248/4+**
(((6+4)-(6-3))-(6/6))	64+63--66/-
((5+(0-(0*1)))+(3*(1/2)))	5001*-+312/*+
((4*(6-4))+(9-(9/3)))	464-*993/-+
((4-0)*((3+(3+(4*8)))*5))	40-3348*++5**
((8+1)+(3/(5/(0+1))))	81+3501+//+
(4+((7+8)*(8-(0*7))))	478+807*-*+
((0*8)+(7/(2*(7*7))))	08*7277**/+
((7-(4*(6*8)))-(7+5))	7468**-75+-
((2/(1*(9-0)))+(0+(2/7)))	2190-*/027/++
((9/((2*3)/6))*(5-(4+0)))	923*6//540+-*
(1-((9-5)+(1-(2-(4*5)))))	195-1245*--+-
(((7+(4+9))+7)-(6-(2/3)))	749++7+623/--
(((1/(7-8))/(7+4))+(2-7))	178-/74+/27-+
(((4-(3+5))-(4+2))/(7*6))	435+-42+-76*/
((2+(7/0))-(2-(8-7)))	270/+287---
((0/(2*(6/7)))/(7*(2+5)))	0267/*/725+*/
(0+((4*5)*(9-(9+(0-2)))))	045*9902-+-*+
((3*1)/((5+(1-5))*1))	31*515-+1*/
((1/(1*3))*(5+(2-(4/1))))	113*/5241/-+*
(((0/5)/7)+((8/8)/(5-3)))	05/7/88/53-/+
((0*9)+(8/(9/(3/(5/8)))))	09*89358////+
(((9-7)+(8+3))/(6/9))	97-83++69//
(((5/(7-5))*(1-9))/(9/8))	575-/19-*98//
((2*0)+(6/(5/(8+6))))	20*6586+//+
(3-((3/4)/(9+(0-5))))	334/905-+/-
(((9/(0*3))/0)*(3*4))	903*/0/34**
((6/(5+(0/2)))*(5+1))	6502/+/51+*
((3/(9-(5-0)))+(4+(0-3)))	3950--/403-++
((7+(4*(3/(7+6))))/4)	74376+/*+4/
(((1+(3+2))*8)/(7+8))	132++8*78+/
(((5-3)-(9*(5+2)))+(9-5))	53-952+*-95-+
((1-1)/(0*(8/(5*4))))	11-0854*/*/
(1-(8+(1*(0/(1+1)))))	181011+/*+-
((8+(1*7))+((7*(5*7))-6))	817*+757**6-+
((9+(1-(9-9)))*(9*(4/8)))	9199--+948/**
((3*(3-(5+8)))*(9-(2*0)))	3358+-*920*-*
(((3+9)/(7+7))+(4*(2/6)))	39+77+/426/*+
((9*(7-2))-(3+(0*8)))	972-*308*+-
((0/0)-((0+(9/(2*8)))*1))	00/0928*/+1*-
(((0-9)+0)*(9/(3*4)))	09-0+934*/*
(2/(((8-(0*3))-(6+5))/5))	2803*-65+-5//
((3+(2+8))*(7-(2*(9+8))))	328++7298+*-*
(((8-5)-(7*4))*(3+8))	85-74*-38+*
(((7-0)*9)*(7/(3-(2*9))))	70-9*7329*-/*
((5*8)+((8*(8-7))+(0/8)))	58*887-*08/++
((0+(2+9))*(9+(7-8)))	029++978-+*
(((2-1)/7)/((9-8)-(0-7)))	21-7/98-07--/
((9-(3*3))+(3*(4+4)))	933*-344+*+
((7/(1+5))+(9+(5/4)))	715+/954/++
((3+(9*6))+(0/(6+(7*5))))	396*+0675*+/+
(((0+8)+(5/(9/8)))+4)	08+598//+4+
(5*((7+(8+2))/(8-3)))	5782++83-/*
((1+(7-(8*8)))-(1*0))	1788*-+10*-
(1-((7+(2/2))+(7+(3-1))))	1722/+731-++-
((7-(5/(5+7)))-(5+(6/9)))	7557+/-569/+-
((0*(3+6))*(4+(0+9)))	036+*409++*
((9/(6+3))/(1/(4*9)))	963+/149*//
(((8+6)/(9/1))-(4-(8/3)))	86+91//483/--
(((3*(6/4))/(7*0))/(2-9))	364/*70*/29-/
((4/((8+0)-(7/5)))+(7+0))	480+75/-/70++
(4*(3+(0+(7+(3+3)))))	430733++++*
(((6/(4/3))/5)-(0*3))	643//5/03*-
(7*((9/(2*1))*(1+(1*6))))	7921*/116*+**
(9/((4*(5+(3*(8+0))))+8))	945380+*+*8+/
((9*(2*(2*(8-7))))*5)	92287-***5*
(((0+0)/(5+(0/(6+1))))/4)	00+5061+/+/4/
((((6+4)/8)/(8*(1*7)))*3)	64+8/817**/3*
(((5+0)*(1-(7*3)))+2)	50+173*-*2+
(((4*6)/(3*4))-(1/7))	46*34*/17/-
((6-(0-(7/3)))/(7*5))	6073/--75*/
((((8*3)+(3-4))-(2+8))+4)	83*34-+28+-4+
(((4-(4+9))+2)+(2*1))	449+-2+21*+
((9+((4*4)*(5*(0/5))))*6)	944*505/**+6*
((2+(5-4))*(6+(7-0)))	254-+670-+*
((2*(0+(6*(2*8))))-(4+9))	20628**+*49+-
((1+(7-(7*8)))-(3*(7+7)))	1778*-+377+*-
(((4-1)/(0*3))+(9*8))	41-03*/98*+
(((4-(2/(6/4)))*2)+(8/2))	4264//-2*82/+
(3+((1+(7/(7-0)))/(4-6)))	31770-/+46-/+
(4+((1-(6/7))/(2/7)))	4167/-27//+
(8+(0+(9/(9*(1+3)))))	809913+*/++
(((9*4)/((6/5)/8))*(1-5))	94*65/8//15-*
((5/(3/(9-5)))+(0/4))	5395-//04/+
(((9+(2-((4-5)-4)))*2)*1)	9245-4--+2*1*
((7*5)+((1+3)/(6*4)))	75*13+64*/+
((9+(0*0))+((3/2)+2))	900*+32/2++
((7/(0/7))*(3-(1-3)))	707//313--*
((5*(0/(6-(7-(8+6)))))*2)	506786+--/*2*
((6/(8/(5+3)))-(9/5))	6853+//95/-
(2*(9+((9-(1-3))+6)))	29913--6++*
((9/(8/(7-5)))-(0+(4/8)))	9875-//048/+-
((7/(6-(2*1)))*(2-(2*5)))	7621*-/225*-*
(((2+4)-(7-(2-5)))-(7*7))	24+725---77*-
((1+(3/3))*(0+(1/(6/8))))	133/+0168//+*
(((8-3)-(0/1))*(1+6))	83-01/-16+*
(4-(5*((7-(5-8))-(5*8))))	45758--58*-*-
((7*(7/0))/(9/(9+3)))	770/*993+//
(4+(6*(2*((1/5)/8))))	46215/8/**+
((2*(7*2))*(4/(5+6)))	272**456+/*
((2+(9/(3+9)))*(1-9))	2939+/+19-*
(((9-0)/9)/(1-(8/(8/7))))	90-9/1887//-/
(9/((3+4)+(2+(2/7))))	934+227/++/
(0*(6*(3/(3/(5+4)))))	063354+//**
((0+(4/1))+(4-(9/2)))	041/+492/-+
((6-(9/8))-(9+(7+2)))	698/-972++-
(9/((7+2)-(5+(5-5))))	972+555-+-/
(((9+(4/1))-(5/(0*7)))*1)	941/+507*/-1*
((9-2)/((0*(3*0))*(2-7)))	92-030**27-*/
(4/(2/(9/(7/(2*4)))))	429724*////
((9+5)-(6*(6-(5/4))))	95+6654/-*-
((8-(9+8))/(9/(9-8)))	898+-998-//
(((0-8)/(1-2))-(6/(4*1)))	08-12-/641*/-
(((0+(9*(0-0)))/2)-(4+0))	0900-*+2/40+-
((3/(4/(9*4)))/(7*0))	3494*//70*/
((8*(8/(3/(3/(7/8)))))/6)	883378////*6/
(9+((6+8)/((4*(3-4))/5)))	968+434-*5//+
(((4-(3-2))-(6/9))/9)	432--69/-9/
((9*(9+0))/(6+(0-(9/7))))	990+*6097/-+/
(9*((0*(2-(8/0)))/(5-9)))	90280/-*59-/*
((3+(8*3))/(2/(8-0)))	383*+280-//
(((8+7)/(1/(0+7)))/(8-9))	87+107+//89-/
(((8*(6+4))*(6+(5-1)))+1)	864+*651-+*1+
(3*(((6+3)/(3+8))/0))	363+38+/0/*
(1-((0+(2*5))*(3/(6+5))))	1025*+365+/*-
((1+((5+3)*(0*2)))-0)	153+02**+0-
((9+8)*(3+(5*(9/6))))	98+3596/*+*
((8/1)+((5+(6*1))-(8/0)))	81/561*+80/-+
(((2+2)+(8*(2*8)))-4)	22+828**+4-
((1+(5-(3*5)))*(9*(4*0)))	1535*-+940***
((9-(6*((4+0)+1)))/(6/9))	9640+1+*-69//
((9+7)*(2-(4*(6+6))))	97+2466+*-*
((0/(1+9))+(3/(6/7)))	019+/367//+
((6-(5/7))/((2+1)/(4/1)))	657/-21+41///
((0*(6+(6*0)))+(1-(7+1)))	0660*+*171+-+
((7*5)/(0*(3*(3*4))))	75*0334***/
((5/4)+(4+(5-(4*3))))	54/4543*-++
((7*(3*(2+5)))-(6+0))	7325+**60+-
(((3+4)-(9*2))*(6-0))	34+92*-60-*
((2*1)*((0*5)+(8-(8+1))))	21*05*881+-+*
((((3/0)-4)+9)/(3*(8*3)))	30/4-9+383**/
((8-(6-9))+(6*(0+(9*7))))	869--6097*+*+
((5/1)/((2-7)+(4+(3+8))))	51/27-438+++/
((7/0)*(7*(5-(9/6))))	70/7596/-**
((3-(7/7))/(2/(7+(1/4))))	377/-2714/+//
((5+(3-9))*(8*(5/7)))	539-+857/**
((2*(2+1))+(8-(1-1)))	221+*811--+
(6-(8*(7-(7+(8*6)))))	687786*+-*-
(((1-8)-(8-8))*(8/(7/6)))	18-88--876//*
(((6+(6/2))*5)*(0+(5/7)))	662/+5*057/+*
((0-(2+5))+(4*(8-2)))	025+-482-*+
(((5*(8*1))+(1+7))/9)	581**17++9/
((3*(0+(0+(6+9))))*(2-7))	30069+++*27-*
((7*0)+(8*(7/(8*2))))	70*8782*/*+
((5-3)-((3-(0*2))/0))	53-302*-0/-
(1/((6/(4-2))-(8+5)))	1642-/85+-/
(((2/(9/8))*3)*(8-9))	298//3*89-*
(((2/4)+2)+(7+(5/7)))	24/2+757/++
(1-(5/(4/(1-(4/5)))))	154145/-//-
(5*((4/6)+(2+(5/9))))	546/259/++*
((3-(8+3))+(7-(6*(1*6))))	383+-7616**-+
(((4+6)+0)+(3-(5-6)))	46+0+356--+
((8/((0/6)*(3-2)))+(6/7))	806/32-*/67/+
((0-(7*6))-(7/(7/2)))	076*-772//-
(((7+(8+9))*4)*(3+(6-0)))	789++4*360-+*
(((9*9)-(7-3))*(2-(7*5)))	99*73--275*-*
((4/2)/(9-(1-(4-1))))	42/9141---/
((5-(4+0))*((4+1)*8))	540+-41+8**
((9/3)-(4/(3*(6/1))))	93/4361/*/-
((2-3)*(0-(0*(1-6))))	23-0016-*-*
((2-((9+7)*(1/(3/1))))-4)	297+131//*-4-
((2+(8*3))+((2/1)-4))	283*+21/4-+
((1+5)+(9/(5-(7-(6*1)))))	15+95761*--/+
((2*((4-4)-(0-2)))*(3*7))	244-02--*37**
((9/(0+(7/(1/3))))*(3+0))	90713//+/30+*
(7-(3-(2*(6+(8/7)))))	732687/+*--
((((5+4)*9)+(5/1))/(9*8))	54+9*51/+98*/
(((3-4)*(5+(5-5)))-(9-1))	34-555-+*91--
((2/6)+(3-(2/(9-6))))	26/3296-/-+
(4-(8-(2*(4*(0*(8*8))))))	4824088****--
((2+(1*(5*9)))-(7/1))	2159**+71/-
(((6+(8/6))+(1/1))/(6-5))	686/+11/+65-/
((1+(9+(5/8)))-(7*(7-2)))	1958/++772-*-
((4+6)-(6+(6+(4/1))))	46+6641/++-
(((6+(4+1))*5)+(0+1))	641++5*01++
(((1/4)*5)/(8-(3/7)))	14/5*837/-/
(2*(3-(0-(3+(4-3)))))	230343-+--*
(((1*(8+3))+9)/(4+(4*0)))	183+*9+440*+/
((7/9)-(0/(1+(6/2))))	79/0162/+/-
((7/(3-5))+(9/(5*(4+5))))	735-/9545+*/+
((6*(9+(4+4)))+(1+(6*6)))	6944++*166*++
((3/(4*5))/(5*(2*(8+0))))	345*/5280+**/
((3*1)*((7+3)/(7*(9/1))))	31*73+791/*/*
(((7+(9-8))*(0*3))+(6*9))	798-+03**69*+
((1/(4/(4+5)))+(6+7))	1445+//67++
((4*(4-5))/(5+(4-0)))	445-*540-+/
((0*(4+1))-(2-(1-9)))	041+*219---
((9-(4-7))+((1/4)-3))	947--14/3-+
((1+1)-(0-(9*(6-7))))	11+0967-*--
((7*(0-(6+8)))-(2/4))	7068+-*24/-
(((4*(8+(2/6)))/2)*(2+3))	4826/+*2/23+*
(((2/(1-9))/(9*3))/(0-8))	219-/93*/08-/
((((5+5)-9)-(6-(1+1)))-0)	55+9-611+--0-
(((3*(9*1))-(0+6))/(3+7))	391**06+-37+/
((1+2)+(5/(9/(0/1))))	12+5901///+
((9-((9/6)+5))*(7*(9*9)))	996/5+-799***
((0-(7+5))*(2*(8/4)))	075+-284/**
((4*(8-4))-(5-(6/(8-7))))	484-*5687-/--
((0-8)+(9+(1*(0-(0-4)))))	08-91004--*++
(((0*(0+0))-0)+(2-(8/7)))	000+*0-287/-+
(((4-3)/(8/0))-(7/(0+4)))	43-80//704+/-
((2*9)-(4*(3/(8/3))))	29*4383//*-
((2+(0/5))-(6*(8+7)))	205/+687+*-
((4*(8/(2/(0-(5-6)))))/2)	482056--//*2/
((3+4)*(6/(5+(6/(4-2)))))	34+65642-/+/*
((6*(6/(0/(0*0))))-8)	66000*//*8-
(7/((5/0)+(9-(6/2))))	750/962/-+/
(2-(((8-9)/(6-5))/0))	289-65-/0/-
((4-(4/(4*6)))-(3/1))	4446*/-31/-
((7/4)-(8*(0+(0*4))))	74/8004*+*-
(6/((2/4)-(4*(2-(5*9)))))	624/4259*-*-/
((0*(0+(5+4)))*(5+9))	0054++*59+*
(((4*(2+5))/0)-(4*2))	425+*0/42*-
((9-(6-0))*(4+(3-0)))	960--430-+*
((8+(7/(6+7)))/(6*(8+7)))	8767+/+687+*/
((7+(4+8))+(5*(0*1)))	748++501**+
(7+(1-((5-2)*(6+5))))	7152-65+*-+
((6+0)*(7*(3/(4*3))))	60+7343*/**
(((0/(3-3))-9)*(9/7))	033-/9-97/*
(6/(6+((2+(0/(9-5)))+8)))	662095-/+8++/
((7-(6/5))/(2*(0*9)))	765/-209**/
((3-2)*(((4+0)-(2+6))/0))	32-40+26+-0/*
((3/(9/6))*(6/(0-5)))	396//605-/*
(((1-(2+4))-(3-1))/(5*2))	124+-31--52*/
(6*((3-3)/(2+(9/9))))	633-299/+/*
(((8-1)/(7/(8+1)))-(1+3))	81-781+//13+-
((9*8)/(6+(9+(5+5))))	98*6955+++/
(1+(2/(2+(9*(7-9)))))	122979-*+/+
(7*((5/(5*9))*(8*6)))	7559*/86***
((4*(8-(8+4)))*(8*(7/7)))	4884+-*877/**
(8-(1/(3+(5/(2+(3*3))))))	8135233*+/+/-
(((9-(8+5))*(2+8))+7)	985+-28+*7+
(((0-(2-9))-(1*6))-(4/5))	029--16*-45/-
((3-8)/(0+(5/(2/6))))	38-0526//+/
(((8+(6*1))/(7/2))/(1-1))	861*+72//11-/
((0+(8-(7+3)))+(4/5))	0873+-+45/+
(4/(4-(6*((0*4)*4))))	44604*4**-/
(6+(1+((0+6)-(3*5))))	6106+35*-++
((4+3)/(1+(7/(5*0))))	43+1750*/+/
(((7/3)/0)+(4-(1/8)))	73/0/418/-+
(((1*(0/0))-(8-3))*(5-8))	100/*83--58-*
((((2+1)-(7-0))+0)*(8-1))	21+70--0+81-*
((3+(6*(5-3)))+(7+(0-0)))	3653-*+700-++
((8-(5-5))/(9+(3-8)))	855--938-+/
((6+(4*(4+(4-7))))*(6-0))	64447-+*+60-*
((8-9)-((2+4)+(2/(4*6))))	89-24+246*/+-
((0/(1/(8+1)))/(9+(3/4)))	0181+//934/+/
((2*2)+(0-((7-(1/7))+2)))	22*0717/-2+-+
((8/3)-((0*(3-5))+(7-3)))	83/035-*73-+-
(((1+7)+(1-1))*(4/5))	17+11-+45/*
((7-(3+7))-(3/(3-(4*1))))	737+-3341*-/-
(9*((8+(1-2))-(5+0)))	9812-+50+-*
(((2*8)+2)/(1*(5/6)))	28*2+156/*/
(((4+4)*(5/4))/(0*7))	44+54/*07*/
((((4+8)-8)-4)/(6/(0*4)))	48+8-4-604*//
((2+7)-(4-(1/(5-4))))	27+4154-/--
(((9/(2+4))*1)*(6/(1-0)))	924+/1*610-/*
((4-(5*8))*((3+6)/0))	458*-36+0/*
((2+4)*(0-(1*(8+6))))	24+0186+*-*
((4/4)*(6/(5*(3+0))))	44/6530+*/*
(1-(1-(3+(1+(1-(5*0))))))	1131150*-++--
((3/(5/4))*(0*(6+(7+9))))	354//0679++**
(((9*6)+(4+(7*1)))-(6-2))	96*471*++62--
((1-4)/(1+(7*(2-8))))	14-1728-*+/
(((2*7)*(0+(7+0)))+6)	27*070++*6+
((1-(8+(4-5)))+(0/0))	1845-+-00/+
((2-((5*(5+2))*8))-(2*1))	2552+*8*-21*-
(((2*(7-1))+(5+(1-9)))+7)	271-*519-++7+
((7-(0-0))-(3/(1*6)))	700--316*/-
(3+(2+((6-(0+3))-(4*4))))	32603+-44*-++
((4-(4*0))*(7*(5+8)))	440*-758+**
((5/8)+((9/3)-(8+(9/4))))	58/93/894/+-+
(9/(6*(9-(5-(3/(3+3))))))	9695333+/--*/
((8-(2-(2*7)))-(8/(4-4)))	8227*--844-/-
((((5*(6+7))/7)*5)-(3/6))	567+*7/5*36/-
((8+(8*(1/9)))*((3*1)/9))	8819/*+31*9/*
((5/9)/(9+((3+(7+4))+9)))	59/9374++9++/
(((1/2)/9)*(2/(9/4)))	12/9/294//*
((3+(4-8))/(3+(8/(0*5))))	348-+3805*/+/
((0-2)-(0/((8-0)+7)))	02-080-7+/-
((2/((5-1)+(3+7)))-(4+1))	251-37++/41+-
(9+(0-(0/(3+(1+4)))))	900314++/-+
((4+((5/2)-6))*(9*(6/0)))	452/6-+960/**
((0+(5-6))+(9+(5*1)))	056-+951*++
((1-9)+(0-(5/(9/4))))	19-0594//-+
(3-((5-(1+7))+(1/(7-1))))	3517+-171-/+-
(((3/5)/8)+(5+(0+5)))	35/8/505+++
((8*8)/(7/(4-(0/6))))	88*7406/-//
(8/((8/(8*(1/3)))/(7-5)))	88813/*/75-//
(((3/6)/5)+(9*(5/9)))	36/5/959/*+
((8*(3-2))+(7/(9-(1/5))))	832-*7915/-/+
((3-(5*2))+((5-1)/(1-7)))	352*-51-17-/+
(0-((5*(1+3))-(8-6)))	0513+*86---
((3/(2-(5+8)))-(0-(0-4)))	3258+-/004---
(((7/4)-(2/1))-((0/8)*0))	74/21/-08/0*-
(((8-9)*(9*8))/(1-(0-7)))	89-98**107--/
(((8+4)+1)*(2*(0+0)))	84+1+200+**
((0-(6*7))*(4*(5*(6/6))))	067*-4566/***
((8/(4/(6-(2+9))))*0)	84629+-//0*
((1/(0-6))-(5*(8-2)))	106-/582-*-
(((3/7)-6)-((1-(7*3))-7))	37/6-173*-7--
((8+5)-(5+((6*5)/(5-8))))	85+565*58-/+-
(((4-2)+(0*4))/(3*0))	42-04*+30*/
(8+(5-(5*(1*(0+(5/2))))))	8551052/+**-+
((0*(7-8))+(1*(7*7)))	078-*177**+
(((9+6)-9)/(5/(4-9)))	96+9-549-//
(7*(8/(2+(7/(6-5)))))	782765-/+/*
((3*(5/9))+(1-(6+6)))	359/*166+-+
(((3*4)/(5+(5*8)))/4)	34*558*+/4/
(((6/1)+(5-(6+0)))-9)	61/560+-+9-
(8*((3/(7/1))-(0*6)))	8371//06*-*
(((7-4)/(5+(3*1)))*9)	74-531*+/9*
((8+(3*8))+(8+(0+(2/9))))	838*+8029/+++
(((1*8)*(6/2))+(6/9))	18*62/*69/+
((7-(1*(4-6)))-(0-8))	7146-*-08--
(((2*9)/(9+7))*(6*5))	29*97+/65**
((5+(2*(8*(8*5))))*7)	52885***+7*
(((2+8)/(7/(6/4)))+(6+1))	28+764///61++
((9+5)/(8*(6-(8+1))))	95+8681+-*/
((6*(2-6))/(1/(7+4)))	626-*174+//
((0-1)-(4-(7-(9/(4*1)))))	01-47941*/---
((0*(3-(9/(5-6))))/4)	03956-/-*4/
((8/((8+5)-(9*8)))-(9*4))	885+98*-/94*-
((0*(6-3))-(0+(0/(3/8))))	063-*0038//+-
((4+(4+2))-(5/(7/5)))	442++575//-
((4+(8*(8-(4-4))))/(5*0))	48844--*+50*/
((2+9)+(5+(4/(1-7))))	29+5417-/++
(((5/5)+(0*1))/(3/(2+5)))	55/01*+325+//
(((7/0)+(6/(7-4)))-(4-4))	70/674-/+44--
((1+(1*(2-(3+0))))-(0*3))	11230+-*+03*-
(1+((9/0)-((6*2)*(3/0))))	190/62*30/*-+
(((4*3)-(9-(4*5)))/4)	43*945*--4/
(((2*(0*3))+6)*(3+(5/5)))	203**6+355/+*
((8-(9-2))/(5*(3*9)))	892--539**/
((3*(6/0))+(7+(4+(4+3))))	360/*7443++++
(((0*(7/5))-0)-(4-(2-7)))	075/*0-427---
(((1+(3-0))*(6/0))-(8+6))	130-+60/*86+-
((1*((5+4)/(0+3)))*(2*6))	154+03+/*26**
(0-((3-8)+(8+(4+7))))	038-847+++-
((2/8)*(6*(4/(4*8))))	28/6448*/**
(8-(8+(1-(8+(7+3)))))	881873++-+-
((5/9)*((8*6)-(6-(0-8))))	59/86*608---*
(7*(4-((7-(6*(6*2)))+4)))	747662**-4+-*
((6+(4*(8/(7-0))))*(4*4))	64870-/*+44**
((((5+5)/4)/2)+(2+8))	55+4/2/28++
((7*5)/(2/((5+(9/5))*1)))	75*2595/+1*//
(6*(((9/4)*(2*(0*8)))*3))	694/208***3**
((7-(5*5))*(4/(3*7)))	755*-437*/*
(((((8+5)*3)+1)-6)/(1/4))	85+3*1+6-14//
(((9*7)+(9/7))-(3+7))	97*97/+37+-
((9-(6/(6-(5+6))))*0)	96656+-/-0*
((8-(2/(3+4)))*(4+2))	8234+/-42+*
(((5+4)/(0*(6+7)))-4)	54+067+*/4-
(6-((6-(8/5))*(6*(5/3))))	6685/-653/**-
((5+(7*4))-(5/(9-1)))	574*+591-/-
((9-(1*4))+(2+(5+6)))	914*-256+++
(((7/3)+(8+6))*(2*(3*5)))	73/86++235***
((8*(7*9))/(8*(9/8)))	879**898/*/
(8+(4+(2+((1-9)/5))))	84219-5/+++
((1/(7-(0*5)))*(4-9))	1705*-/49-*
(1+((3+0)*(7/(8/3))))	130+783//*+
((2/3)+(0+(3*(5/7))))	23/0357/*++
((2*9)+((5-(2/(1-1)))+8))	29*5211-/-8++
((6/(8*3))/(5+(6/5)))	683*/565/+/
(5+((0-5)+(3*(8+(4-9)))))	505-3849-+*++
(2/(((8+4)+(0-4))*(7+3)))	284+04-+73+*/
((2+(8+6))-((4+3)-4))	286++43+4--
(((3+7)-(8/9))+((8-8)/9))	37+89/-88-9/+
(0*((2+(3-(7*9)))/6))	02379*-+6/*
((((2/3)+4)+5)+(9/(3-1)))	23/4+5+931-/+
((4+2)/((0/7)-(6-0)))	42+07/60--/
((((1/2)/4)-9)-(8+9))	12/4/9-89+-
((8*0)+(((2/5)/(2*0))*9))	80*25/20*/9*+
(((9/(4*(2/0)))-7)*(5+6))	9420/*/7-56+*
((3*7)/((5*(9-9))/(8-4)))	37*599-*84-//
(((1/8)*1)/(0+(6-(4+7))))	18/1*0647+-+/
((4-(9+8))/(6+(0*(5-0))))	498+-6050-*+/
((7*(5-5))+(9-(4+2)))	755-*942+-+
(((9+(9*6))+3)*(5*(0-6)))	996*+3+506-**
((4/(7/4))+(2+(3/(1+2))))	474//2312+/++
(4*(3+(2*(0+(1/9)))))	432019/+*+*
((6/9)*((6+8)*(7/(3/0))))	69/68+730//**
(((8/0)-(8+(2*4)))+4)	80/824*+-4+
((9+(6*(8-1)))/(3/(9*9)))	9681-*+399*//
